row_label_raw,row_label_full,Mã số,TÀI SẢN,Thuyết minh,Tại ngày 31 tháng 12 năm > 2024 VND,Tại ngày 31 tháng 12 năm > 2023 VND,numeric__TÀI SẢN,numeric__Thuyết minh,numeric__Tại ngày 31 tháng 12 năm > 2024 VND,numeric__Tại ngày 31 tháng 12 năm > 2023 VND
100,100,100,TÀI SẢN NGẮN HẠN,,9.720.842.245.709,9.254.497.018.636,,,9720842245709.0,9254497018636.0
110,110,110,Tiền và các khoản tương đương tiền,3,382.838.289.326,755.703.204.365,,3.0,382838289326.0,755703204365.0
111,111,111,Tiền,,382.838.289.326,721.203.204.365,,,382838289326.0,721203204365.0
112,112,112,Các khoản tương đương tiền,,-,34.500.000.000,,,,34500000000.0
120,120,120,Đầu tư tài chính ngắn hạn,,247.130.402.390,289.613.600.644,,,247130402390.0,289613600644.0
121,121,121,Chứng khoán kinh doanh,4(a),9.353.176,9.353.176,,,9353176.0,9353176.0
123,123,123,Đầu tư nằm giữ đến ngày đáo hạn,4(b),247.121.049.214,289.604.247.468,,,247121049214.0,289604247468.0
130,130,130,Các khoản phải thu ngắn hạn,,1.754.771.244.476,2.122.248.143.960,,,1754771244476.0,2122248143960.0
131,131,131,Phải thu ngắn hạn của khách hàng,5,1.377.579.167.737,1.934.341.865.678,,5.0,1377579167737.0,1934341865678.0
132,132,132,Trả trước cho người bán ngắn hạn,6,41.652.161.533,175.189.906.315,,6.0,41652161533.0,175189906315.0
135,135,135,Phải thu về cho vay ngắn hạn,7,321.000.000.000,-,,7.0,321000000000.0,
136,136,136,Phải thu ngắn hạn khác,8,22.868.140.519,20.164.189.343,,8.0,22868140519.0,20164189343.0
137,137,137,Dự phòng phải thu ngắn hạn khó đòi,9,(8.328.225.313),(7.447.817.376),,9.0,-8328225313.0,-7447817376.0
140,140,140,Hàng tồn kho,10,6.420.303.684.263,5.494.961.709.073,,10.0,6420303684263.0,5494961709073.0
141,141,141,Hàng tồn kho,,6.545.804.532.243,5.620.462.557.053,,,6545804532243.0,5620462557053.0
149,149,149,Dự phòng giảm giá hàng tồn kho,,(125.500.847.980),(125.500.847.980),,,-125500847980.0,-125500847980.0
150,150,150,Tài sản ngắn hạn khác,,915.798.625.254,591.970.360.594,,,915798625254.0,591970360594.0
151,151,151,Chi phí trả trước ngắn hạn,11(a),28.598.185.343,16.481.919.430,,,28598185343.0,16481919430.0
152,152,152,"Thuế giá trị gia tăng (""GTGT"") được khấu trừ",15(a),887.200.439.911,575.488.441.164,,,887200439911.0,575488441164.0
