row_label_raw,row_label_full,col_0,Năm 2018,Năm 2017(Đã điều chỉnh),numeric__Năm 2018,numeric__Năm 2017(Đã điều chỉnh)
,,,VND,VND,,
Lợi nhuận thuần sau thuế,Lợi nhuận thuần sau thuế,Lợi nhuận thuần sau thuế,565.494.693.465,623.892.550.371,565494693465.0,623892550371.0
Lợi nhuận phân bổ cho cổ phiếu phổ thông,Lợi nhuận phân bổ cho cổ phiếu phổ thông,Lợi nhuận phân bổ cho cổ phiếu phổ thông,565.494.693.465,623.892.550.371,565494693465.0,623892550371.0
Cổ phiếu phổ thông lưu hành bình quân trong năm,Cổ phiếu phổ thông lưu hành bình quân trong năm,Cổ phiếu phổ thông lưu hành bình quân trong năm,448.350.000,378.517.945,448350000.0,378517945.0
Lãi cơ bản trên cổ phiếu,Lãi cơ bản trên cổ phiếu,Lãi cơ bản trên cổ phiếu,1.261,1.648,1261.0,1648.0
