row_label_raw,row_label_full,col_0,Mối quan hệ,31/12/2018,01/01/2018,numeric__Mối quan hệ,numeric__31/12/2018,numeric__01/01/2018
,,,Mối quan hệ,VND,VND,,,
Phải thu ngắn hạn của khách hàng,Phải thu ngắn hạn của khách hàng,Phải thu ngắn hạn của khách hàng,Phải thu ngắn hạn của khách hàng,11.016.044.091,27.004.815.590,,11016044091.0,27004815590.0
Công ty TNHH Kính nổi Việt Nam,Công ty TNHH Kính nổi Việt Nam,Công ty TNHH Kính nổi Việt Nam,Công ty liên kết,2.201.055.720,2.437.720.470,,2201055720.0,2437720470.0
Công ty Cổ phần Viglacera Từ Sơn,Công ty Cổ phần Viglacera Từ Sơn,Công ty Cổ phần Viglacera Từ Sơn,Công ty liên kết,23.526.059,205.395.459,,23526059.0,205395459.0
Công ty Cổ phần Viglacera Hạ Long I,Công ty Cổ phần Viglacera Hạ Long I,Công ty Cổ phần Viglacera Hạ Long I,Công ty liên kết,699.165.462,714.152.962,,699165462.0,714152962.0
Công ty Cổ phần Đầu tư và Xuất nhập khẩu Viglacera,Công ty Cổ phần Đầu tư và Xuất nhập khẩu Viglacera,Công ty Cổ phần Đầu tư và Xuất nhập khẩu Viglacera,Công ty liên kết,194.177.500,299.615.200,,194177500.0,299615200.0
Công ty Cổ phần Vật liệu chịu lửa Viglacera Cầu Đường,Công ty Cổ phần Vật liệu chịu lửa Viglacera Cầu Đường,Công ty Cổ phần Vật liệu chịu lửa Viglacera Cầu Đường,Công ty liên kết,3.852.938.681,3.732.985.881,,3852938681.0,3732985881.0
Công ty Cổ phần Viglacera Hạ Long II,Công ty Cổ phần Viglacera Hạ Long II,Công ty Cổ phần Viglacera Hạ Long II,Công ty liên kết,2.513.882.118,5.221.257.927,,2513882118.0,5221257927.0
Công ty Cổ phần Visaho,Công ty Cổ phần Visaho,Công ty Cổ phần Visaho,Công ty liên kết,-,23.819.500,,,23819500.0
Công ty TNHH Kính Nồi Siêu trắng Phú Mỹ,Công ty TNHH Kính Nồi Siêu trắng Phú Mỹ,Công ty TNHH Kính Nồi Siêu trắng Phú Mỹ,Công ty liên kết,-,1.350.000.000,,,1350000000.0
Công ty Cổ phần Viglacera Đông Triều,Công ty Cổ phần Viglacera Đông Triều,Công ty Cổ phần Viglacera Đông Triều,Công ty liên kết,1.531.298.551,13.019.868.191,,1531298551.0,13019868191.0
Trả trước cho người bán ngắn hạn,Trả trước cho người bán ngắn hạn,Trả trước cho người bán ngắn hạn,Trả trước cho người bán ngắn hạn,7.847.904.682,2.965.027.055,,7847904682.0,2965027055.0
Công ty Cổ phần Đầu tư và Xuất nhập khẩu Viglacera,Công ty Cổ phần Đầu tư và Xuất nhập khẩu Viglacera,Công ty Cổ phần Đầu tư và Xuất nhập khẩu Viglacera,Công ty liên kết,1.763.872.653,-,,1763872653.0,
Công ty Cổ phần Viglacera Hạ Long II,Công ty Cổ phần Viglacera Hạ Long II,Công ty Cổ phần Viglacera Hạ Long II,Công ty liên kết,332.395.431,-,,332395431.0,
