row_label_raw,row_label_full,col_0,Mối quan hệ,31/12/2018,01/01/2018,numeric__Mối quan hệ,numeric__31/12/2018,numeric__01/01/2018
Công ty Cổ phần Viglacera Đông Triều,Công ty Cổ phần Viglacera Đông Triều,Công ty Cổ phần Viglacera Đông Triều,Công ty liên kết,5.751.636.598,2.965.027.055,,5751636598.0,2965027055.0
Phải thu ngắn hạn khác,Phải thu ngắn hạn khác,Phải thu ngắn hạn khác,Phải thu ngắn hạn khác,5.585.577.640,5.685.577.640,,5585577640.0,5685577640.0
Công ty Cổ phần Đầu tư và Xuất nhập khẩu Viglacera,Công ty Cổ phần Đầu tư và Xuất nhập khẩu Viglacera,Công ty Cổ phần Đầu tư và Xuất nhập khẩu Viglacera,Công ty liên kết,2.066.522.304,2.066.522.304,,2066522304.0,2066522304.0
Công ty Cổ phần Viglacera Đông Triều,Công ty Cổ phần Viglacera Đông Triều,Công ty Cổ phần Viglacera Đông Triều,Công ty liên kết,3.519.055.336,3.619.055.336,,3519055336.0,3619055336.0
Phải trả cho người bán ngắn hạn,Phải trả cho người bán ngắn hạn,Phải trả cho người bán ngắn hạn,Phải trả cho người bán ngắn hạn,16.859.333.710,25.340.574.126,,16859333710.0,25340574126.0
Công ty Cổ phần Viglacera Từ Sơn,Công ty Cổ phần Viglacera Từ Sơn,Công ty Cổ phần Viglacera Từ Sơn,Công ty liên kết,126.807.833,-,,126807833.0,
Công ty Cổ phần Đầu tư và Xuất nhập khẩu Viglacera,Công ty Cổ phần Đầu tư và Xuất nhập khẩu Viglacera,Công ty Cổ phần Đầu tư và Xuất nhập khẩu Viglacera,Công ty liên kết,16.590.286.442,18.657.114.185,,16590286442.0,18657114185.0
Công ty Cổ phần Vật liệu chịu lửa Viglacera Cầu Đường,Công ty Cổ phần Vật liệu chịu lửa Viglacera Cầu Đường,Công ty Cổ phần Vật liệu chịu lửa Viglacera Cầu Đường,Công ty liên kết,142.239.435,40.000.000,,142239435.0,40000000.0
Công ty Cổ phần Viglacera Hạ Long II,Công ty Cổ phần Viglacera Hạ Long II,Công ty Cổ phần Viglacera Hạ Long II,Công ty liên kết,-,749.671.869,,,749671869.0
Công ty Cổ phần Visaho,Công ty Cổ phần Visaho,Công ty Cổ phần Visaho,Công ty liên kết,-,5.893.788.072,,,5893788072.0
Giao dịch với các bên liên quan khác như sau:,Giao dịch với các bên liên quan khác như sau:,Giao dịch với các bên liên quan khác như sau:,Giao dịch với các bên liên quan khác như sau:,Giao dịch với các bên liên quan khác như sau:,Giao dịch với các bên liên quan khác như sau:,,,
,,,,Năm 2018,Năm 2017,,,
,,,,VND,VND,,,
Thu nhập của Tổng Giám đốc,Giao dịch với các bên liên quan khác như sau: > Thu nhập của Tổng Giám đốc,Thu nhập của Tổng Giám đốc,Thu nhập của Tổng Giám đốc,1.282.800.000,1.080.000.000,,1282800000.0,1080000000.0
Thu nhập của các thành viên khác trong Ban Tổng,Giao dịch với các bên liên quan khác như sau: > Thu nhập của các thành viên khác trong Ban Tổng,Thu nhập của các thành viên khác trong Ban Tổng,Thu nhập của các thành viên khác trong Ban Tổng,6.160.781.864,5.150.633.000,,6160781864.0,5150633000.0
Giám đốc và Hội đồng Quản trị,Giám đốc và Hội đồng Quản trị,Giám đốc và Hội đồng Quản trị,Giám đốc và Hội đồng Quản trị,,,,,
