row_label_raw,row_label_full,Mã số,CHỈ TIÊU,Thuyết minh,Năm 2018,Năm 2017 (Đã điều chỉnh),numeric__CHỈ TIÊU,numeric__Thuyết minh,numeric__Năm 2018,numeric__Năm 2017 (Đã điều chỉnh)
,,,,,VND,VND,,,,
01,01,01,1. Doanh thu bán hàng và cung cấp dịch vụ,28,8.816.902.731.708,9.204.467.624.436,,28.0,8816902731708.0,9204467624436.0
02,02,02,2. Các khoản giảm trừ doanh thu,29,4.807.157.955,9.003.356.644,,29.0,4807157955.0,9003356644.0
10,10,10,3. Doanh thu thuần bán hàng và cung cấp dịch vụ,30,8.812.095.573.753,9.195.464.267.792,,30.0,8812095573753.0,9195464267792.0
11,11,11,4. Giá vốn hàng bán,31,6.767.914.235.302,7.028.217.346.804,,31.0,6767914235302.0,7028217346804.0
20,20,20,5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,,2.044.181.338.451,2.167.246.920.988,,,2044181338451.0,2167246920988.0
21,21,21,6. Doanh thu hoạt động tài chính,32,137.494.544.508,78.631.232.923,,32.0,137494544508.0,78631232923.0
22,22,22,7. Chi phí tài chính,33,201.741.349.444,168.920.660.136,,33.0,201741349444.0,168920660136.0
23,23,23,Trong đó: Chi phí lãi vay,,172.629.764.861,150.040.145.691,,,172629764861.0,150040145691.0
24,24,24,"8. Phần lãi hoặc lỗ trong công ty liên doanh, liên kết",4b,2.644.443.155,15.873.706.888,,,2644443155.0,15873706888.0
25,25,25,9. Chi phí bán hàng,34,632.854.022.158,561.588.692.828,,34.0,632854022158.0,561588692828.0
26,26,26,10. Chi phí quản lý doanh nghiệp,35,501.683.032.037,569.171.797.892,,35.0,501683032037.0,569171797892.0
30,30,30,11. Lợi nhuận thuần từ hoạt động kinh doanh,,848.041.922.475,962.070.709.943,,,848041922475.0,962070709943.0
31,31,31,12. Thu nhập khác,36,78.815.991.077,111.565.769.074,,36.0,78815991077.0,111565769074.0
32,32,32,13. Chi phí khác,37,80.009.528.768,125.292.005.762,,37.0,80009528768.0,125292005762.0
40,40,40,14. Lợi nhuận khác,,(1.193.537.691),(13.726.236.688),,,-1193537691.0,-13726236688.0
50,50,50,15. Tổng lợi nhuận kế toán trước thuế,,846.848.384.784,948.344.473.255,,,846848384784.0,948344473255.0
51,51,51,16. Chi phí thuế thu nhập doanh nghiệp hiện hành,38,176.715.508.385,174.621.104.815,,38.0,176715508385.0,174621104815.0
52,52,52,17. Chi phí thuế thu nhập doanh nghiệp hoãn lại,39,2.920.036.232,25.171.883.132,,39.0,2920036232.0,25171883132.0
60,60,60,18. Lợi nhuận sau thuế thu nhập doanh nghiệp,,667.212.840.167,748.551.485.308,,,667212840167.0,748551485308.0
61,61,61,19. Lợi nhuận sau thuế của Công ty mẹ,,565.494.693.465,623.892.550.371,,,565494693465.0,623892550371.0
62,62,62,20. Lợi nhuận sau thuế của cổ đông không kiểm soát,,101.718.146.702,124.658.934.937,,,101718146702.0,124658934937.0
70,70,70,21. Lãi cơ bản trên cổ phiếu,40,1.261,1.648,,40.0,1261.0,1648.0
