row_label_raw,row_label_full,col_0,Năm 2018,Năm 2017(Đã điều chỉnh),numeric__Năm 2018,numeric__Năm 2017(Đã điều chỉnh)
,,,VND,VND,,
Doanh thu bán hàng,Doanh thu bán hàng,Doanh thu bán hàng,7.583.656.600.372,7.703.490.662.760,7583656600372.0,7703490662760.0
- Doanh thu bán hàng hóa bắt động sản,- Doanh thu bán hàng hóa bắt động sản,- Doanh thu bán hàng hóa bắt động sản,477.827.883.267,864.106.059.294,477827883267.0,864106059294.0
"- Doanh thu bán các sản phẩm kính, guống","- Doanh thu bán các sản phẩm kính, guống","- Doanh thu bán các sản phẩm kính, guống",1.056.663.024.294,1.311.330.578.758,1056663024294.0,1311330578758.0
"- Doanh thu bán các sản phẩm sứ, sen vòi và phụ kiện","- Doanh thu bán các sản phẩm sứ, sen vòi và phụ kiện","- Doanh thu bán các sản phẩm sứ, sen vòi và phụ kiện",1.029.098.350.413,1.012.452.545.177,1029098350413.0,1012452545177.0
- Doanh thu bán các sản phẩm gạch ốp lát,- Doanh thu bán các sản phẩm gạch ốp lát,- Doanh thu bán các sản phẩm gạch ốp lát,2.639.959.513.275,2.046.638.440.289,2639959513275.0,2046638440289.0
"- Doanh thu bán các sản phẩm gạch, ngói đất sét nung","- Doanh thu bán các sản phẩm gạch, ngói đất sét nung","- Doanh thu bán các sản phẩm gạch, ngói đất sét nung",2.196.818.459.029,2.261.139.912.742,2196818459029.0,2261139912742.0
"- Doanh thu bán các sản phẩm bao bì, má phanh","- Doanh thu bán các sản phẩm bao bì, má phanh","- Doanh thu bán các sản phẩm bao bì, má phanh",28.529.877.351,33.611.378.497,28529877351.0,33611378497.0
- Doanh thu bán sản phẩm bê tông khí,- Doanh thu bán sản phẩm bê tông khí,- Doanh thu bán sản phẩm bê tông khí,32.804.669.460,64.801.789.194,32804669460.0,64801789194.0
- Doanh thu bán cát trắng thủy tinh,- Doanh thu bán cát trắng thủy tinh,- Doanh thu bán cát trắng thủy tinh,35.706.512.589,30.718.755.167,35706512589.0,30718755167.0
"- Doanh thu từ khai thác, chế biến và kinh doanh khoáng sản","- Doanh thu từ khai thác, chế biến và kinh doanh khoáng sản","- Doanh thu từ khai thác, chế biến và kinh doanh khoáng sản",66.640.083.965,56.693.811.772,66640083965.0,56693811772.0
- Doanh thu bán hàng khác,- Doanh thu bán hàng khác,- Doanh thu bán hàng khác,19.608.226.729,21.997.391.870,19608226729.0,21997391870.0
Doanh thu cung cấp dịch vụ,Doanh thu cung cấp dịch vụ,Doanh thu cung cấp dịch vụ,1.133.515.843.007,1.414.598.646.152,1133515843007.0,1414598646152.0
"- Dịch vụ cho thuê bắt động sản, hạ tầng khu công nghiệp","- Dịch vụ cho thuê bắt động sản, hạ tầng khu công nghiệp","- Dịch vụ cho thuê bắt động sản, hạ tầng khu công nghiệp",729.670.021.319,1.009.065.723.955,729670021319.0,1009065723955.0
"- Doanh thu từ các dịch vụ liên quan tới quản lý, vận hành các khu công nghiệp, khu đô thị, chung cư","- Doanh thu từ các dịch vụ liên quan tới quản lý, vận hành các khu công nghiệp, khu đô thị, chung cư","- Doanh thu từ các dịch vụ liên quan tới quản lý, vận hành các khu công nghiệp, khu đô thị, chung cư",342.192.495.436,336.176.239.864,342192495436.0,336176239864.0
- Dịch vụ tư vấn xây dựng và thí nghiệp vật liệu xây dựng,- Dịch vụ tư vấn xây dựng và thí nghiệp vật liệu xây dựng,- Dịch vụ tư vấn xây dựng và thí nghiệp vật liệu xây dựng,17.045.963.251,18.198.503.104,17045963251.0,18198503104.0
- Dịch vụ du lịch,- Dịch vụ du lịch,- Dịch vụ du lịch,23.124.523.282,22.852.416.562,23124523282.0,22852416562.0
"- Dịch vụ lắp đặt khung nhôm, vách kính, các loại cửa","- Dịch vụ lắp đặt khung nhôm, vách kính, các loại cửa","- Dịch vụ lắp đặt khung nhôm, vách kính, các loại cửa",11.632.287.221,15.923.519.217,11632287221.0,15923519217.0
- Doanh thu về phí duy trì và phát triển thương hiệu,- Doanh thu về phí duy trì và phát triển thương hiệu,- Doanh thu về phí duy trì và phát triển thương hiệu,2.302.476.084,1.587.268.000,2302476084.0,1587268000.0
- Dịch vụ khác,- Dịch vụ khác,- Dịch vụ khác,7.548.076.414,10.794.975.450,7548076414.0,10794975450.0
Doanh thu hợp đồng xây dựng,Doanh thu hợp đồng xây dựng,Doanh thu hợp đồng xây dựng,94.923.130.374,77.374.958.880,94923130374.0,77374958880.0
,,,8.812.095.573.753,9.195.464.267.792,8812095573753.0,9195464267792.0
