row_label_raw,row_label_full,col_0,Năm 2018,Năm 2017(Đã điều chỉnh),numeric__Năm 2018,numeric__Năm 2017(Đã điều chỉnh)
,,,VND,VND,,
"Thu từ thanh lý, nhượng bán tài sản cố định","Thu từ thanh lý, nhượng bán tài sản cố định","Thu từ thanh lý, nhượng bán tài sản cố định",2.285.753.397,581.976.568,2285753397.0,581976568.0
Hoàn nhập quỹ Phát triển Khoa học và Công nghệ,Hoàn nhập quỹ Phát triển Khoa học và Công nghệ,Hoàn nhập quỹ Phát triển Khoa học và Công nghệ,8.866.218.760,-,8866218760.0,
"Thu nhập từ bán vật tư, nguyên liệu cho công trình","Thu nhập từ bán vật tư, nguyên liệu cho công trình","Thu nhập từ bán vật tư, nguyên liệu cho công trình",6.276.519.317,3.120.617.106,6276519317.0,3120617106.0
Thu từ xử lý công nợ,Thu từ xử lý công nợ,Thu từ xử lý công nợ,36.906.842,751.726.288,36906842.0,751726288.0
Lãi vay được miễn giảm,Lãi vay được miễn giảm,Lãi vay được miễn giảm,-,9.876.290.715,,9876290715.0
"Tiền thuê đất, nợ thuế, lãi chậm nộp thuế được giảm","Tiền thuê đất, nợ thuế, lãi chậm nộp thuế được giảm","Tiền thuê đất, nợ thuế, lãi chậm nộp thuế được giảm",-,3.539.887.772,,3539887772.0
Thu nhập khác tiền thuê đất thu được của các nhà đầu tư thứ cấp trong giai đoạn miễn cho chủ đầu tư (36.1),Thu nhập khác tiền thuê đất thu được của các nhà đầu tư thứ cấp trong giai đoạn miễn cho chủ đầu tư (36.1),Thu nhập khác tiền thuê đất thu được của các nhà đầu tư thứ cấp trong giai đoạn miễn cho chủ đầu tư (36.1),17.153.230.225,10.820.687.401,17153230225.0,10820687401.0
"Thu từ các dịch vụ cho thuê nhà, điện, nước","Thu từ các dịch vụ cho thuê nhà, điện, nước","Thu từ các dịch vụ cho thuê nhà, điện, nước",33.529.826.509,33.177.907.896,33529826509.0,33177907896.0
Lãi khi đánh giá lại tài sản mang đi góp vốn,Lãi khi đánh giá lại tài sản mang đi góp vốn,Lãi khi đánh giá lại tài sản mang đi góp vốn,-,34.538.168.890,,34538168890.0
Thu từ bồi thường bảo hiểm tài sản,Thu từ bồi thường bảo hiểm tài sản,Thu từ bồi thường bảo hiểm tài sản,-,1.372.374.003,,1372374003.0
Thu từ phạt do vi phạm hợp đồng mua nhà,Thu từ phạt do vi phạm hợp đồng mua nhà,Thu từ phạt do vi phạm hợp đồng mua nhà,1.882.820.779,4.181.317.988,1882820779.0,4181317988.0
Hoàn nhập dự phòng bảo hành,Hoàn nhập dự phòng bảo hành,Hoàn nhập dự phòng bảo hành,2.687.159.141,1.264.540.306,2687159141.0,1264540306.0
Thu nhập khác,Thu nhập khác,Thu nhập khác,6.097.556.107,8.340.274.141,6097556107.0,8340274141.0
,,,78.815.991.077,111.565.769.074,78815991077.0,111565769074.0
