row_label_raw,row_label_full,col_0,Năm 2018,Năm 2017(Đã điều chỉnh),numeric__Năm 2018,numeric__Năm 2017(Đã điều chỉnh)
,,,VND,VND,,
"Giá vốn của hàng hoá, thành phẩm đã bán","Giá vốn của hàng hoá, thành phẩm đã bán","Giá vốn của hàng hoá, thành phẩm đã bán",5.994.664.542.652,5.920.657.041.474,5994664542652.0,5920657041474.0
- Giá vốn hàng hóa bắt động sản,- Giá vốn hàng hóa bắt động sản,- Giá vốn hàng hóa bắt động sản,311.670.822.771,737.170.351.720,311670822771.0,737170351720.0
"- Giá vốn bán các sản phẩm kính, gương","- Giá vốn bán các sản phẩm kính, gương","- Giá vốn bán các sản phẩm kính, gương",900.090.386.214,896.079.903.807,900090386214.0,896079903807.0
"- Giá vốn bán các sản phẩm sứ, sen vòi và phụ kiện","- Giá vốn bán các sản phẩm sứ, sen vòi và phụ kiện","- Giá vốn bán các sản phẩm sứ, sen vòi và phụ kiện",721.009.888.351,711.458.086.422,721009888351.0,711458086422.0
- Giá vốn bán các sản phẩm gạch ốp lát,- Giá vốn bán các sản phẩm gạch ốp lát,- Giá vốn bán các sản phẩm gạch ốp lát,2.061.678.655.635,1.563.462.582.935,2061678655635.0,1563462582935.0
"- Giá vốn bán các sản phẩm gạch, ngói đất sét nung","- Giá vốn bán các sản phẩm gạch, ngói đất sét nung","- Giá vốn bán các sản phẩm gạch, ngói đất sét nung",1.845.847.255.151,1.842.336.837.503,1845847255151.0,1842336837503.0
"- Giá vốn bán các sản phẩm bao bì, má phanh","- Giá vốn bán các sản phẩm bao bì, má phanh","- Giá vốn bán các sản phẩm bao bì, má phanh",24.466.155.057,29.693.380.076,24466155057.0,29693380076.0
- Giá vốn bán sản phẩm bê tông khí,- Giá vốn bán sản phẩm bê tông khí,- Giá vốn bán sản phẩm bê tông khí,36.455.779.422,55.249.272.740,36455779422.0,55249272740.0
- Giá vốn bán cát trắng thủy tinh,- Giá vốn bán cát trắng thủy tinh,- Giá vốn bán cát trắng thủy tinh,21.970.763.167,17.107.145.203,21970763167.0,17107145203.0
"- Giá vốn hoạt động khai thác, chế biến khoáng sản","- Giá vốn hoạt động khai thác, chế biến khoáng sản","- Giá vốn hoạt động khai thác, chế biến khoáng sản",54.245.954.135,48.828.024.152,54245954135.0,48828024152.0
- Giá vốn bán hàng khác,- Giá vốn bán hàng khác,- Giá vốn bán hàng khác,17.228.882.749,19.271.456.916,17228882749.0,19271456916.0
Giá vốn của dịch vụ đã cung cấp,Giá vốn của dịch vụ đã cung cấp,Giá vốn của dịch vụ đã cung cấp,708.937.424.073,1.015.106.367.481,708937424073.0,1015106367481.0
"- Giá vốn dịch vụ cho thuê Bất động sản, hạ tầng khu công nghiệp","- Giá vốn dịch vụ cho thuê Bất động sản, hạ tầng khu công nghiệp","- Giá vốn dịch vụ cho thuê Bất động sản, hạ tầng khu công nghiệp",444.204.598.303,720.938.031.243,444204598303.0,720938031243.0
"- Giá vốn các dịch vụ liên quan tới quản lý, vận hành các khu công nghiệp, khu đô thị, chung cư","- Giá vốn các dịch vụ liên quan tới quản lý, vận hành các khu công nghiệp, khu đô thị, chung cư","- Giá vốn các dịch vụ liên quan tới quản lý, vận hành các khu công nghiệp, khu đô thị, chung cư",222.447.879.228,238.461.895.021,222447879228.0,238461895021.0
- Giá vốn dịch vụ tư vấn xây dựng và thí nghiệm vật liệu,- Giá vốn dịch vụ tư vấn xây dựng và thí nghiệm vật liệu,- Giá vốn dịch vụ tư vấn xây dựng và thí nghiệm vật liệu,11.888.411.512,12.014.813.650,11888411512.0,12014813650.0
- Giá vốn dịch vụ du lịch,- Giá vốn dịch vụ du lịch,- Giá vốn dịch vụ du lịch,18.830.588.616,20.636.645.983,18830588616.0,20636645983.0
"- Giá vốn dịch vụ lắp đặt khung nhôm, vách kính, các loại cửa","- Giá vốn dịch vụ lắp đặt khung nhôm, vách kính, các loại cửa","- Giá vốn dịch vụ lắp đặt khung nhôm, vách kính, các loại cửa",9.560.529.349,13.525.487.436,9560529349.0,13525487436.0
- Giá vốn dịch vụ khác,- Giá vốn dịch vụ khác,- Giá vốn dịch vụ khác,2.005.417.065,9.529.494.148,2005417065.0,9529494148.0
Giá vốn của hợp đồng xây dựng,Giá vốn của hợp đồng xây dựng,Giá vốn của hợp đồng xây dựng,76.739.113.069,67.730.275.822,76739113069.0,67730275822.0
Dự phòng/Hoàn nhập dự phòng giảm giá hàng tồn kho,Dự phòng/Hoàn nhập dự phòng giảm giá hàng tồn kho,Dự phòng/Hoàn nhập dự phòng giảm giá hàng tồn kho,(12.426.844.492),24.723.662.027,-12426844492.0,24723662027.0
,,,6.767.914.235.302,7.028.217.346.804,6767914235302.0,7028217346804.0
