row_label_raw,row_label_full,col_0,31/12/2018,01/01/2018(Đã điều chỉnh),numeric__31/12/2018,numeric__01/01/2018(Đã điều chỉnh)
,,,VND,VND,,
Xây dựng cơ bản dở dang,Xây dựng cơ bản dở dang,Xây dựng cơ bản dở dang,1.998.441.071.566,1.450.509.070.242,1998441071566.0,1450509070242.0
- Dự án KCN Yên Phong mở rộng\( ^{(16.1)} \),- Dự án KCN Yên Phong mở rộng\( ^{(16.1)} \),- Dự án KCN Yên Phong mở rộng\( ^{(16.1)} \),471.446.953.020,453.909.657.465,471446953020.0,453909657465.0
- Dự án Khu công nghiệp Đông Mai\( ^{(16.2)} \),- Dự án Khu công nghiệp Đông Mai\( ^{(16.2)} \),- Dự án Khu công nghiệp Đông Mai\( ^{(16.2)} \),379.981.761.262,160.291.678.914,379981761262.0,160291678914.0
- Dự án đầu tư xây dựng Khu công nghiệp Đồng Văn IV giai đoạn 1\( ^{(16.3)} \),- Dự án đầu tư xây dựng Khu công nghiệp Đồng Văn IV giai đoạn 1\( ^{(16.3)} \),- Dự án đầu tư xây dựng Khu công nghiệp Đồng Văn IV giai đoạn 1\( ^{(16.3)} \),89.616.454.567,130.750.176.157,89616454567.0,130750176157.0
- Dự án đầu tư xây dựng Khu công nghiệp Đồng Văn IV giai đoạn 2\( ^{(16.4)} \),- Dự án đầu tư xây dựng Khu công nghiệp Đồng Văn IV giai đoạn 2\( ^{(16.4)} \),- Dự án đầu tư xây dựng Khu công nghiệp Đồng Văn IV giai đoạn 2\( ^{(16.4)} \),371.846.254.649,99.960.417.008,371846254649.0,99960417008.0
- Dự án Khu công nghiệp và đô thị Yên Phong\( ^{(16.5)} \),- Dự án Khu công nghiệp và đô thị Yên Phong\( ^{(16.5)} \),- Dự án Khu công nghiệp và đô thị Yên Phong\( ^{(16.5)} \),158.201.557.439,149.478.486.099,158201557439.0,149478486099.0
- Dự án đề tài bê tông khí chung áp\( ^{(16.6)} \),- Dự án đề tài bê tông khí chung áp\( ^{(16.6)} \),- Dự án đề tài bê tông khí chung áp\( ^{(16.6)} \),64.903.110.773,-,64903110773.0,
- Dự án đầu tư Khu Công nghiệp Phú Hà giai đoạn I\( ^{(16.7)} \),- Dự án đầu tư Khu Công nghiệp Phú Hà giai đoạn I\( ^{(16.7)} \),- Dự án đầu tư Khu Công nghiệp Phú Hà giai đoạn I\( ^{(16.7)} \),57.777.252.729,65.617.093.788,57777252729.0,65617093788.0
- Dự án Khu công nghiệp Tiền Hải - Thái Bình\( ^{(16.8)} \),- Dự án Khu công nghiệp Tiền Hải - Thái Bình\( ^{(16.8)} \),- Dự án Khu công nghiệp Tiền Hải - Thái Bình\( ^{(16.8)} \),46.398.001.542,64.134.339.010,46398001542.0,64134339010.0
