row_label_raw,row_label_full,col_0,31/12/2018,01/01/2018(Đã điều chỉnh),numeric__31/12/2018,numeric__01/01/2018(Đã điều chỉnh)
,,,VND,VND,,
a) Ngắn hạn,a) Ngắn hạn,a) Ngắn hạn,a) Ngắn hạn,a) Ngắn hạn,,
- Chi phí sửa chữa thường xuyên,a) Ngắn hạn > - Chi phí sửa chữa thường xuyên,- Chi phí sửa chữa thường xuyên,667.759.733,2.824.021.564,667759733.0,2824021564.0
- Chi phí công cụ dụng cụ chờ phân bổ,a) Ngắn hạn > - Chi phí công cụ dụng cụ chờ phân bổ,- Chi phí công cụ dụng cụ chờ phân bổ,9.741.237.453,15.368.870.141,9741237453.0,15368870141.0
- Chi phí thiết kế showroom trung bày sản phẩm,a) Ngắn hạn > - Chi phí thiết kế showroom trung bày sản phẩm,- Chi phí thiết kế showroom trung bày sản phẩm,12.527.557.302,23.523.054.953,12527557302.0,23523054953.0
"- Chi phí thuê kho, showroom","a) Ngắn hạn > - Chi phí thuê kho, showroom","- Chi phí thuê kho, showroom",-,268.151.513,,268151513.0
- Chi phí phục vụ sự kiện ra mất sản phẩm,a) Ngắn hạn > - Chi phí phục vụ sự kiện ra mất sản phẩm,- Chi phí phục vụ sự kiện ra mất sản phẩm,-,1.964.805.057,,1964805057.0
- Chi phí trả trước ngắn hạn khác,a) Ngắn hạn > - Chi phí trả trước ngắn hạn khác,- Chi phí trả trước ngắn hạn khác,2.942.742.469,2.326.888.700,2942742469.0,2326888700.0
,,,25.879.296.957,46.275.791.928,25879296957.0,46275791928.0
b) Dài hạn,b) Dài hạn,b) Dài hạn,b) Dài hạn,b) Dài hạn,,
- Chi phí thuê hạ tầng nhà máy,b) Dài hạn > - Chi phí thuê hạ tầng nhà máy,- Chi phí thuê hạ tầng nhà máy,3.503.948.205,3.764.285.656,3503948205.0,3764285656.0
- Chi phí công cụ dụng cụ chờ phân bổ,b) Dài hạn > - Chi phí công cụ dụng cụ chờ phân bổ,- Chi phí công cụ dụng cụ chờ phân bổ,31.970.496.244,27.001.278.328,31970496244.0,27001278328.0
- Chi phí ban đầu của các mỏ đất sét (11.1),b) Dài hạn > - Chi phí ban đầu của các mỏ đất sét (11.1),- Chi phí ban đầu của các mỏ đất sét (11.1),31.824.171.111,32.359.470.385,31824171111.0,32359470385.0
- Chi phí trả trước tiền thuê đất,b) Dài hạn > - Chi phí trả trước tiền thuê đất,- Chi phí trả trước tiền thuê đất,105.736.636.864,18.652.190.963,105736636864.0,18652190963.0
- Chi phí trước hoạt động (11.2),b) Dài hạn > - Chi phí trước hoạt động (11.2),- Chi phí trước hoạt động (11.2),21.808.215.712,-,21808215712.0,
- Giá trị tiềm năng phát triển khi cổ phần hóa Công ty mẹ (11.3),b) Dài hạn > - Giá trị tiềm năng phát triển khi cổ phần hóa Công ty mẹ (11.3),- Giá trị tiềm năng phát triển khi cổ phần hóa Công ty mẹ (11.3),127.613.727.622,150.563.727.622,127613727622.0,150563727622.0
- Lợi thế kinh doanh khi cổ phần hóa tại các công ty con,b) Dài hạn > - Lợi thế kinh doanh khi cổ phần hóa tại các công ty con,- Lợi thế kinh doanh khi cổ phần hóa tại các công ty con,1.128.260.870,1.459.665.017,1128260870.0,1459665017.0
- Chi phí sửa chữa lớn TSCĐ,b) Dài hạn > - Chi phí sửa chữa lớn TSCĐ,- Chi phí sửa chữa lớn TSCĐ,17.732.577.663,22.097.876.736,17732577663.0,22097876736.0
- Phí bảo trì phần thương mại các dự án,b) Dài hạn > - Phí bảo trì phần thương mại các dự án,- Phí bảo trì phần thương mại các dự án,13.440.877.640,6.844.961.771,13440877640.0,6844961771.0
"- Chi phí bóc đất mỏ Phai Hạ, Hồ Xanh","b) Dài hạn > - Chi phí bóc đất mỏ Phai Hạ, Hồ Xanh","- Chi phí bóc đất mỏ Phai Hạ, Hồ Xanh",-,726.404.806,,726404806.0
- Chi phí trang bị nội thất cho thuê Ngã 6 - Bắc Ninh,b) Dài hạn > - Chi phí trang bị nội thất cho thuê Ngã 6 - Bắc Ninh,- Chi phí trang bị nội thất cho thuê Ngã 6 - Bắc Ninh,-,923.738.000,,923738000.0
- Chi phí trả trước dài hạn khác,b) Dài hạn > - Chi phí trả trước dài hạn khác,- Chi phí trả trước dài hạn khác,8.568.100.950,7.028.225.598,8568100950.0,7028225598.0
,,,363.327.012.881,271.421.824.882,363327012881.0,271421824882.0
