row_label_raw,row_label_full,col_0,Giá trị,Dự phòng,Giá trị_1,Dự phòng_1,numeric__Giá trị,numeric__Dự phòng,numeric__Giá trị_1,numeric__Dự phòng_1
,,,VND,VND,VND,VND,,,,
Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,,,,
nải thu về cổ phần hóa,Ngắn hạn > nải thu về cổ phần hóa,nải thu về cổ phần hóa,-,-,90.601.572.391,-,,,90601572391.0,
"ý cược, ký quỹ","Ngắn hạn > ý cược, ký quỹ","ý cược, ký quỹ",11.465.062.123,-,8.137.084.888,-,11465062123.0,,8137084888.0,
nải thu về tiền tạm ứng,Ngắn hạn > nải thu về tiền tạm ứng,nải thu về tiền tạm ứng,53.163.291.169,(342.541.822),39.800.527.139,(342.541.822),53163291169.0,-342541822.0,39800527139.0,-342541822.0
nải thu khác,Ngắn hạn > nải thu khác,nải thu khác,120.663.412.201,(24.449.445.551),112.304.997.541,(17.075.670.379),120663412201.0,-24449445551.0,112304997541.0,-17075670379.0
"- Phải thu về lãi tiền gửi, lãi cho vay","Ngắn hạn > - Phải thu về lãi tiền gửi, lãi cho vay","- Phải thu về lãi tiền gửi, lãi cho vay",9.454.924.808,-,953.459.464,-,9454924808.0,,953459464.0,
- Phải thu về tiền thuế Giá trị gia tăng của TSCĐ thuê tài chính,Ngắn hạn > - Phải thu về tiền thuế Giá trị gia tăng của TSCĐ thuê tài chính,- Phải thu về tiền thuế Giá trị gia tăng của TSCĐ thuê tài chính,5.294.785.613,-,7.184.174.647,-,5294785613.0,,7184174647.0,
- Phải thu về tiền bán hàng và hàng gửi bán,Ngắn hạn > - Phải thu về tiền bán hàng và hàng gửi bán,- Phải thu về tiền bán hàng và hàng gửi bán,-,-,1.071.373.583,(1.071.373.583),,,1071373583.0,-1071373583.0
- Phải thu nhân viên đã nghi việc,Ngắn hạn > - Phải thu nhân viên đã nghi việc,- Phải thu nhân viên đã nghi việc,3.316.604.354,(1.563.339.085),4.531.344.304,(1.465.617.333),3316604354.0,-1563339085.0,4531344304.0,-1465617333.0
- Phải thu về tiền lương chi vượt,Ngắn hạn > - Phải thu về tiền lương chi vượt,- Phải thu về tiền lương chi vượt,4.227.843.987,-,2.672.078.490,-,4227843987.0,,2672078490.0,
- Phải thu theo quyết toán khối lượng được nghiệm thu,Ngắn hạn > - Phải thu theo quyết toán khối lượng được nghiệm thu,- Phải thu theo quyết toán khối lượng được nghiệm thu,6.238.623.420,-,8.511.302.491,(1.219.149.391),6238623420.0,,8511302491.0,-1219149391.0
"- Tiền sử dụng đất, bồi thường và chi phí khác Dự án Khu tái định cư và nhà ở CBCNV nhà máy gạch Tuynel tại huyện Hoàng Bồ, tỉnh Quảng Ninh (8.1)","Ngắn hạn > - Tiền sử dụng đất, bồi thường và chi phí khác Dự án Khu tái định cư và nhà ở CBCNV nhà máy gạch Tuynel tại huyện Hoàng Bồ, tỉnh Quảng Ninh (8.1)","- Tiền sử dụng đất, bồi thường và chi phí khác Dự án Khu tái định cư và nhà ở CBCNV nhà máy gạch Tuynel tại huyện Hoàng Bồ, tỉnh Quảng Ninh (8.1)",33.642.634.419,-,33.642.634.419,-,33642634419.0,,33642634419.0,
- Phải thu Công ty CP Đầu tư Cơ khí và Xây dựng Hà Nội,Ngắn hạn > - Phải thu Công ty CP Đầu tư Cơ khí và Xây dựng Hà Nội,- Phải thu Công ty CP Đầu tư Cơ khí và Xây dựng Hà Nội,5.000.000.000,(5.000.000.000),5.000.000.000,(5.000.000.000),5000000000.0,-5000000000.0,5000000000.0,-5000000000.0
- Phải thu Sở Giao thông Vận tải tỉnh Bắc Ninh,Ngắn hạn > - Phải thu Sở Giao thông Vận tải tỉnh Bắc Ninh,- Phải thu Sở Giao thông Vận tải tỉnh Bắc Ninh,-,-,3.748.524.890,-,,,3748524890.0,
- Phải thu Công ty CP Đầu tư và Xuất nhập khẩu Viglacera,Ngắn hạn > - Phải thu Công ty CP Đầu tư và Xuất nhập khẩu Viglacera,- Phải thu Công ty CP Đầu tư và Xuất nhập khẩu Viglacera,2.066.522.304,-,2.066.522.304,-,2066522304.0,,2066522304.0,
- Phải thu Công ty CP Hợp Thịnh Viglacera,Ngắn hạn > - Phải thu Công ty CP Hợp Thịnh Viglacera,- Phải thu Công ty CP Hợp Thịnh Viglacera,5.000.000.000,-,5.000.000.000,-,5000000000.0,,5000000000.0,
- Phải thu Công ty CP Viglacera Đông Triều,Ngắn hạn > - Phải thu Công ty CP Viglacera Đông Triều,- Phải thu Công ty CP Viglacera Đông Triều,3.519.055.336,(3.519.055.336),3.619.055.336,(3.504.255.135),3519055336.0,-3519055336.0,3619055336.0,-3504255135.0
- Phải thu khác,Ngắn hạn > - Phải thu khác,- Phải thu khác,42.902.417.960,(14.367.051.130),34.304.527.613,(4.815.274.937),42902417960.0,-14367051130.0,34304527613.0,-4815274937.0
,,,185.291.765.493,(24.791.987.373),250.844.181.959,(17.418.212.201),185291765493.0,-24791987373.0,250844181959.0,-17418212201.0
) Dài hạn,) Dài hạn,) Dài hạn,) Dài hạn,) Dài hạn,) Dài hạn,) Dài hạn,,,,
"ý cược, ký quỹ",") Dài hạn > ý cược, ký quỹ","ý cược, ký quỹ",13.385.171.337,-,17.490.116.737,-,13385171337.0,,17490116737.0,
hải thu khác,) Dài hạn > hải thu khác,hải thu khác,172.740.476.969,-,179.781.883.099,-,172740476969.0,,179781883099.0,
- Phải thu Công ty CP Đầu tư Xây dựng và Kinh doanh nước sạch (VIWACO) (8.2),) Dài hạn > - Phải thu Công ty CP Đầu tư Xây dựng và Kinh doanh nước sạch (VIWACO) (8.2),- Phải thu Công ty CP Đầu tư Xây dựng và Kinh doanh nước sạch (VIWACO) (8.2),1.800.000.000,-,2.250.000.000,-,1800000000.0,,2250000000.0,
- Tiền đền bù GPMB chờ được trừ vào tiền thuê đất phải nộp (8.3),) Dài hạn > - Tiền đền bù GPMB chờ được trừ vào tiền thuê đất phải nộp (8.3),- Tiền đền bù GPMB chờ được trừ vào tiền thuê đất phải nộp (8.3),169.957.709.890,-,177.169.969.545,-,169957709890.0,,177169969545.0,
- Phải thu về các khoản khác,) Dài hạn > - Phải thu về các khoản khác,- Phải thu về các khoản khác,982.767.079,-,361.913.554,-,982767079.0,,361913554.0,
,,,186.125.648.306,-,197.271.999.836,-,186125648306.0,,197271999836.0,
) Phải thu khác là các bên liên quan (Xem thông tin chỉ tiết tại Thuyết minh 47),) Dài hạn > ) Phải thu khác là các bên liên quan (Xem thông tin chỉ tiết tại Thuyết minh 47),) Phải thu khác là các bên liên quan (Xem thông tin chỉ tiết tại Thuyết minh 47),5.585.577.640,(3.519.055.336),5.685.577.640,(3.504.255.135),5585577640.0,-3519055336.0,5685577640.0,-3504255135.0
