row_label_raw,row_label_full,- Công ty TNHH Bảo hiểm Nhân thọ AIA(Việt Nam) (Đại diện bởi Công ty Liêndoanh Quản lý Quỹ Đầu tư Chứng khoánVietcombank),Loại tiềnvay > VND,"Lãi suất năm > Năm đầu tiên 9,5%, cácnăm tiếp theo điều chỉnh6 tháng một lần",Năm/Thời gianđáo hạn > 2020,Hình thức đảm bảo > Thế chấp bằng tài sản,31/12/2018 > VND > 6.700.000.000,01/01/2018 > VND > 10.000.000.000,numeric__Loại tiềnvay > VND,"numeric__Lãi suất năm > Năm đầu tiên 9,5%, cácnăm tiếp theo điều chỉnh6 tháng một lần",numeric__Năm/Thời gianđáo hạn > 2020,numeric__Hình thức đảm bảo > Thế chấp bằng tài sản,numeric__31/12/2018 > VND > 6.700.000.000,numeric__01/01/2018 > VND > 10.000.000.000
- Chi phí phát hành trái phiếu,- Chi phí phát hành trái phiếu,- Chi phí phát hành trái phiếu,VND,,,,(650.000.002),(1.083.333.334),,,,,-650000002.0,-1083333334.0
- Chi phí phát hành trái phiếu,- Chi phí phát hành trái phiếu,- Chi phí phát hành trái phiếu,VND,,,,87.736.549.138,87.173.016.481,,,,,87736549138.0,87173016481.0
Nợ thuê tài chính dài hạn,Nợ thuê tài chính dài hạn,Nợ thuê tài chính dài hạn,Nợ thuê tài chính dài hạn,Nợ thuê tài chính dài hạn,Nợ thuê tài chính dài hạn,Nợ thuê tài chính dài hạn,Nợ thuê tài chính dài hạn,Nợ thuê tài chính dài hạn,,,,,,
- Công ty TNHH MTV Cho thuê tài chínhNH Ngoại thương,Nợ thuê tài chính dài hạn > - Công ty TNHH MTV Cho thuê tài chínhNH Ngoại thương,- Công ty TNHH MTV Cho thuê tài chínhNH Ngoại thương,VND,Điều chỉnh theo thời kỳ,Từ 36 đến 48 tháng,Kỹ quỹ bằng tiền vàthế chấp bằng tài sản,9.095.849.506,10.482.565.086,,,,,9095849506.0,10482565086.0
- Công ty TNHH MTV Cho thuê tài chínhNH Công thương,Nợ thuê tài chính dài hạn > - Công ty TNHH MTV Cho thuê tài chínhNH Công thương,- Công ty TNHH MTV Cho thuê tài chínhNH Công thương,VND,Điều chỉnh theo thời kỳ,Từ 36 đến 60 tháng,Kỹ quỹ bằng tiền vàthế chấp bằng tài sản,69.181.904.291,71.736.735.623,,,,,69181904291.0,71736735623.0
- Công ty Cho thuê tài chính TNHH MTVQuốc tế Chailease,Nợ thuê tài chính dài hạn > - Công ty Cho thuê tài chính TNHH MTVQuốc tế Chailease,- Công ty Cho thuê tài chính TNHH MTVQuốc tế Chailease,VND,Theo chế độ lãi suất,Từ 24 đến 36 tháng,Ký quỹ bằng tiền,9.458.795.341,4.953.715.772,,,,,9458795341.0,4953715772.0
- Công ty Cho thuê tài chính TNHH MTVQuốc tế Chailease,Nợ thuê tài chính dài hạn > - Công ty Cho thuê tài chính TNHH MTVQuốc tế Chailease,- Công ty Cho thuê tài chính TNHH MTVQuốc tế Chailease,VND,Theo chế độ lãi suất,Từ 24 đến 36 tháng,Ký quỹ bằng tiền,935.015.829.747,1.090.785.485.816,,,,,935015829747.0,1090785485816.0
- Công ty Cho thuê tài chính TNHH MTVQuốc tế Chailease,Nợ thuê tài chính dài hạn > - Công ty Cho thuê tài chính TNHH MTVQuốc tế Chailease,- Công ty Cho thuê tài chính TNHH MTVQuốc tế Chailease,VND,Theo chế độ lãi suất,Từ 24 đến 36 tháng,Ký quỹ bằng tiền,(259.715.733.174),(214.081.652.550),,,,,-259715733174.0,-214081652550.0
Khoản đến hạn trả trong vòng 12 tháng,Nợ thuê tài chính dài hạn > Khoản đến hạn trả trong vòng 12 tháng,Khoản đến hạn trả trong vòng 12 tháng,,,,,675.300.096.573,876.703.833.266,,,,,675300096573.0,876703833266.0
