row_label_raw,row_label_full,Mã số,TÀI SẢN,Thuyết minh,31/12/2018 > VND,01/01/2018(Đã điều chỉnh) > VND,numeric__TÀI SẢN,numeric__Thuyết minh,numeric__31/12/2018 > VND,numeric__01/01/2018(Đã điều chỉnh) > VND
100,100,100,A. TÀI SẢN NGẮN HẠN,,5.931.058.163.379,6.831.717.435.260,,,5931058163379.0,6831717435260.0
110,110,110,I. Tiền và các khoản tương đương tiền,3,1.417.334.543.677,2.165.665.339.498,,3.0,1417334543677.0,2165665339498.0
111,111,111,1. Tiền,,708.512.092.462,816.332.371.514,,,708512092462.0,816332371514.0
112,112,112,2. Các khoản tương đương tiền,,708.822.451.215,1.349.332.967.984,,,708822451215.0,1349332967984.0
120,120,120,II. Các khoản đầu tư tài chính ngắn hạn,4,356.468.957.128,245.538.352.407,,4.0,356468957128.0,245538352407.0
123,123,123,1. Đầu tư nắm giữ đến ngày đáo hạn,,356.468.957.128,245.538.352.407,,,356468957128.0,245538352407.0
130,130,130,III. Các khoản phải thu ngắn hạn,,1.102.252.452.605,1.328.236.465.521,,,1102252452605.0,1328236465521.0
131,131,131,1. Phải thu ngắn hạn của khách hàng,5,913.198.916.451,1.060.217.727.397,,5.0,913198916451.0,1060217727397.0
132,132,132,2. Trà trước cho người bán ngắn hạn,6,188.660.886.871,194.137.735.342,,6.0,188660886871.0,194137735342.0
135,135,135,3. Phải thu về cho vay ngắn hạn,7,2.548.756.747,2.548.756.747,,7.0,2548756747.0,2548756747.0
136,136,136,4. Phải thu ngắn hạn khác,8,185.291.765.493,250.844.181.959,,8.0,185291765493.0,250844181959.0
137,137,137,5. Dự phòng phải thu ngắn hạn khó đòi,,(187.864.058.438),(179.929.038.780),,,-187864058438.0,-179929038780.0
139,139,139,6. Tài sản thiếu chờ xử lý,,416.185.481,417.102.856,,,416185481.0,417102856.0
140,140,140,IV. Hàng tồn kho,10,2.884.355.196.992,2.909.127.111.116,,10.0,2884355196992.0,2909127111116.0
141,141,141,1. Hàng tồn kho,,2.929.517.866.165,2.966.716.624.781,,,2929517866165.0,2966716624781.0
149,149,149,2. Dự phòng giảm giá hàng tồn kho,,(45.162.669.173),(57.589.513.665),,,-45162669173.0,-57589513665.0
150,150,150,V. Tài sản ngắn hạn khác,,170.647.012.977,183.150.166.718,,,170647012977.0,183150166718.0
151,151,151,1. Chi phí trả trước ngắn hạn,11,25.879.296.957,46.275.791.928,,11.0,25879296957.0,46275791928.0
152,152,152,2. Thuế GTGT được khấu trừ,,140.951.186.470,126.477.157.494,,,140951186470.0,126477157494.0
153,153,153,3. Thuế và các khoản khác phải thu Nhà nước,18,3.816.529.550,10.397.217.296,,18.0,3816529550.0,10397217296.0
