row_label_raw,row_label_full,col_0,01/01/2018 > Giá trị,01/01/2018 > Số có khả năng trả nợ,Trong năm > Tăng,Trong năm > Giảm,31/12/2018 > Giá trị,31/12/2018 > Số có khả năng trả nợ,numeric__01/01/2018 > Giá trị,numeric__01/01/2018 > Số có khả năng trả nợ,numeric__Trong năm > Tăng,numeric__Trong năm > Giảm,numeric__31/12/2018 > Giá trị,numeric__31/12/2018 > Số có khả năng trả nợ
,,,VND,VND,VND,VND,VND,VND,,,,,,
i) Vay ngắn hạn,i) Vay ngắn hạn,i) Vay ngắn hạn,i) Vay ngắn hạn,i) Vay ngắn hạn,i) Vay ngắn hạn,i) Vay ngắn hạn,i) Vay ngắn hạn,i) Vay ngắn hạn,,,,,,
/ay ngắn hạn,i) Vay ngắn hạn > /ay ngắn hạn,/ay ngắn hạn,1.051.905.317.577,1.051.905.317.577,5.013.513.079.856,4.890.972.506.182,1.174.445.891.251,1.174.445.891.251,1051905317577.0,1051905317577.0,5013513079856.0,4890972506182.0,1174445891251.0,1174445891251.0
/ay và nợ dài hạn đến hạn trả,i) Vay ngắn hạn > /ay và nợ dài hạn đến hạn trả,/ay và nợ dài hạn đến hạn trả,214.081.652.550,214.081.652.550,274.145.466.841,228.511.386.217,259.715.733.174,259.715.733.174,214081652550.0,214081652550.0,274145466841.0,228511386217.0,259715733174.0,259715733174.0
,,,1.265.986.970.127,1.265.986.970.127,5.287.658.546.697,5.119.483.892.399,1.434.161.624.425,1.434.161.624.425,1265986970127.0,1265986970127.0,5287658546697.0,5119483892399.0,1434161624425.0,1434161624425.0
ii) Vay dài hạn,ii) Vay dài hạn,ii) Vay dài hạn,ii) Vay dài hạn,ii) Vay dài hạn,ii) Vay dài hạn,ii) Vay dài hạn,ii) Vay dài hạn,ii) Vay dài hạn,,,,,,
/ay dài hạn,ii) Vay dài hạn > /ay dài hạn,/ay dài hạn,884.695.802.669,884.695.802.669,146.373.503.917,263.240.025.975,767.829.280.611,767.829.280.611,884695802669.0,884695802669.0,146373503917.0,263240025975.0,767829280611.0,767829280611.0
[trái phiếu thường,ii) Vay dài hạn > [trái phiếu thường,[trái phiếu thường,118.916.666.666,118.916.666.666,433.333.332,39.900.000.000,79.449.999.998,79.449.999.998,118916666666.0,118916666666.0,433333332.0,39900000000.0,79449999998.0,79449999998.0
Nợ thuê tài chính dài hạn,ii) Vay dài hạn > Nợ thuê tài chính dài hạn,Nợ thuê tài chính dài hạn,87.173.016.481,87.173.016.481,33.320.882.673,32.757.350.016,87.736.549.138,87.736.549.138,87173016481.0,87173016481.0,33320882673.0,32757350016.0,87736549138.0,87736549138.0
,,,1.090.785.485.816,1.090.785.485.816,180.127.719.922,335.897.375.991,935.015.829.747,935.015.829.747,1090785485816.0,1090785485816.0,180127719922.0,335897375991.0,935015829747.0,935015829747.0
<hoản đến hạn trả trong vòng 12 tháng,ii) Vay dài hạn > <hoản đến hạn trả trong vòng 12 tháng,<hoản đến hạn trả trong vòng 12 tháng,(214.081.652.550),(214.081.652.550),(274.145.466.841),(228.511.386.217),(259.715.733.174),(259.715.733.174),-214081652550.0,-214081652550.0,-274145466841.0,-228511386217.0,-259715733174.0,-259715733174.0
<hoản đến hạn trả sau 12 tháng,ii) Vay dài hạn > <hoản đến hạn trả sau 12 tháng,<hoản đến hạn trả sau 12 tháng,876.703.833.266,876.703.833.266,,,675.300.096.573,675.300.096.573,876703833266.0,876703833266.0,,,675300096573.0,675300096573.0
