row_label_raw,row_label_full,col_0,Năm 2018,Năm 2017(Đã điều chỉnh),numeric__Năm 2018,numeric__Năm 2017(Đã điều chỉnh)
,,,VND,VND,,
Doanh thu bán hàng,Doanh thu bán hàng,Doanh thu bán hàng,7.588.463.758.327,7.712.474.889.597,7588463758327.0,7712474889597.0
- Doanh thu bán hàng hóa bắt động sản,- Doanh thu bán hàng hóa bắt động sản,- Doanh thu bán hàng hóa bắt động sản,477.827.883.267,864.106.059.294,477827883267.0,864106059294.0
"- Doanh thu bán các sản phẩm kính, gương","- Doanh thu bán các sản phẩm kính, gương","- Doanh thu bán các sản phẩm kính, gương",1.057.122.780.844,1.312.074.806.130,1057122780844.0,1312074806130.0
"- Doanh thu bán các sản phẩm sứ, sen vòi và phụ kiện","- Doanh thu bán các sản phẩm sứ, sen vòi và phụ kiện","- Doanh thu bán các sản phẩm sứ, sen vòi và phụ kiện",1.029.303.752.182,1.015.419.187.637,1029303752182.0,1015419187637.0
- Doanh thu bán các sản phẩm gạch ốp lát,- Doanh thu bán các sản phẩm gạch ốp lát,- Doanh thu bán các sản phẩm gạch ốp lát,2.643.934.239.375,2.051.841.965.946,2643934239375.0,2051841965946.0
"- Doanh thu bán các sản phẩm gạch, ngói đất sét nung","- Doanh thu bán các sản phẩm gạch, ngói đất sét nung","- Doanh thu bán các sản phẩm gạch, ngói đất sét nung",2.196.818.459.029,2.261.209.744.090,2196818459029.0,2261209744090.0
"- Doanh thu bán các sản phẩm bao bì, má phanh","- Doanh thu bán các sản phẩm bao bì, má phanh","- Doanh thu bán các sản phẩm bao bì, má phanh",28.697.150.887,33.611.378.497,28697150887.0,33611378497.0
- Doanh thu bán sản phẩm bê tông khí,- Doanh thu bán sản phẩm bê tông khí,- Doanh thu bán sản phẩm bê tông khí,32.804.669.460,64.801.789.194,32804669460.0,64801789194.0
- Doanh thu bán cát trắng thủy tinh,- Doanh thu bán cát trắng thủy tinh,- Doanh thu bán cát trắng thủy tinh,35.706.512.589,30.718.755.167,35706512589.0,30718755167.0
"- Doanh thu từ khai thác, chế biến và kinh doanh khoáng sản","- Doanh thu từ khai thác, chế biến và kinh doanh khoáng sản","- Doanh thu từ khai thác, chế biến và kinh doanh khoáng sản",66.640.083.965,56.693.811.772,66640083965.0,56693811772.0
- Doanh thu bán hàng khác,- Doanh thu bán hàng khác,- Doanh thu bán hàng khác,19.608.226.729,21.997.391.870,19608226729.0,21997391870.0
Doanh thu cung cấp dịch vụ,Doanh thu cung cấp dịch vụ,Doanh thu cung cấp dịch vụ,1.133.515.843.007,1.414.617.775.959,1133515843007.0,1414617775959.0
"- Dịch vụ cho thuê bắt động sản, hạ tầng khu công nghiệp","- Dịch vụ cho thuê bắt động sản, hạ tầng khu công nghiệp","- Dịch vụ cho thuê bắt động sản, hạ tầng khu công nghiệp",729.670.021.319,1.009.065.723.955,729670021319.0,1009065723955.0
"- Doanh thu từ các dịch vụ liên quan tới quản lý, vận hành các khu công nghiệp, khu đô thị, chung cư (28.1)","- Doanh thu từ các dịch vụ liên quan tới quản lý, vận hành các khu công nghiệp, khu đô thị, chung cư (28.1)","- Doanh thu từ các dịch vụ liên quan tới quản lý, vận hành các khu công nghiệp, khu đô thị, chung cư (28.1)",342.192.495.436,336.176.239.864,342192495436.0,336176239864.0
- Dịch vụ tư vấn xây dựng và thí nghiệp vật liệu xây dựng,- Dịch vụ tư vấn xây dựng và thí nghiệp vật liệu xây dựng,- Dịch vụ tư vấn xây dựng và thí nghiệp vật liệu xây dựng,17.045.963.251,18.198.503.104,17045963251.0,18198503104.0
- Dịch vụ du lịch,- Dịch vụ du lịch,- Dịch vụ du lịch,23.124.523.282,22.852.416.562,23124523282.0,22852416562.0
"- Dịch vụ lắp đặt khung nhôm, vách kính, các loại cửa","- Dịch vụ lắp đặt khung nhôm, vách kính, các loại cửa","- Dịch vụ lắp đặt khung nhôm, vách kính, các loại cửa",11.632.287.221,15.942.649.024,11632287221.0,15942649024.0
- Doanh thu về phí duy trì và phát triển thương hiệu (28.2),- Doanh thu về phí duy trì và phát triển thương hiệu (28.2),- Doanh thu về phí duy trì và phát triển thương hiệu (28.2),2.302.476.084,1.587.268.000,2302476084.0,1587268000.0
- Dịch vụ khác,- Dịch vụ khác,- Dịch vụ khác,7.548.076.414,10.794.975.450,7548076414.0,10794975450.0
Doanh thu hợp đồng xây dựng,Doanh thu hợp đồng xây dựng,Doanh thu hợp đồng xây dựng,94.923.130.374,77.374.958.880,94923130374.0,77374958880.0
,,,8.816.902.731.708,9.204.467.624.436,8816902731708.0,9204467624436.0
Trong đó: Doanh thu đối với các bên liên quan,Trong đó: Doanh thu đối với các bên liên quan,Trong đó: Doanh thu đối với các bên liên quan,389.746.304.727,53.012.613.832,389746304727.0,53012613832.0
