row_label_raw,row_label_full,col_0,Tại công ty mẹ (i),Tại Công ty con (ii),Tổng Cộng,numeric__Tại công ty mẹ (i),numeric__Tại Công ty con (ii),numeric__Tổng Cộng
,,,VND,VND,VND,,,
"Trích lập quỹ khen thưởng, phúc lợi","Trích lập quỹ khen thưởng, phúc lợi","Trích lập quỹ khen thưởng, phúc lợi",10.000.000.000,10.034.509.137,20.034.509.137,10000000000.0,10034509137.0,20034509137.0
Trích quỹ đầu tư phát triển,Trích quỹ đầu tư phát triển,Trích quỹ đầu tư phát triển,9.564.910.993,35.172.536.239,44.737.447.232,9564910993.0,35172536239.0,44737447232.0
Hoàn trả cổ tức Tổng Công ty được chia từ lợi nhuận của Công ty TNHH Kính Nồi Việt Nam trong giai đoạn Tổng Công ty là doanh nghiệp Nhà nước,Hoàn trả cổ tức Tổng Công ty được chia từ lợi nhuận của Công ty TNHH Kính Nồi Việt Nam trong giai đoạn Tổng Công ty là doanh nghiệp Nhà nước,Hoàn trả cổ tức Tổng Công ty được chia từ lợi nhuận của Công ty TNHH Kính Nồi Việt Nam trong giai đoạn Tổng Công ty là doanh nghiệp Nhà nước,26.067.304.107,-,26.067.304.107,26067304107.0,,26067304107.0
Chi trả cổ tức,Chi trả cổ tức,Chi trả cổ tức,425.932.500.000,,,425932500000.0,,
