row_label_raw,row_label_full,col_0,31/12/2018 > Giá trị,31/12/2018 > Số có khả năng trả nợ,01/01/2018 > Giá trị,01/01/2018 > Số có khả năng trả nợ,numeric__31/12/2018 > Giá trị,numeric__31/12/2018 > Số có khả năng trả nợ,numeric__01/01/2018 > Giá trị,numeric__01/01/2018 > Số có khả năng trả nợ
- Công ty Cổ phần Đầu tư Công nghiệp Hà Nội Vinacomin,b) Số nợ quá hạn chưa thanh toán (17.1) > - Công ty Cổ phần Đầu tư Công nghiệp Hà Nội Vinacomin,- Công ty Cổ phần Đầu tư Công nghiệp Hà Nội Vinacomin,1.086.469.931,1.086.469.931,1.086.469.931,1.086.469.931,1086469931.0,1086469931.0,1086469931.0,1086469931.0
- Công ty TNHH thương mại và đầu tư Trường Giang,b) Số nợ quá hạn chưa thanh toán (17.1) > - Công ty TNHH thương mại và đầu tư Trường Giang,- Công ty TNHH thương mại và đầu tư Trường Giang,373.581.939,373.581.939,517.690.739,517.690.739,373581939.0,373581939.0,517690739.0,517690739.0
- Công ty Cổ phần Tiến Thắng,b) Số nợ quá hạn chưa thanh toán (17.1) > - Công ty Cổ phần Tiến Thắng,- Công ty Cổ phần Tiến Thắng,1.192.025.846,1.192.025.846,1.192.025.846,1.192.025.846,1192025846.0,1192025846.0,1192025846.0,1192025846.0
- Chi nhánh Tổng Công ty Đông Bắc tại Hà Nội,b) Số nợ quá hạn chưa thanh toán (17.1) > - Chi nhánh Tổng Công ty Đông Bắc tại Hà Nội,- Chi nhánh Tổng Công ty Đông Bắc tại Hà Nội,989.438.020,989.438.020,989.438.020,989.438.020,989438020.0,989438020.0,989438020.0,989438020.0
- Công ty Cổ phần VIEPAC,b) Số nợ quá hạn chưa thanh toán (17.1) > - Công ty Cổ phần VIEPAC,- Công ty Cổ phần VIEPAC,246.840.280,246.840.280,246.840.280,246.840.280,246840280.0,246840280.0,246840280.0,246840280.0
- Công ty TNHH MTV Dĩnh Hy,b) Số nợ quá hạn chưa thanh toán (17.1) > - Công ty TNHH MTV Dĩnh Hy,- Công ty TNHH MTV Dĩnh Hy,-,-,477.146.767,477.146.767,,,477146767.0,477146767.0
- Công ty Cổ phần Tập Đoàn Đại Dương,b) Số nợ quá hạn chưa thanh toán (17.1) > - Công ty Cổ phần Tập Đoàn Đại Dương,- Công ty Cổ phần Tập Đoàn Đại Dương,5.759.933.090,5.759.933.090,5.759.933.090,5.759.933.090,5759933090.0,5759933090.0,5759933090.0,5759933090.0
- Phải trả cho các đối tượng khác,b) Số nợ quá hạn chưa thanh toán (17.1) > - Phải trả cho các đối tượng khác,- Phải trả cho các đối tượng khác,36.615.572.489,36.615.572.489,46.369.535.578,46.369.535.578,36615572489.0,36615572489.0,46369535578.0,46369535578.0
,,,118.987.855.591,118.987.855.591,116.742.514.887,116.742.514.887,118987855591.0,118987855591.0,116742514887.0,116742514887.0
c) Phải trả người bán là các bên liên quan,b) Số nợ quá hạn chưa thanh toán (17.1) > c) Phải trả người bán là các bên liên quan,c) Phải trả người bán là các bên liên quan,16.859.333.710,16.859.333.710,25.340.574.126,25.340.574.126,16859333710.0,16859333710.0,25340574126.0,25340574126.0
