row_label_raw,row_label_full,col_0,31/12/2018 > Giá trị,31/12/2018 > Số có khả năng trả nợ,01/01/2018 > Giá trị,01/01/2018 > Số có khả năng trả nợ,numeric__31/12/2018 > Giá trị,numeric__31/12/2018 > Số có khả năng trả nợ,numeric__01/01/2018 > Giá trị,numeric__01/01/2018 > Số có khả năng trả nợ
,,,VND,VND,VND,VND,,,,
b) Số nợ quá hạn chưa thanh toán (17.1),b) Số nợ quá hạn chưa thanh toán (17.1),b) Số nợ quá hạn chưa thanh toán (17.1),b) Số nợ quá hạn chưa thanh toán (17.1),b) Số nợ quá hạn chưa thanh toán (17.1),b) Số nợ quá hạn chưa thanh toán (17.1),b) Số nợ quá hạn chưa thanh toán (17.1),,,,
- Chi nhánh Xăng dầu Bắc Ninh (Petrolimex Bắc Ninh),b) Số nợ quá hạn chưa thanh toán (17.1) > - Chi nhánh Xăng dầu Bắc Ninh (Petrolimex Bắc Ninh),- Chi nhánh Xăng dầu Bắc Ninh (Petrolimex Bắc Ninh),40.860.185.951,40.860.185.951,42.001.351.761,42.001.351.761,40860185951.0,40860185951.0,42001351761.0,42001351761.0
- Công ty TNHH Gốm sứ và Thương mại Vitake,b) Số nợ quá hạn chưa thanh toán (17.1) > - Công ty TNHH Gốm sứ và Thương mại Vitake,- Công ty TNHH Gốm sứ và Thương mại Vitake,3.389.162.465,3.389.162.465,3.389.162.465,3.389.162.465,3389162465.0,3389162465.0,3389162465.0,3389162465.0
- Công ty TNHH MTV Dịch vụ nhà ở và Khu đô thị,b) Số nợ quá hạn chưa thanh toán (17.1) > - Công ty TNHH MTV Dịch vụ nhà ở và Khu đô thị,- Công ty TNHH MTV Dịch vụ nhà ở và Khu đô thị,4.155.688.025,4.155.688.025,4.155.688.025,4.155.688.025,4155688025.0,4155688025.0,4155688025.0,4155688025.0
- Công ty Cổ phần Đầu tư và Xuất nhập khẩu Viglacera,b) Số nợ quá hạn chưa thanh toán (17.1) > - Công ty Cổ phần Đầu tư và Xuất nhập khẩu Viglacera,- Công ty Cổ phần Đầu tư và Xuất nhập khẩu Viglacera,16.274.057.334,16.274.057.334,3.712.332.164,3.712.332.164,16274057334.0,16274057334.0,3712332164.0,3712332164.0
- Công ty TNHH Kinh doanh Chế biến Nông lâm sản Xuất nhập khẩu Chiến Thắng,b) Số nợ quá hạn chưa thanh toán (17.1) > - Công ty TNHH Kinh doanh Chế biến Nông lâm sản Xuất nhập khẩu Chiến Thắng,- Công ty TNHH Kinh doanh Chế biến Nông lâm sản Xuất nhập khẩu Chiến Thắng,1.954.107.000,1.954.107.000,1.954.107.000,1.954.107.000,1954107000.0,1954107000.0,1954107000.0,1954107000.0
- Công ty TNHH Kim Sơn,b) Số nợ quá hạn chưa thanh toán (17.1) > - Công ty TNHH Kim Sơn,- Công ty TNHH Kim Sơn,3.516.242.091,3.516.242.091,3.516.242.091,3.516.242.091,3516242091.0,3516242091.0,3516242091.0,3516242091.0
- Công ty TNHH BMC Hà Nội,b) Số nợ quá hạn chưa thanh toán (17.1) > - Công ty TNHH BMC Hà Nội,- Công ty TNHH BMC Hà Nội,1.374.551.130,1.374.551.130,1.374.551.130,1.374.551.130,1374551130.0,1374551130.0,1374551130.0,1374551130.0
- Công ty TNHH Phát triển Kỹ thuật DTC,b) Số nợ quá hạn chưa thanh toán (17.1) > - Công ty TNHH Phát triển Kỹ thuật DTC,- Công ty TNHH Phát triển Kỹ thuật DTC,1.200.000.000,1.200.000.000,-,-,1200000000.0,1200000000.0,,
