row_label_raw,row_label_full,col_0,Mối quan hệ,Năm 2018,Năm 2017,numeric__Mối quan hệ,numeric__Năm 2018,numeric__Năm 2017
,,,Mối quan hệ,VND,VND,,,
"Bán hàng, cung cấp dịch vụ","Bán hàng, cung cấp dịch vụ","Bán hàng, cung cấp dịch vụ",,389.746.304.727,53.012.613.832,,389746304727.0,53012613832.0
Công ty TNHH Kính nổi Việt Nam,Công ty TNHH Kính nổi Việt Nam,Công ty TNHH Kính nổi Việt Nam,Công ty liên kết,45.316.144.200,34.623.439.150,,45316144200.0,34623439150.0
Công ty Cổ phần Viglacera Từ Sơn,Công ty Cổ phần Viglacera Từ Sơn,Công ty Cổ phần Viglacera Từ Sơn,Công ty liên kết,168.821.000,203.342.000,,168821000.0,203342000.0
Công ty Cổ phần Viglacera Hạ Long I,Công ty Cổ phần Viglacera Hạ Long I,Công ty Cổ phần Viglacera Hạ Long I,Công ty liên kết,-,180.123.000,,,180123000.0
Công ty Cổ phần Đầu tư và Xuất nhập khẩu Viglacera,Công ty Cổ phần Đầu tư và Xuất nhập khẩu Viglacera,Công ty Cổ phần Đầu tư và Xuất nhập khẩu Viglacera,Công ty liên kết,369.245.280,922.960.360,,369245280.0,922960360.0
Công ty Cổ phần Vật liệu chịu lửa Viglacera Cầu Đường,Công ty Cổ phần Vật liệu chịu lửa Viglacera Cầu Đường,Công ty Cổ phần Vật liệu chịu lửa Viglacera Cầu Đường,Công ty liên kết,218.097.000,207.359.000,,218097000.0,207359000.0
Công ty Cổ phần Viglacera Hạ Long II,Công ty Cổ phần Viglacera Hạ Long II,Công ty Cổ phần Viglacera Hạ Long II,Công ty liên kết,9.025.460.469,13.487.605.826,,9025460469.0,13487605826.0
Công ty Cổ phần Visaho,Công ty Cổ phần Visaho,Công ty Cổ phần Visaho,Công ty liên kết,-,40.919.091,,,40919091.0
Công ty Cổ phần Cơ khí và Xây dựng Viglacera,Công ty Cổ phần Cơ khí và Xây dựng Viglacera,Công ty Cổ phần Cơ khí và Xây dựng Viglacera,Công ty liên kết,-,600.377.584,,,600377584.0
Công ty TNHH Kính Nội Siêu trắng Phú Mỹ,Công ty TNHH Kính Nội Siêu trắng Phú Mỹ,Công ty TNHH Kính Nội Siêu trắng Phú Mỹ,Công ty liên kết,-,1.681.818.182,,,1681818182.0
Công ty Cổ phần Viglacera Đông Triều,Công ty Cổ phần Viglacera Đông Triều,Công ty Cổ phần Viglacera Đông Triều,Công ty liên kết,334.648.536.778,1.064.669.639,,334648536778.0,1064669639.0
"Mua hàng hóa, dịch vụ","Mua hàng hóa, dịch vụ","Mua hàng hóa, dịch vụ",,439.878.625.797,224.493.515.800,,439878625797.0,224493515800.0
Công ty Cổ phần Viglacera Từ Sơn,Công ty Cổ phần Viglacera Từ Sơn,Công ty Cổ phần Viglacera Từ Sơn,Công ty liên kết,751.429.848,444.040.000,,751429848.0,444040000.0
Công ty Cổ phần Đầu tư và Xuất nhập khẩu Viglacera,Công ty Cổ phần Đầu tư và Xuất nhập khẩu Viglacera,Công ty Cổ phần Đầu tư và Xuất nhập khẩu Viglacera,Công ty liên kết,150.000.000,261.231.801,,150000000.0,261231801.0
Công ty Cổ phần Vật liệu chịu lửa Viglacera Cầu Đường,Công ty Cổ phần Vật liệu chịu lửa Viglacera Cầu Đường,Công ty Cổ phần Vật liệu chịu lửa Viglacera Cầu Đường,Công ty liên kết,448.720.350,429.495.550,,448720350.0,429495550.0
Công ty Cổ phần Viglacera Hạ Long II,Công ty Cổ phần Viglacera Hạ Long II,Công ty Cổ phần Viglacera Hạ Long II,Công ty liên kết,103.879.938.821,97.191.518.208,,103879938821.0,97191518208.0
Công ty Cổ phần Visaho,Công ty Cổ phần Visaho,Công ty Cổ phần Visaho,Công ty liên kết,-,13.990.994.959,,,13990994959.0
Công ty Cổ phần Cơ khí và Xây dựng Viglacera,Công ty Cổ phần Cơ khí và Xây dựng Viglacera,Công ty Cổ phần Cơ khí và Xây dựng Viglacera,Công ty liên kết,-,4.204.315.866,,,4204315866.0
Công ty Cổ phần Viglacera Đông Triều,Công ty Cổ phần Viglacera Đông Triều,Công ty Cổ phần Viglacera Đông Triều,Công ty liên kết,334.648.536.778,107.971.919.416,,334648536778.0,107971919416.0
Cổ tức được chia,Cổ tức được chia,Cổ tức được chia,,37.308.905.874,1.726.166.000,,37308905874.0,1726166000.0
Công ty TNHH Kính nổi Việt Nam,Công ty TNHH Kính nổi Việt Nam,Công ty TNHH Kính nổi Việt Nam,Công ty liên kết,32.476.905.874,-,,32476905874.0,
Công ty Cổ phần Viglacera Hạ Long I,Công ty Cổ phần Viglacera Hạ Long I,Công ty Cổ phần Viglacera Hạ Long I,Công ty liên kết,182.000.000,520.000.000,,182000000.0,520000000.0
Công ty Cổ phần Đầu tư và Xuất nhập khẩu Viglacera,Công ty Cổ phần Đầu tư và Xuất nhập khẩu Viglacera,Công ty Cổ phần Đầu tư và Xuất nhập khẩu Viglacera,Công ty liên kết,-,250.000.000,,,250000000.0
Công ty Cổ phần Vật liệu chịu lửa Viglacera Cầu Đường,Công ty Cổ phần Vật liệu chịu lửa Viglacera Cầu Đường,Công ty Cổ phần Vật liệu chịu lửa Viglacera Cầu Đường,Công ty liên kết,250.000.000,187.500.000,,250000000.0,187500000.0
Công ty Cổ phần Viglacera Hạ Long II,Công ty Cổ phần Viglacera Hạ Long II,Công ty Cổ phần Viglacera Hạ Long II,Công ty liên kết,4.400.000.000,768.666.000,,4400000000.0,768666000.0
Góp vốn,Góp vốn,Góp vốn,,78.970.974.840,361.726.678.832,,78970974840.0,361726678832.0
Công ty TNHH Kính Nội Siêu trắng Phú Mỹ,Công ty TNHH Kính Nội Siêu trắng Phú Mỹ,Công ty TNHH Kính Nội Siêu trắng Phú Mỹ,Công ty liên doanh,-,310.100.000.000,,,310100000000.0
Công ty TNHH Nam Thăng Long Thanh Hà,Công ty TNHH Nam Thăng Long Thanh Hà,Công ty TNHH Nam Thăng Long Thanh Hà,Công ty liên kết,-,45.000.000.000,,,45000000000.0
Công ty Cổ phần Viglacera Hạ Long II,Công ty Cổ phần Viglacera Hạ Long II,Công ty Cổ phần Viglacera Hạ Long II,Công ty liên kết,-,6.626.678.832,,,6626678832.0
Công ty SanVig - CTCP,Công ty SanVig - CTCP,Công ty SanVig - CTCP,Công ty liên doanh,78.970.974.840,-,,78970974840.0,
