row_label_raw,row_label_full,col_0,Loại tiền vay,Lãi suất năm,Hình thức đảm bảo,31/12/2018 > VND > 1.174.445.891.251,01/01/2018 > VND > 1.051.905.317.577,numeric__Loại tiền vay,numeric__Lãi suất năm,numeric__Hình thức đảm bảo,numeric__31/12/2018 > VND > 1.174.445.891.251,numeric__01/01/2018 > VND > 1.051.905.317.577
Vay ngắn hạn,Vay ngắn hạn,Vay ngắn hạn,Vay ngắn hạn,Vay ngắn hạn,Vay ngắn hạn,Vay ngắn hạn,Vay ngắn hạn,,,,,
- Ngân hàng TMCP Công thương Việt Nam,Vay ngắn hạn > - Ngân hàng TMCP Công thương Việt Nam,- Ngân hàng TMCP Công thương Việt Nam,"VND, USD",Thả nổi và theo từng khế ước nhận nợ,Tín chấp và thế chấp bằng tài sản,443.026.693.590,448.349.187.172,,,,443026693590.0,448349187172.0
- Ngân hàng TMCP Đầu tư và Phát triển Việt Nam,Vay ngắn hạn > - Ngân hàng TMCP Đầu tư và Phát triển Việt Nam,- Ngân hàng TMCP Đầu tư và Phát triển Việt Nam,VND,Thả nổi và theo từng khế ước nhận nợ,Thế chấp bằng tài sản,310.310.138.458,263.896.206.581,,,,310310138458.0,263896206581.0
- Ngân hàng Nông nghiệp và Phát triển Nông thôn Việt Nam,Vay ngắn hạn > - Ngân hàng Nông nghiệp và Phát triển Nông thôn Việt Nam,- Ngân hàng Nông nghiệp và Phát triển Nông thôn Việt Nam,VND,Thả nổi và theo từng khế ước nhận nợ,Tín chấp và thế chấp bằng tài sản,224.830.350.565,139.516.557.070,,,,224830350565.0,139516557070.0
- Ngân hàng TMCP Ngoại thương Việt Nam,Vay ngắn hạn > - Ngân hàng TMCP Ngoại thương Việt Nam,- Ngân hàng TMCP Ngoại thương Việt Nam,"VND, USD",Thả nổi và theo từng khế ước nhận nợ,Thế chấp bằng tài sản,114.386.550.343,66.272.529.899,,,,114386550343.0,66272529899.0
- Ngân hàng TMCP Sài Gòn - Hà Nội,Vay ngắn hạn > - Ngân hàng TMCP Sài Gòn - Hà Nội,- Ngân hàng TMCP Sài Gòn - Hà Nội,VND,Theo từng khế ước,Thế chấp bằng tài sản,2.391.924.446,2.543.557.818,,,,2391924446.0,2543557818.0
- Ngân hàng TMCP Quốc tế Việt Nam,Vay ngắn hạn > - Ngân hàng TMCP Quốc tế Việt Nam,- Ngân hàng TMCP Quốc tế Việt Nam,,Theo từng khế ước,Cam kết bảo lãnh,-,11.868.927.180,,,,,11868927180.0
- Ngân hàng TMCP Việt Nam Thịnh Vượng,Vay ngắn hạn > - Ngân hàng TMCP Việt Nam Thịnh Vượng,- Ngân hàng TMCP Việt Nam Thịnh Vượng,VND,Theo từng khế ước,Thế chấp bằng tài sản,24.023.574.883,20.000.000.000,,,,24023574883.0,20000000000.0
- Ngân hàng TMCP Phát triển Thành Phố Hồ Chí Minh,Vay ngắn hạn > - Ngân hàng TMCP Phát triển Thành Phố Hồ Chí Minh,- Ngân hàng TMCP Phát triển Thành Phố Hồ Chí Minh,VND,Theo từng khế ước,Tín chấp,18.524.280.237,27.738.496.888,,,,18524280237.0,27738496888.0
- Ngân hàng TMCP Hàng Hải Việt Nam,Vay ngắn hạn > - Ngân hàng TMCP Hàng Hải Việt Nam,- Ngân hàng TMCP Hàng Hải Việt Nam,VND,"12,5%",Tín chấp,3.834.338.384,-,,0.125,,3834338384.0,
- Công ty Cổ phần Đầu tư Xây dựng Alpha,Vay ngắn hạn > - Công ty Cổ phần Đầu tư Xây dựng Alpha,- Công ty Cổ phần Đầu tư Xây dựng Alpha,VND,Theo lãi suất của NH TMCP Ngoại thương,Tín chấp,-,38.494.000.000,,,,,38494000000.0
- Cá nhân,Vay ngắn hạn > - Cá nhân,- Cá nhân,VND,Theo từng hợp đồng,Tín chấp,33.118.040.345,33.225.854.969,,,,33118040345.0,33225854969.0
