row_label_raw,row_label_full,Mã số,NGUỒN VỐN,Thuyết minh,31/12/2018 > VND,01/01/2018(Đã điều chỉnh) > VND,numeric__NGUỒN VỐN,numeric__Thuyết minh,numeric__31/12/2018 > VND,numeric__01/01/2018(Đã điều chỉnh) > VND
300,300,300,C. NỘ PHẢI TRẢ,,9.661.272.552.506,9.358.300.036.829,,,9661272552506.0,9358300036829.0
310,310,310,I. Nợ ngắn hạn,,4.529.391.678.022,4.362.775.945.768,,,4529391678022.0,4362775945768.0
311,311,311,1. Phải trả người bán ngắn hạn,17,1.092.789.038.350,1.069.825.457.703,,17.0,1092789038350.0,1069825457703.0
312,312,312,2. Người mua trả tiền trước ngắn hạn,19,268.485.192.305,204.045.389.430,,19.0,268485192305.0,204045389430.0
313,313,313,3. Thuế và các khoản phải nộp Nhà nước,18,197.427.141.981,251.979.614.567,,18.0,197427141981.0,251979614567.0
314,314,314,4. Phải trả người lao động,,201.141.937.037,169.538.699.326,,,201141937037.0,169538699326.0
315,315,315,5. Chi phí phải trả ngắn hạn,20,578.231.525.166,730.902.486.987,,20.0,578231525166.0,730902486987.0
318,318,318,6. Doanh thu chưa thực hiện ngắn hạn,21,86.376.556.704,93.788.207.779,,21.0,86376556704.0,93788207779.0
319,319,319,7. Phải trả ngắn hạn khác,22,472.839.782.715,337.162.230.537,,22.0,472839782715.0,337162230537.0
320,320,320,8. Vay và nợ thuê tài chính ngắn hạn,24,1.434.161.624.425,1.265.986.970.127,,24.0,1434161624425.0,1265986970127.0
321,321,321,9. Dự phòng phải trả ngắn hạn,23,109.906.317.888,139.073.685.069,,23.0,109906317888.0,139073685069.0
322,322,322,"10. Quỹ khen thưởng, phúc lợi",,88.032.561.451,100.473.204.243,,,88032561451.0,100473204243.0
330,330,330,II. Nợ dài hạn,,5.131.880.874.484,4.995.524.091.061,,,5131880874484.0,4995524091061.0
333,333,333,1. Chi phí phải trả dài hạn,20,1.198.270.083.384,837.484.098.597,,20.0,1198270083384.0,837484098597.0
336,336,336,2. Doanh thu chưa thực hiện dài hạn,21,2.902.348.559.687,2.905.019.331.672,,21.0,2902348559687.0,2905019331672.0
337,337,337,3. Phải trả dài hạn khác,22,44.710.756.846,50.822.976.877,,22.0,44710756846.0,50822976877.0
338,338,338,4. Vay và nợ thuê tài chính dài hạn,24,675.300.096.573,876.703.833.266,,24.0,675300096573.0,876703833266.0
341,341,341,5. Thuế thu nhập hoãn lại phải trả,39,28.090.483.499,25.287.663.574,,39.0,28090483499.0,25287663574.0
342,342,342,6. Dự phòng phải trả dài hạn,23,200.301.881.780,184.303.800.556,,23.0,200301881780.0,184303800556.0
343,343,343,7. Quỹ phát triển khoa học và công nghệ,,82.859.012.715,115.902.386.519,,,82859012715.0,115902386519.0
