row_label_raw,row_label_full,col_0,578.231.525.166,730.902.486.987,numeric__578.231.525.166,numeric__730.902.486.987
b) Dài hạn,b) Dài hạn,b) Dài hạn,b) Dài hạn,b) Dài hạn,,
Lãi tiền vay phải trả,b) Dài hạn > Lãi tiền vay phải trả,Lãi tiền vay phải trả,-,19.677.355.920,,19677355920.0
Trích trước giá vốn cho thuê hạ tầng các khu công nghiệp,b) Dài hạn > Trích trước giá vốn cho thuê hạ tầng các khu công nghiệp,Trích trước giá vốn cho thuê hạ tầng các khu công nghiệp,1.198.270.083.384,817.806.742.677,1198270083384.0,817806742677.0
,,,1.198.270.083.384,837.484.098.597,1198270083384.0,837484098597.0
