row_label_raw,row_label_full,Chỉ tiêu > Số dư đầu năm > Tăng trong năm > Tăng vốn trong năm (ii) > Lợi nhuận tăng trong năm > Trích bổ sung các quỹ từ lợi nhuận năm trước (i) > Giảm trong năm > Trích bổ sung các quỹ từ lợi nhuận năm trước (i),Vốn góp/Vốn điều lệ > Triệu VND > 7.085.000 > 446.355 > -,Thặng dư vốn cổ phần > Triệu VND > 7.398 > -,Quỹ Đầu tư phát triển > Triệu VND > 564 > -,Quỹ Dự phòng tài chính > Triệu VND > 412.120 > 58.514 > - > 58.514 > -,Quỹ dự trữ bổ sung vốn điều lệ > Triệu VND > 185.798 > 29.258 > - > 29.258 > -,Lợi nhuận sau thuế chưa phân phối > Triệu VND > 672.702 > 726.339 > - > 726.339 > - > (572.905) > (126.550),Cộng > Triệu VND > 8.363.582 > 1.260.466 > 446.355 > 726.339 > 87.772 > (572.905) > (126.550),numeric__Vốn góp/Vốn điều lệ > Triệu VND > 7.085.000 > 446.355 > -,numeric__Thặng dư vốn cổ phần > Triệu VND > 7.398 > -,numeric__Quỹ Đầu tư phát triển > Triệu VND > 564 > -,numeric__Quỹ Dự phòng tài chính > Triệu VND > 412.120 > 58.514 > - > 58.514 > -,numeric__Quỹ dự trữ bổ sung vốn điều lệ > Triệu VND > 185.798 > 29.258 > - > 29.258 > -,numeric__Lợi nhuận sau thuế chưa phân phối > Triệu VND > 672.702 > 726.339 > - > 726.339 > - > (572.905) > (126.550),numeric__Cộng > Triệu VND > 8.363.582 > 1.260.466 > 446.355 > 726.339 > 87.772 > (572.905) > (126.550)
Chia cổ tức (ii),Chia cổ tức (ii),Chia cổ tức (ii),-,-,-,-,-,(446.355),(446.355),,,,,,-446355.0,-446355.0
Số dư cuối năm,Số dư cuối năm,Số dư cuối năm,7.531.355,7.398,564,470.634,215.056,826.136,9.051.143,7531355.0,7398.0,564.0,470634.0,215056.0,826136.0,9051143.0
