row_label_raw,row_label_full,Mã số,TÀI SẢN,Thuyết minh,31/12/2022 > VND,01/01/2022 > VND,numeric__TÀI SẢN,numeric__Thuyết minh,numeric__31/12/2022 > VND,numeric__01/01/2022 > VND
100,100,100,A. TÀI SẢN NGĂN HẠN,,4.702.975.876.404,3.713.720.080.971,,,4702975876404.0,3713720080971.0
110,110,110,I. Tiền và các khoản tương đương tiền,3,69.921.292.464,49.857.822.681,,3.0,69921292464.0,49857822681.0
111,111,111,1. Tiền,,69.921.292.464,49.857.822.681,,,69921292464.0,49857822681.0
120,120,120,II. Đầu tư tài chính ngắn hạn,4,220.578.355.216,1.370.567.883.188,,4.0,220578355216.0,1370567883188.0
123,123,123,1. Đầu tư nắm giữ đến ngày đáo hạn,,220.578.355.216,1.370.567.883.188,,,220578355216.0,1370567883188.0
130,130,130,III. Các khoản phải thu ngắn hạn,,3.992.243.616.406,1.796.693.261.080,,,3992243616406.0,1796693261080.0
131,131,131,1. Phải thu ngắn hạn của khách hàng,5,738.614.095.774,630.736.942.316,,5.0,738614095774.0,630736942316.0
132,132,132,2. Trà trước cho người bán ngắn hạn,6,156.819.311.132,258.010.167.138,,6.0,156819311132.0,258010167138.0
135,135,135,3. Phải thu về cho vay ngắn hạn,7,544.703.700.000,42.660.700.000,,7.0,544703700000.0,42660700000.0
136,136,136,4. Phải thu ngắn hạn khác,8,2.573.719.791.785,871.657.064.691,,8.0,2573719791785.0,871657064691.0
137,137,137,5. Dự phòng phải thu ngắn hạn khó đòi,,(21.613.282.285),(6.371.613.065),,,-21613282285.0,-6371613065.0
140,140,140,IV. Hàng tồn kho,10,396.824.068.576,481.732.109.586,,10.0,396824068576.0,481732109586.0
141,141,141,1. Hàng tồn kho,,396.824.068.576,481.732.109.586,,,396824068576.0,481732109586.0
150,150,150,V. Tài sản ngắn hạn khác,,23.408.543.742,14.869.004.436,,,23408543742.0,14869004436.0
151,151,151,1. Chi phí trả trước ngắn hạn,15,10.144.438.131,14.511.547.073,,15.0,10144438131.0,14511547073.0
152,152,152,2. Thuế GTGT được khấu trừ,,13.022.425.762,115.777.514,,,13022425762.0,115777514.0
153,153,153,3. Thuế và các khoản khác phải thu Nhà nước,19,241.679.849,241.679.849,,19.0,241679849.0,241679849.0
200,200,200,B. TÀI SẢN DÀI HẠN,,2.536.083.050.299,2.214.202.806.752,,,2536083050299.0,2214202806752.0
210,210,210,I. Các khoản phải thu dài hạn,,2.049.509.672.265,1.720.679.510.613,,,2049509672265.0,1720679510613.0
215,215,215,1. Phải thu về cho vay dài hạn,7,-,281.200.000.000,,7.0,,281200000000.0
216,216,216,2. Phải thu dài hạn khác,8,2.073.059.672.265,1.439.479.510.613,,8.0,2073059672265.0,1439479510613.0
219,219,219,3. Dự phòng phải thu dài hạn khó đòi,,(23.550.000.000),-,,,-23550000000.0,
220,220,220,II. Tài sản cố định,,174.713.509.007,179.510.112.289,,,174713509007.0,179510112289.0
221,221,221,1. Tài sản cố định hữu hình,12,134.748.521.287,135.933.095.193,,12.0,134748521287.0,135933095193.0
222,222,222,- Nguyên giá,,184.741.432.223,173.941.947.098,,,184741432223.0,173941947098.0
223,223,223,- Giá trị hao mòn luỹ kế,,(49.992.910.936),(38.008.851.905),,,-49992910936.0,-38008851905.0
227,227,227,2. Tài sản cố định vô hình,13,39.964.987.720,43.577.017.096,,13.0,39964987720.0,43577017096.0
228,228,228,- Nguyên giá,,49.243.102.213,49.243.102.213,,,49243102213.0,49243102213.0
229,229,229,- Giá trị hao mòn luỹ kế,,(9.278.114.493),(5.666.085.117),,,-9278114493.0,-5666085117.0
230,230,230,III. Bất động sản đầu tư,14,129.872.524.205,134.376.773.597,,14.0,129872524205.0,134376773597.0
231,231,231,- Nguyên giá,,135.127.481.829,135.127.481.829,,,135127481829.0,135127481829.0
232,232,232,- Giá trị hao mòn luỹ kế,,(5.254.957.624),(750.708.232),,,-5254957624.0,-750708232.0
240,240,240,IV. Tài sản dở dang dài hạn,,11.404.340.916,1.904.340.916,,,11404340916.0,1904340916.0
242,242,242,1. Chi phí xây dựng cơ bản dở dang,11,11.404.340.916,1.904.340.916,,11.0,11404340916.0,1904340916.0
