row_label_raw,row_label_full,col_0,31/12/2022,31/12/2022_1,31/12/2022_2,01/01/2022,01/01/2022_1,01/01/2022_2,numeric__31/12/2022,numeric__31/12/2022_1,numeric__31/12/2022_2,numeric__01/01/2022,numeric__01/01/2022_1,numeric__01/01/2022_2
,,,Mã chứng khoản,Giá gốc,Dư phòng,Tỷ lệ biểu quyết,Giá gốc,Dư phòng,,,,,,
,,,,VND,VND,VND,VND,VND,,,,,,
Đầu tư vào Công ty con,Đầu tư vào Công ty con,Đầu tư vào Công ty con,,,,,,,,,,,,
- Công ty TNHH TMĐT Ngôi nhà Thế Kỳ,Đầu tư vào Công ty con > - Công ty TNHH TMĐT Ngôi nhà Thế Kỳ,- Công ty TNHH TMĐT Ngôi nhà Thế Kỳ,74.500.000.000,-,100%,74.500.000.000,-,100%,74500000000.0,,1.0,74500000000.0,,1.0
- Công ty Cổ phần Truyền thông và Giải trí Ngôi Sao mới,Đầu tư vào Công ty con > - Công ty Cổ phần Truyền thông và Giải trí Ngôi Sao mới,- Công ty Cổ phần Truyền thông và Giải trí Ngôi Sao mới,8.000.000.000,-,80%,8.000.000.000,-,80%,8000000000.0,,0.8,8000000000.0,,0.8
- Công ty Cổ phần Bất động sản Cen Sài Gòn,Đầu tư vào Công ty con > - Công ty Cổ phần Bất động sản Cen Sài Gòn,- Công ty Cổ phần Bất động sản Cen Sài Gòn,16.000.000.000,-,80%,16.000.000.000,-,80%,16000000000.0,,0.8,16000000000.0,,0.8
- Công ty TNHH Cen Prime (đổi tên từ Công ty Cổ phần M&I Thế kỳ),Đầu tư vào Công ty con > - Công ty TNHH Cen Prime (đổi tên từ Công ty Cổ phần M&I Thế kỳ),- Công ty TNHH Cen Prime (đổi tên từ Công ty Cổ phần M&I Thế kỳ),2.000.000.000,-,100%,2.000.000.000,-,100%,2000000000.0,,1.0,2000000000.0,,1.0
- Công ty TNHH Quản lý Đối tác Liên kết Cen (đổi tên từ Công ty TNHH Đầu tư và Quản lý Thương hiệu CEN),Đầu tư vào Công ty con > - Công ty TNHH Quản lý Đối tác Liên kết Cen (đổi tên từ Công ty TNHH Đầu tư và Quản lý Thương hiệu CEN),- Công ty TNHH Quản lý Đối tác Liên kết Cen (đổi tên từ Công ty TNHH Đầu tư và Quản lý Thương hiệu CEN),20.000.000.000,-,100%,20.000.000.000,-,100%,20000000000.0,,1.0,20000000000.0,,1.0
- Công ty Cổ phần Cen Cuckoo,Đầu tư vào Công ty con > - Công ty Cổ phần Cen Cuckoo,- Công ty Cổ phần Cen Cuckoo,20.000.000.000,-,100%,20.000.000.000,-,100%,20000000000.0,,1.0,20000000000.0,,1.0
- Công ty Cổ phần Cen Academy,Đầu tư vào Công ty con > - Công ty Cổ phần Cen Academy,- Công ty Cổ phần Cen Academy,1.680.000.000,-,56%,1.680.000.000,-,56%,1680000000.0,,0.56,1680000000.0,,0.56
- Công ty Cổ phần Cen HCM (*),Đầu tư vào Công ty con > - Công ty Cổ phần Cen HCM (*),- Công ty Cổ phần Cen HCM (*),3.000.000.000,-,94%,-,-,,3000000000.0,,0.94,,,
,,,145.180.000.000,-,,142.180.000.000,-,,145180000000.0,,,142180000000.0,,
