row_label_raw,row_label_full,col_0,31/12/2022 > Giá trịVND,31/12/2022 > Dự phòngVND,01/01/2022 > Giá trịVND,01/01/2022 > Dự phòngVND,numeric__31/12/2022 > Giá trịVND,numeric__31/12/2022 > Dự phòngVND,numeric__01/01/2022 > Giá trịVND,numeric__01/01/2022 > Dự phòngVND
a) Ngắn hạn,a) Ngắn hạn,a) Ngắn hạn,a) Ngắn hạn,a) Ngắn hạn,a) Ngắn hạn,a) Ngắn hạn,,,,
Bên liên quan,Bên liên quan,Bên liên quan,Bên liên quan,Bên liên quan,Bên liên quan,Bên liên quan,,,,
Công ty Cổ phần Đầu tư và Phát triển Bất động sản Thế Kỳ,Bên liên quan > Công ty Cổ phần Đầu tư và Phát triển Bất động sản Thế Kỳ,Công ty Cổ phần Đầu tư và Phát triển Bất động sản Thế Kỳ,150.000.000.000,-,30.000.000.000,-,150000000000.0,,30000000000.0,
Công ty TNHH Quản lý Đối tác liên kết CEN,Bên liên quan > Công ty TNHH Quản lý Đối tác liên kết CEN,Công ty TNHH Quản lý Đối tác liên kết CEN,-,-,8.900.000.000,-,,,8900000000.0,
,,,150.000.000.000,-,38.900.000.000,-,150000000000.0,,38900000000.0,
Bên khác,Bên khác,Bên khác,Bên khác,Bên khác,Bên khác,Bên khác,,,,
Công ty Cổ phần Tư vấn Thiết kế và Đầu tư Xây dựng Đại Nam Sơn,Bên khác > Công ty Cổ phần Tư vấn Thiết kế và Đầu tư Xây dựng Đại Nam Sơn,Công ty Cổ phần Tư vấn Thiết kế và Đầu tư Xây dựng Đại Nam Sơn,3.760.700.000,-,3.760.700.000,-,3760700000.0,,3760700000.0,
Công ty Cổ phần Dịch vụ và Đầu tư Trustlink,Bên khác > Công ty Cổ phần Dịch vụ và Đầu tư Trustlink,Công ty Cổ phần Dịch vụ và Đầu tư Trustlink,351.943.000.000,-,-,-,351943000000.0,,,
Công ty cổ phần CONSGROUP,Bên khác > Công ty cổ phần CONSGROUP,Công ty cổ phần CONSGROUP,39.000.000.000,-,-,-,39000000000.0,,,
,,,394.703.700.000,-,3.760.700.000,-,394703700000.0,,3760700000.0,
,,,544.703.700.000,-,42.660.700.000,-,544703700000.0,,42660700000.0,
b) Dải hạn,b) Dải hạn,b) Dải hạn,b) Dải hạn,b) Dải hạn,b) Dải hạn,b) Dải hạn,,,,
Bên khác,Bên khác,Bên khác,Bên khác,Bên khác,Bên khác,Bên khác,,,,
- Công ty Cổ phần Dịch vụ và Đầu tư Trustlink,Bên khác > - Công ty Cổ phần Dịch vụ và Đầu tư Trustlink,- Công ty Cổ phần Dịch vụ và Đầu tư Trustlink,-,-,281.200.000.000,-,,,281200000000.0,
,,,-,-,281.200.000.000,-,,,281200000000.0,
