row_label_raw,row_label_full,"- Tổng giá trị các khoản phải thu, cho vay quả hạn thanh toán hoặc chưa quá hạn nhưng khó có khả năng thu hồi","31/12/2022 > Giá gốcVND > - Tổng giá trị các khoản phải thu, cho vay quả hạn thanh toán hoặc chưa quá hạn nhưng khó có khả năng thu hồi","31/12/2022 > Giá trị có thể thu hồiVND > - Tổng giá trị các khoản phải thu, cho vay quả hạn thanh toán hoặc chưa quá hạn nhưng khó có khả năng thu hồi","01/01/2022 > Giá gốcVND > - Tổng giá trị các khoản phải thu, cho vay quả hạn thanh toán hoặc chưa quá hạn nhưng khó có khả năng thu hồi","01/01/2022 > Giá trị có thể thu hồiVND > - Tổng giá trị các khoản phải thu, cho vay quả hạn thanh toán hoặc chưa quá hạn nhưng khó có khả năng thu hồi","numeric__31/12/2022 > Giá gốcVND > - Tổng giá trị các khoản phải thu, cho vay quả hạn thanh toán hoặc chưa quá hạn nhưng khó có khả năng thu hồi","numeric__31/12/2022 > Giá trị có thể thu hồiVND > - Tổng giá trị các khoản phải thu, cho vay quả hạn thanh toán hoặc chưa quá hạn nhưng khó có khả năng thu hồi","numeric__01/01/2022 > Giá gốcVND > - Tổng giá trị các khoản phải thu, cho vay quả hạn thanh toán hoặc chưa quá hạn nhưng khó có khả năng thu hồi","numeric__01/01/2022 > Giá trị có thể thu hồiVND > - Tổng giá trị các khoản phải thu, cho vay quả hạn thanh toán hoặc chưa quá hạn nhưng khó có khả năng thu hồi"
+ Công ty Cổ phần Đầu tư Bảo Việt,+ Công ty Cổ phần Đầu tư Bảo Việt,+ Công ty Cổ phần Đầu tư Bảo Việt,45.898.815,-,45.898.815,-,45898815.0,,45898815.0,
+ Công ty Cổ phần XNK Tổng hợp Hà Nội,+ Công ty Cổ phần XNK Tổng hợp Hà Nội,+ Công ty Cổ phần XNK Tổng hợp Hà Nội,39.683.691,-,39.683.691,-,39683691.0,,39683691.0,
+ Công ty Cổ phần TID,+ Công ty Cổ phần TID,+ Công ty Cổ phần TID,343.870.941,-,343.870.941,-,343870941.0,,343870941.0,
+ Công ty TNHH Đầu tư và Phát triển Tây Hồ,+ Công ty TNHH Đầu tư và Phát triển Tây Hồ,+ Công ty TNHH Đầu tư và Phát triển Tây Hồ,106.244.294,-,106.244.294,-,106244294.0,,106244294.0,
+ Công ty Cổ phần Bất động sản Thăng Long,+ Công ty Cổ phần Bất động sản Thăng Long,+ Công ty Cổ phần Bất động sản Thăng Long,60.615.000,-,60.615.000,-,60615000.0,,60615000.0,
+ Công ty TNHH Giải pháp và Công nghệ An Thịnh,+ Công ty TNHH Giải pháp và Công nghệ An Thịnh,+ Công ty TNHH Giải pháp và Công nghệ An Thịnh,384.300.000,-,384.300.000,-,384300000.0,,384300000.0,
+ Công ty TNHH Địa ốc Gia Phú,+ Công ty TNHH Địa ốc Gia Phú,+ Công ty TNHH Địa ốc Gia Phú,5.391.000.324,-,5.391.000.324,-,5391000324.0,,5391000324.0,
+ Công ty CP Đầu tư và Dịch vụ Khách sạn Soleil,+ Công ty CP Đầu tư và Dịch vụ Khách sạn Soleil,+ Công ty CP Đầu tư và Dịch vụ Khách sạn Soleil,22.550.000.000,-,-,-,22550000000.0,,,
+ Công ty CP EMPIRE PROPERTY,+ Công ty CP EMPIRE PROPERTY,+ Công ty CP EMPIRE PROPERTY,1.000.000.000,-,-,-,1000000000.0,,,
+ Công ty Cổ phần Tập đoàn Phúc Sơn,+ Công ty Cổ phần Tập đoàn Phúc Sơn,+ Công ty Cổ phần Tập đoàn Phúc Sơn,22.373.972.812,11.186.986.406,-,-,22373972812.0,11186986406.0,,
+ Công ty Cổ phần TMS Bất động sản,+ Công ty Cổ phần TMS Bất động sản,+ Công ty Cổ phần TMS Bất động sản,3.727.756.578,-,-,-,3727756578.0,,,
+ Công ty Cổ phần EMPIRE PROPERTY,+ Công ty Cổ phần EMPIRE PROPERTY,+ Công ty Cổ phần EMPIRE PROPERTY,179.901.920,-,-,-,179901920.0,,,
+ Công ty Cổ phần ECOLAND,+ Công ty Cổ phần ECOLAND,+ Công ty Cổ phần ECOLAND,147.024.316,-,-,-,147024316.0,,,
,,,56.350.268.691,11.186.986.406,6.371.613.065,-,56350268691.0,11186986406.0,6371613065.0,
