row_label_raw,row_label_full,col_0,31/12/2022 > Giá trịVND,31/12/2022 > Dự phòngVND,01/01/2022 > Giá trịVND,01/01/2022 > Dự phòngVND,numeric__31/12/2022 > Giá trịVND,numeric__31/12/2022 > Dự phòngVND,numeric__01/01/2022 > Giá trịVND,numeric__01/01/2022 > Dự phòngVND
Bên liên quan,Bên liên quan,Bên liên quan,13.081.957.202,-,1.297.424.893,-,13081957202.0,,1297424893.0,
- Công ty Cổ phần Dịch vụ Gia tăng Bắt động sản Thế Kỳ,- Công ty Cổ phần Dịch vụ Gia tăng Bắt động sản Thế Kỳ,- Công ty Cổ phần Dịch vụ Gia tăng Bắt động sản Thế Kỳ,74.999.998,-,74.999.998,-,74999998.0,,74999998.0,
- Công ty Cổ phần Cen Đông Bắc,- Công ty Cổ phần Cen Đông Bắc,- Công ty Cổ phần Cen Đông Bắc,,-,32.638.694,-,,,32638694.0,
- Công ty CP Hồng Lam Xuân Thành,- Công ty CP Hồng Lam Xuân Thành,- Công ty CP Hồng Lam Xuân Thành,13.006.957.204,-,-,-,13006957204.0,,,
- Công ty TNHH TMĐT Ngôi nhà Thế Kỳ,- Công ty TNHH TMĐT Ngôi nhà Thế Kỳ,- Công ty TNHH TMĐT Ngôi nhà Thế Kỳ,-,-,1.189.786.201,-,,,1189786201.0,
Bên khác,Bên khác,Bên khác,143.737.353.930,-,256.712.742.245,-,143737353930.0,,256712742245.0,
- Hợp tác xã Thành Công (*),- Hợp tác xã Thành Công (*),- Hợp tác xã Thành Công (*),130.896.125.852,-,255.044.962.526,-,130896125852.0,,255044962526.0,
- Công ty Cổ phần C - Holdings,- Công ty Cổ phần C - Holdings,- Công ty Cổ phần C - Holdings,10.335.867.931,-,-,-,10335867931.0,,,
- Các khoản trả trước cho người bán khác,- Các khoản trả trước cho người bán khác,- Các khoản trả trước cho người bán khác,2.505.360.147,-,1.667.779.719,-,2505360147.0,,1667779719.0,
,,,156.819.311.132,-,258.010.167.138,-,156819311132.0,,258010167138.0,
