row_label_raw,row_label_full,col_0,31/12/2022 > Giá trịVND,31/12/2022 > Dự phòngVND,01/01/2022 > Giá trịVND,01/01/2022 > Dự phòngVND,numeric__31/12/2022 > Giá trịVND,numeric__31/12/2022 > Dự phòngVND,numeric__01/01/2022 > Giá trịVND,numeric__01/01/2022 > Dự phòngVND
b) Dải hạn,b) Dải hạn,b) Dải hạn,b) Dải hạn,b) Dải hạn,b) Dải hạn,b) Dải hạn,,,,
b.1) Chi tiết theo nội dung,b.1) Chi tiết theo nội dung,b.1) Chi tiết theo nội dung,b.1) Chi tiết theo nội dung,b.1) Chi tiết theo nội dung,b.1) Chi tiết theo nội dung,b.1) Chi tiết theo nội dung,,,,
"- Ký cược, ký quỹ","b.1) Chi tiết theo nội dung > - Ký cược, ký quỹ","- Ký cược, ký quỹ",1.949.442.872.265,(23.550.000.000),1.330.052.710.613,-,1949442872265.0,-23550000000.0,1330052710613.0,
- Hợp tác kinh doanh,b.1) Chi tiết theo nội dung > - Hợp tác kinh doanh,- Hợp tác kinh doanh,123.616.800.000,-,109.426.800.000,-,123616800000.0,,109426800000.0,
,,,2.073.059.672.265,(23.550.000.000),1.439.479.510.613,-,2073059672265.0,-23550000000.0,1439479510613.0,
b.2) Chi tiết theo đối tượng,b.2) Chi tiết theo đối tượng,b.2) Chi tiết theo đối tượng,b.2) Chi tiết theo đối tượng,b.2) Chi tiết theo đối tượng,b.2) Chi tiết theo đối tượng,b.2) Chi tiết theo đối tượng,,,,
Bên liên quan,Bên liên quan,Bên liên quan,Bên liên quan,Bên liên quan,Bên liên quan,Bên liên quan,,,,
"Ký quỹ, ký cược","Ký quỹ, ký cược","Ký quỹ, ký cược","Ký quỹ, ký cược","Ký quỹ, ký cược","Ký quỹ, ký cược","Ký quỹ, ký cược",,,,
- Công ty CP Đầu tư và Phát triển Bất động sản Thế Kỹ (8),"Ký quỹ, ký cược > - Công ty CP Đầu tư và Phát triển Bất động sản Thế Kỹ (8)",- Công ty CP Đầu tư và Phát triển Bất động sản Thế Kỹ (8),929.103.184.944,-,929.103.184.944,-,929103184944.0,,929103184944.0,
- Công ty CP Bất động sản Cen Sài Gòn,"Ký quỹ, ký cược > - Công ty CP Bất động sản Cen Sài Gòn",- Công ty CP Bất động sản Cen Sài Gòn,34.000.000.000,-,34.000.000.000,-,34000000000.0,,34000000000.0,
- Công ty TNHH TMĐT Ngôi Nhà Thế Kỹ,"Ký quỹ, ký cược > - Công ty TNHH TMĐT Ngôi Nhà Thế Kỹ",- Công ty TNHH TMĐT Ngôi Nhà Thế Kỹ,30.156.605.000,-,10.656.605.000,-,30156605000.0,,10656605000.0,
- Công ty TNHH Quản lý đối tác Liên kết Cen,"Ký quỹ, ký cược > - Công ty TNHH Quản lý đối tác Liên kết Cen",- Công ty TNHH Quản lý đối tác Liên kết Cen,800.000.000,-,-,-,800000000.0,,,
- Công ty CP Cen HCM,"Ký quỹ, ký cược > - Công ty CP Cen HCM",- Công ty CP Cen HCM,300.000.000,-,-,-,300000000.0,,,
Hợp tác kinh doanh,Hợp tác kinh doanh,Hợp tác kinh doanh,Hợp tác kinh doanh,Hợp tác kinh doanh,Hợp tác kinh doanh,Hợp tác kinh doanh,,,,
- Công ty CP Đầu tư và Phát triển Bất động sản Thế Kỹ (9),Hợp tác kinh doanh > - Công ty CP Đầu tư và Phát triển Bất động sản Thế Kỹ (9),- Công ty CP Đầu tư và Phát triển Bất động sản Thế Kỹ (9),123.616.800.000,-,109.426.800.000,-,123616800000.0,,109426800000.0,
,,,1.117.976.589.944,-,1.083.186.589.944,-,1117976589944.0,,1083186589944.0,
Bên khác,Bên khác,Bên khác,Bên khác,Bên khác,Bên khác,Bên khác,,,,
"Ký quỹ, ký cược","Ký quỹ, ký cược","Ký quỹ, ký cược","Ký quỹ, ký cược","Ký quỹ, ký cược","Ký quỹ, ký cược","Ký quỹ, ký cược",,,,
- Công ty TNHH Âu Lạc Quảng Ninh (10),"Ký quỹ, ký cược > - Công ty TNHH Âu Lạc Quảng Ninh (10)",- Công ty TNHH Âu Lạc Quảng Ninh (10),324.671.300.000,-,200.000.000.000,-,324671300000.0,,200000000000.0,
- Công ty CP Bitexco,"Ký quỹ, ký cược > - Công ty CP Bitexco",- Công ty CP Bitexco,15.000.000.000,-,11.550.000.000,-,15000000000.0,,11550000000.0,
- Công ty CP TID (11),"Ký quỹ, ký cược > - Công ty CP TID (11)",- Công ty CP TID (11),50.000.000.000,-,50.000.000.000,-,50000000000.0,,50000000000.0,
- Công ty CP Đầu tư và Dịch vụ Khách sạn Soleil,"Ký quỹ, ký cược > - Công ty CP Đầu tư và Dịch vụ Khách sạn Soleil",- Công ty CP Đầu tư và Dịch vụ Khách sạn Soleil,22.550.000.000,(22.550.000.000),22.550.000.000,-,22550000000.0,-22550000000.0,22550000000.0,
- Công ty CP Đầu tư Xây dựng và Thương mại Nhật Hằng (12),"Ký quỹ, ký cược > - Công ty CP Đầu tư Xây dựng và Thương mại Nhật Hằng (12)",- Công ty CP Đầu tư Xây dựng và Thương mại Nhật Hằng (12),439.644.084.142,-,-,-,439644084142.0,,,
- Công ty CP Khai Sơn,"Ký quỹ, ký cược > - Công ty CP Khai Sơn",- Công ty CP Khai Sơn,26.500.000.000,-,1.500.000.000,-,26500000000.0,,1500000000.0,
- Các đối tượng khác,"Ký quỹ, ký cược > - Các đối tượng khác",- Các đối tượng khác,76.717.698.179,(1.000.000.000),70.692.920.669,-,76717698179.0,-1000000000.0,70692920669.0,
,,,955.083.082.321,(23.550.000.000),356.292.920.669,-,955083082321.0,-23550000000.0,356292920669.0,
,,,2.073.059.672.265,(23.550.000.000),1.439.479.510.613,-,2073059672265.0,-23550000000.0,1439479510613.0,
