row_label_raw,row_label_full,col_0,31/12/2022 > Giá trịVND,31/12/2022 > Dự phòngVND,01/01/2022 > Giá trịVND,01/01/2022 > Dự phòngVND,numeric__31/12/2022 > Giá trịVND,numeric__31/12/2022 > Dự phòngVND,numeric__01/01/2022 > Giá trịVND,numeric__01/01/2022 > Dự phòngVND
a) Ngắn hạn,a) Ngắn hạn,a) Ngắn hạn,a) Ngắn hạn,a) Ngắn hạn,a) Ngắn hạn,a) Ngắn hạn,,,,
a.1) Chi tiết theo nội dung,a.1) Chi tiết theo nội dung,a.1) Chi tiết theo nội dung,a.1) Chi tiết theo nội dung,a.1) Chi tiết theo nội dung,a.1) Chi tiết theo nội dung,a.1) Chi tiết theo nội dung,,,,
- Phải thu về bảo hiểm xã hội,a.1) Chi tiết theo nội dung > - Phải thu về bảo hiểm xã hội,- Phải thu về bảo hiểm xã hội,196.758.429,-,572.750.082,-,196758429.0,,572750082.0,
- Tạm ứng,a.1) Chi tiết theo nội dung > - Tạm ứng,- Tạm ứng,17.484.603.106,-,2.742.465.871,-,17484603106.0,,2742465871.0,
"- Ký cược, ký quỹ","a.1) Chi tiết theo nội dung > - Ký cược, ký quỹ","- Ký cược, ký quỹ",635.302.279.363,-,53.987.279.363,-,635302279363.0,,53987279363.0,
Ký quỹ thực hiện dự án,a.1) Chi tiết theo nội dung > Ký quỹ thực hiện dự án,Ký quỹ thực hiện dự án,632.650.639.863,-,52.650.639.863,-,632650639863.0,,52650639863.0,
Ký quỹ khác,a.1) Chi tiết theo nội dung > Ký quỹ khác,Ký quỹ khác,2.651.639.500,-,1.336.639.500,-,2651639500.0,,1336639500.0,
- Phải thu khác,a.1) Chi tiết theo nội dung > - Phải thu khác,- Phải thu khác,1.920.736.150.887,-,814.354.569.375,-,1920736150887.0,,814354569375.0,
Hợp tác kinh doanh,a.1) Chi tiết theo nội dung > Hợp tác kinh doanh,Hợp tác kinh doanh,1.897.921.100.000,-,762.921.100.000,-,1897921100000.0,,762921100000.0,
"Phải thu về lãi tiền gửi, tiền cho vay, lãi trái phiếu","a.1) Chi tiết theo nội dung > Phải thu về lãi tiền gửi, tiền cho vay, lãi trái phiếu","Phải thu về lãi tiền gửi, tiền cho vay, lãi trái phiếu",10.878.687.959,,16.370.622.225,,10878687959.0,,16370622225.0,
Phải thu khác,a.1) Chi tiết theo nội dung > Phải thu khác,Phải thu khác,11.936.362.928,(5.775.300.324),35.062.847.150,(5.775.300.324),11936362928.0,-5775300324.0,35062847150.0,-5775300324.0
,,,2.573.719.791.785,(5.775.300.324),871.657.064.691,(5.775.300.324),2573719791785.0,-5775300324.0,871657064691.0,-5775300324.0
a.2) Chi tiết theo đối tượng,a.2) Chi tiết theo đối tượng,a.2) Chi tiết theo đối tượng,a.2) Chi tiết theo đối tượng,a.2) Chi tiết theo đối tượng,a.2) Chi tiết theo đối tượng,a.2) Chi tiết theo đối tượng,,,,
Bên liên quan,Bên liên quan,Bên liên quan,Bên liên quan,Bên liên quan,Bên liên quan,Bên liên quan,,,,
"Ký cược, ký quỹ","Bên liên quan > Ký cược, ký quỹ","Ký cược, ký quỹ",510.000.000.000,-,-,-,510000000000.0,,,
- Cống ty Cổ phần Bất động sản Cen Sài Gòn,Bên liên quan > - Cống ty Cổ phần Bất động sản Cen Sài Gòn,- Cống ty Cổ phần Bất động sản Cen Sài Gòn,10.000.000.000,-,-,-,10000000000.0,,,
- Công ty CP Hồng Lam Xuân Thành (1),Bên liên quan > - Công ty CP Hồng Lam Xuân Thành (1),- Công ty CP Hồng Lam Xuân Thành (1),500.000.000.000,-,-,-,500000000000.0,,,
Bên khác,Bên liên quan > Bên khác,Bên khác,2.063.719.791.785,(5.775.300.324),871.657.064.691,(5.775.300.324),2063719791785.0,-5775300324.0,871657064691.0,-5775300324.0
"Ký quỹ, ký cược","Bên liên quan > Ký quỹ, ký cược","Ký quỹ, ký cược",125.302.279.363,-,53.987.279.363,-,125302279363.0,,53987279363.0,
- Công ty CP Tư vấn Khiết kế và Đầu tư Xây dựng Đại Nam Sơn (2),Bên liên quan > - Công ty CP Tư vấn Khiết kế và Đầu tư Xây dựng Đại Nam Sơn (2),- Công ty CP Tư vấn Khiết kế và Đầu tư Xây dựng Đại Nam Sơn (2),52.650.639.863,-,52.650.639.863,-,52650639863.0,,52650639863.0,
- Công ty CP Paradise Đại Lãi (3),Bên liên quan > - Công ty CP Paradise Đại Lãi (3),- Công ty CP Paradise Đại Lãi (3),55.000.000.000,-,-,-,55000000000.0,,,
- Công ty CP Tập đoàn Đại Thắng (4),Bên liên quan > - Công ty CP Tập đoàn Đại Thắng (4),- Công ty CP Tập đoàn Đại Thắng (4),15.000.000.000,-,-,-,15000000000.0,,,
- Khác,Bên liên quan > - Khác,- Khác,2.651.639.500,-,1.336.639.500,,2651639500.0,,1336639500.0,
Hợp tác kinh doanh,Bên liên quan > Hợp tác kinh doanh,Hợp tác kinh doanh,1.897.921.100.000,-,762.921.100.000,-,1897921100000.0,,762921100000.0,
