row_label_raw,row_label_full,col_0,31/12/2022 > Giá trịVND,31/12/2022 > Dự phòngVND,01/01/2022 > Giá trịVND,01/01/2022 > Dự phòngVND,numeric__31/12/2022 > Giá trịVND,numeric__31/12/2022 > Dự phòngVND,numeric__01/01/2022 > Giá trịVND,numeric__01/01/2022 > Dự phòngVND
Bên liên quan,Bên liên quan,Bên liên quan,187.689.333.355,-,132.552.227.187,-,187689333355.0,,132552227187.0,
- Công ty CP Dịch vụ Gia tăng Bất động sản Thế Kỳ,- Công ty CP Dịch vụ Gia tăng Bất động sản Thế Kỳ,- Công ty CP Dịch vụ Gia tăng Bất động sản Thế Kỳ,6.534.000,-,6.534.000,-,6534000.0,,6534000.0,
- Công ty CP Đầu tư và Phát triển Bất động sản Thế Kỳ,- Công ty CP Đầu tư và Phát triển Bất động sản Thế Kỳ,- Công ty CP Đầu tư và Phát triển Bất động sản Thế Kỳ,20.128.912.496,-,9.715.959.251,-,20128912496.0,,9715959251.0,
- Công ty CP Tập đoàn Thế Kỳ,- Công ty CP Tập đoàn Thế Kỳ,- Công ty CP Tập đoàn Thế Kỳ,1.322.045.000,-,26.045.000,-,1322045000.0,,26045000.0,
- Công ty CP Bất động sản Cen Sài Gòn,- Công ty CP Bất động sản Cen Sài Gòn,- Công ty CP Bất động sản Cen Sài Gòn,1.119.254.954,-,894.804.740,-,1119254954.0,,894804740.0,
- Công ty TNHH TMĐT Ngôi nhà Thế Kỳ,- Công ty TNHH TMĐT Ngôi nhà Thế Kỳ,- Công ty TNHH TMĐT Ngôi nhà Thế Kỳ,149.573.984.146,-,112.272.610.943,-,149573984146.0,,112272610943.0,
- Công ty CP Dịch vụ Golf và Lữ hành Thế Kỳ,- Công ty CP Dịch vụ Golf và Lữ hành Thế Kỳ,- Công ty CP Dịch vụ Golf và Lữ hành Thế Kỳ,3.383.684.935,-,1.469.859.576,-,3383684935.0,,1469859576.0,
- Công ty TNHH Cen Cuckoo,- Công ty TNHH Cen Cuckoo,- Công ty TNHH Cen Cuckoo,894.011.228,-,-,-,894011228.0,,,
- Công ty TNHH Quản lý Đối tác Liên kết Cen,- Công ty TNHH Quản lý Đối tác Liên kết Cen,- Công ty TNHH Quản lý Đối tác Liên kết Cen,4.623.933.550,-,4.976.286.308,-,4623933550.0,,4976286308.0,
- Công ty CP Cen Miền Trung,- Công ty CP Cen Miền Trung,- Công ty CP Cen Miền Trung,295.176.636,-,815.176.636,-,295176636.0,,815176636.0,
- Công ty CP Cen Bắc Ninh,- Công ty CP Cen Bắc Ninh,- Công ty CP Cen Bắc Ninh,-,-,11.405.437,-,,,11405437.0,
- Công ty CP Cen Housing,- Công ty CP Cen Housing,- Công ty CP Cen Housing,1.554.575.100,-,2.065.278.658,-,1554575100.0,,2065278658.0,
