row_label_raw,row_label_full,col_0,31/12/2022 > Giá trị,31/12/2022 > Số có khả năng trả nợ,01/01/2022 > Giá trị,01/01/2022 > Số có khả năng trả nợ,numeric__31/12/2022 > Giá trị,numeric__31/12/2022 > Số có khả năng trả nợ,numeric__01/01/2022 > Giá trị,numeric__01/01/2022 > Số có khả năng trả nợ
- Công ty CP CEN Hải Phòng,Bên liên quan > - Công ty CP CEN Hải Phòng,- Công ty CP CEN Hải Phòng,1.560.452.707,1.560.452.707,2.775.480.955,2.775.480.955,1560452707.0,1560452707.0,2775480955.0,2775480955.0
- Công ty CP Cen Housing,Bên liên quan > - Công ty CP Cen Housing,- Công ty CP Cen Housing,5.644.049,5.644.049,287.867.699,287.867.699,5644049.0,5644049.0,287867699.0,287867699.0
- Công ty CP CEN Thanh Hóa,Bên liên quan > - Công ty CP CEN Thanh Hóa,- Công ty CP CEN Thanh Hóa,536.327.256,536.327.256,78.218.458,78.218.458,536327256.0,536327256.0,78218458.0,78218458.0
- Công ty CP Cen Academy,Bên liên quan > - Công ty CP Cen Academy,- Công ty CP Cen Academy,4.237.520.679,4.237.520.679,3.708.600.000,3.708.600.000,4237520679.0,4237520679.0,3708600000.0,3708600000.0
- Công ty CP Cen Quảng Ninh,Bên liên quan > - Công ty CP Cen Quảng Ninh,- Công ty CP Cen Quảng Ninh,429.782.275,429.782.275,-,-,429782275.0,429782275.0,,
- Công ty CP Cen Hung Yên,Bên liên quan > - Công ty CP Cen Hung Yên,- Công ty CP Cen Hung Yên,-,-,197.540.832,197.540.832,,,197540832.0,197540832.0
- Công ty CP Cen Nghệ An,Bên liên quan > - Công ty CP Cen Nghệ An,- Công ty CP Cen Nghệ An,274.416.613,274.416.613,-,-,274416613.0,274416613.0,,
- Công ty CP CEN Bình Thuận,Bên liên quan > - Công ty CP CEN Bình Thuận,- Công ty CP CEN Bình Thuận,517.292.052,517.292.052,669.822.499,669.822.499,517292052.0,517292052.0,669822499.0,669822499.0
- Công ty CP CEN Đông Bắc,Bên liên quan > - Công ty CP CEN Đông Bắc,- Công ty CP CEN Đông Bắc,151.937.441,151.937.441,34.887.273,34.887.273,151937441.0,151937441.0,34887273.0,34887273.0
- Công ty CP CEN Bình Định,Bên liên quan > - Công ty CP CEN Bình Định,- Công ty CP CEN Bình Định,1.660.838.275,1.660.838.275,-,-,1660838275.0,1660838275.0,,
- Công ty CP Cen HCM,Bên liên quan > - Công ty CP Cen HCM,- Công ty CP Cen HCM,3.135.441.062,3.135.441.062,-,-,3135441062.0,3135441062.0,,
Bên khác,Bên liên quan > Bên khác,Bên khác,39.981.971.564,39.981.971.564,31.415.820.878,31.415.820.878,39981971564.0,39981971564.0,31415820878.0,31415820878.0
- Công ty CP Bất động sản Ngaland,Bên liên quan > - Công ty CP Bất động sản Ngaland,- Công ty CP Bất động sản Ngaland,4.622.075.619,4.622.075.619,3.217.784.453,3.217.784.453,4622075619.0,4622075619.0,3217784453.0,3217784453.0
- Công ty TNHH Đầu tư Phát triển Địa ốc TH Việt Nam,Bên liên quan > - Công ty TNHH Đầu tư Phát triển Địa ốc TH Việt Nam,- Công ty TNHH Đầu tư Phát triển Địa ốc TH Việt Nam,3.470.403.602,3.470.403.602,1.810.267.440,1.810.267.440,3470403602.0,3470403602.0,1810267440.0,1810267440.0
- Phải trả các đối tượng khác,Bên liên quan > - Phải trả các đối tượng khác,- Phải trả các đối tượng khác,31.889.492.343,31.889.492.343,26.387.768.985,26.387.768.985,31889492343.0,31889492343.0,26387768985.0,26387768985.0
,,,94.816.565.845,94.816.565.845,107.768.464.320,107.768.464.320,94816565845.0,94816565845.0,107768464320.0,107768464320.0
