row_label_raw,row_label_full,col_0,31/12/2022 > Giá trị,31/12/2022 > Số có khả năng trả nợ,01/01/2022 > Giá trị,01/01/2022 > Số có khả năng trả nợ,numeric__31/12/2022 > Giá trị,numeric__31/12/2022 > Số có khả năng trả nợ,numeric__01/01/2022 > Giá trị,numeric__01/01/2022 > Số có khả năng trả nợ
Bên liên quan,Bên liên quan,Bên liên quan,VND54.834.594.281,VND54.834.594.281,VND76.352.643.442,VND76.352.643.442,,,,
- Công ty CP Đầu tư và Phát triển Bất động sản Thế Kỳ,Bên liên quan > - Công ty CP Đầu tư và Phát triển Bất động sản Thế Kỳ,- Công ty CP Đầu tư và Phát triển Bất động sản Thế Kỳ,-,-,4.645.794.904,4.645.794.904,,,4645794904.0,4645794904.0
- Công ty CP Tập đoàn Thế Kỳ,Bên liên quan > - Công ty CP Tập đoàn Thế Kỳ,- Công ty CP Tập đoàn Thế Kỳ,3.056.102.783,3.056.102.783,6.695.389.194,6.695.389.194,3056102783.0,3056102783.0,6695389194.0,6695389194.0
- Công ty CP Bất động sản Cen Sài Gòn,Bên liên quan > - Công ty CP Bất động sản Cen Sài Gòn,- Công ty CP Bất động sản Cen Sài Gòn,9.004.722.258,9.004.722.258,43.228.750.231,43.228.750.231,9004722258.0,9004722258.0,43228750231.0,43228750231.0
- Công ty CP Truyền thông và Giải trí Ngôi Sao Mới,Bên liên quan > - Công ty CP Truyền thông và Giải trí Ngôi Sao Mới,- Công ty CP Truyền thông và Giải trí Ngôi Sao Mới,8.496.097.053,8.496.097.053,10.556.328.878,10.556.328.878,8496097053.0,8496097053.0,10556328878.0,10556328878.0
- Công ty TNHH TMĐT Ngôi nhà Thế Kỳ,Bên liên quan > - Công ty TNHH TMĐT Ngôi nhà Thế Kỳ,- Công ty TNHH TMĐT Ngôi nhà Thế Kỳ,7.104.796.559,7.104.796.559,456.499.807,456.499.807,7104796559.0,7104796559.0,456499807.0,456499807.0
- Công ty CP Dịch vụ Golf và Lữ hành Thế Kỳ,Bên liên quan > - Công ty CP Dịch vụ Golf và Lữ hành Thế Kỳ,- Công ty CP Dịch vụ Golf và Lữ hành Thế Kỳ,1.481.422.603,1.481.422.603,394.121.165,394.121.165,1481422603.0,1481422603.0,394121165.0,394121165.0
- Công ty TNHH Cen Cuckoo,Bên liên quan > - Công ty TNHH Cen Cuckoo,- Công ty TNHH Cen Cuckoo,4.915.000.000,4.915.000.000,1.650.000.000,1.650.000.000,4915000000.0,4915000000.0,1650000000.0,1650000000.0
- Công ty TNHH Quản lý Đối tác Liên kết Cen,Bên liên quan > - Công ty TNHH Quản lý Đối tác Liên kết Cen,- Công ty TNHH Quản lý Đối tác Liên kết Cen,4.326.017.050,4.326.017.050,54.155.343,54.155.343,4326017050.0,4326017050.0,54155343.0,54155343.0
- Công ty CP Cen Miền Trung,Bên liên quan > - Công ty CP Cen Miền Trung,- Công ty CP Cen Miền Trung,2.532.705.938,2.532.705.938,919.186.204,919.186.204,2532705938.0,2532705938.0,919186204.0,919186204.0
- Công ty CP CEN Bắc Ninh,Bên liên quan > - Công ty CP CEN Bắc Ninh,- Công ty CP CEN Bắc Ninh,1.408.077.628,1.408.077.628,-,-,1408077628.0,1408077628.0,,
