row_label_raw,row_label_full,Mã số,NGUỒN VỐN,Thuyết minh,31/12/2022 > VND,01/01/2022 > VND,numeric__NGUỒN VỐN,numeric__Thuyết minh,numeric__31/12/2022 > VND,numeric__01/01/2022 > VND
300,300,300,C. NỘ PHẢI TRẢ,,1.775.115.628.310,2.637.362.352.321,,,1775115628310.0,2637362352321.0
310,310,310,I. Nợ ngắn hạn,,1.769.562.315.358,1.684.653.148.169,,,1769562315358.0,1684653148169.0
311,311,311,1. Phải trả người bán ngắn hạn,17,94.816.565.845,107.768.464.320,,17.0,94816565845.0,107768464320.0
312,312,312,2. Người mua trả tiền trước ngắn hạn,18,25.024.916.952,123.370.640.379,,18.0,25024916952.0,123370640379.0
313,313,313,3. Thuế và các khoản phải nộp Nhà nước,19,112.673.862.571,216.497.842.662,,19.0,112673862571.0,216497842662.0
314,314,314,4. Phải trả người lao động,,55.886.601.253,54.090.491.981,,,55886601253.0,54090491981.0
315,315,315,5. Chi phí phải trả ngắn hạn,20,127.874.278.637,83.419.650.276,,20.0,127874278637.0,83419650276.0
318,318,318,6. Doanh thu chưa thực hiện ngắn hạn,,1.104.340.100,2.494.870.505,,,1104340100.0,2494870505.0
319,319,319,7. Phải trả ngắn hạn khác,21,400.324.554.177,400.577.907.474,,21.0,400324554177.0,400577907474.0
320,320,320,8. Vay và nợ thuê tài chính ngắn hạn,16,934.995.883.962,660.818.974.775,,16.0,934995883962.0,660818974775.0
322,322,322,9. Quỹ khen thưởng phúc lợi,,16.861.311.861,35.614.305.797,,,16861311861.0,35614305797.0
330,330,330,II. Nợ dài hạn,,5.553.312.952,952.709.204.152,,,5553312952.0,952709204152.0
337,337,337,1. Phải trả dài hạn khác,21,3.280.592.952,2.709.204.152,,21.0,3280592952.0,2709204152.0
338,338,338,2. Vay và nợ thuê tài chính dài hạn,16,2.272.720.000,950.000.000.000,,16.0,2272720000.0,950000000000.0
400,400,400,D. VỐN CHỦ SỞ HỮU,,5.463.943.298.393,3.290.560.535.402,,,5463943298393.0,3290560535402.0
410,410,410,I. Vốn chủ sở hữu,22,5.463.943.298.393,3.290.560.535.402,,22.0,5463943298393.0,3290560535402.0
411,411,411,1. Vốn góp của chủ sở hữu,,4.636.785.340.000,2.015.995.570.000,,,4636785340000.0,2015995570000.0
411a,411a,411a,- Cổ phiếu phổ thông có quyền biểu quyết,,4.636.785.340.000,2.015.995.570.000,,,4636785340000.0,2015995570000.0
412,412,412,2. Thặng dư vốn cổ phần,,149.798.900.000,149.799.450.000,,,149798900000.0,149799450000.0
414,414,414,3. Vốn khác của chủ sở hữu,,36.000.000.000,36.000.000.000,,,36000000000.0,36000000000.0
415,415,415,4. Cổ phiếu quỹ,,(1.080.000),(1.080.000),,,-1080000.0,-1080000.0
418,418,418,5. Quỹ đầu tư phát triển,,112.887.864.111,89.988.738.351,,,112887864111.0,89988738351.0
421,421,421,6. Lợi nhuận sau thuế chưa phân phối,,528.472.274.282,998.777.857.051,,,528472274282.0,998777857051.0
421a,421a,421a,- LNST chưa phân phối lũy kế đến cuối năm trước,,339.499.805.491,552.695.670.656,,,339499805491.0,552695670656.0
421b,421b,421b,- LNST chưa phân phối năm nay,,188.972.468.791,446.082.186.395,,,188972468791.0,446082186395.0
