row_label_raw,row_label_full,Mã số,CHỈ TIÊU,Thuyết minh,Năm nay > VND,Năm trước > VND,numeric__CHỈ TIÊU,numeric__Thuyết minh,numeric__Năm nay > VND,numeric__Năm trước > VND
,,,I. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,I. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,I. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,I. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,,,,
01,01,01,1. Lợi nhuận trước thuế,,238.268.295.786,558.038.950.597,,,238268295786.0,558038950597.0
01,01,01,2. Điều chỉnh cho các khoản,,,,,,,
02,01 > 02,02,- Khấu hao tài sản cố định và bất động sản đầu tư,,21.228.742.086,16.313.955.660,,,21228742086.0,16313955660.0
03,01 > 03,03,- Các khoản dự phòng,,38.791.669.220,-,,,38791669220.0,
05,01 > 05,05,"- Lãi, lỗ từ hoạt động đầu tư",,(88.994.833.829),(75.078.755.863),,,-88994833829.0,-75078755863.0
06,01 > 06,06,- Chi phí lãi vay,,47.716.199.355,149.003.091.361,,,47716199355.0,149003091361.0
08,01 > 08,08,3. Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động,,257.010.072.618,648.277.241.755,,,257010072618.0,648277241755.0
09,01 > 09,09,"- Tăng, giảm các khoản phải thu",,(2.360.727.768.712),(655.747.377.449),,,-2360727768712.0,-655747377449.0
10,01 > 10,10,"- Tăng, giảm hàng tồn kho",,84.908.041.010,(589.972.849.837),,,84908041010.0,-589972849837.0
11,01 > 11,11,"- Tăng, giảm các khoản phải trả (không kể lãi vay phải trả, thuế thu nhập doanh nghiệp phải nộp)",,(107.336.134.381),349.061.478.433,,,-107336134381.0,349061478433.0
12,01 > 12,12,"- Tăng, giảm chi phí trả trước",,14.516.174.373,(20.552.064.559),,,14516174373.0,-20552064559.0
14,01 > 14,14,- Tiền lãi vay đã trả,,(65.339.194.197),(106.660.625.608),,,-65339194197.0,-106660625608.0
15,01 > 15,15,- Thuế thu nhập doanh nghiệp đã nộp,,(93.887.297.784),(51.059.033.502),,,-93887297784.0,-51059033502.0
16,01 > 16,16,- Tiền thu khác từ hoạt động kinh doanh,,4.599.000.000,-,,,4599000000.0,
17,01 > 17,17,- Tiền chi khác cho hoạt động kinh doanh,,(55.410.770.000),(14.686.400.000),,,-55410770000.0,-14686400000.0
20,01 > 20,20,Lưu chuyển tiền thuần từ hoạt động kinh doanh,,(2.321.667.877.073),(441.339.630.767),,,-2321667877073.0,-441339630767.0
,,,II. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TỪ,II. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TỪ,II. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TỪ,II. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TỪ,,,,
21,01 > 21,21,"1. Tiền chi để mua sắm, xây dựng tài sản cố định và các tài sản dài hạn khác",,(22.055.159.307),(14.184.126.696),,,-22055159307.0,-14184126696.0
22,01 > 22,22,"2. Tiền thu từ thanh lý, nhượng bán tài sản cố định và các tài sản dài hạn khác",,981.818.182,709.090.909,,,981818182.0,709090909.0
23,01 > 23,23,"3. Tiền chi cho vay, mua các công cụ nợ của đơn vị khác",,(2.135.394.437.006),(3.339.202.551.614),,,-2135394437006.0,-3339202551614.0
24,01 > 24,24,"4. Tiền thu hồi cho vay, bán lại các công cụ nợ của đơn vị khác",,3.064.540.964.978,1.857.730.944.060,,,3064540964978.0,1857730944060.0
25,01 > 25,25,5. Tiền chi đầu tư góp vốn vào đơn vị khác,,(3.000.000.000),(2.660.000.000),,,-3000000000.0,-2660000000.0
27,01 > 27,27,"6. Tiền thu lãi cho vay, cổ tức và lợi nhuận được chia",,94.214.040.822,37.223.891.820,,,94214040822.0,37223891820.0
30,01 > 30,30,Lưu chuyển tiền thuần từ hoạt động đầu tư,,999.287.227.669,(1.460.382.751.521),,,999287227669.0,-1460382751521.0
,,,III. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,III. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,III. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,III. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,,,,
31,01 > 31,31,"1. Tiền thu từ phát hành cổ phiếu, nhận vốn góp của chủ sở hữu",,2.015.994.490.000,959.998.000.000,,,2015994490000.0,959998000000.0
33,01 > 33,33,2. Tiền thu từ di vay,,3.178.982.868.650,6.066.533.003.376,,,3178982868650.0,6066533003376.0
34,01 > 34,34,3. Tiền trả nợ gốc vay,,(3.852.533.239.463),(5.232.314.769.040),,,-3852533239463.0,-5232314769040.0
40,01 > 40,40,Lưu chuyển tiền thuần từ hoạt động tài chính,,1.342.444.119.187,1.794.216.234.336,,,1342444119187.0,1794216234336.0
