row_label_raw,row_label_full,col_0,31/12/2015,01/01/2015,numeric__31/12/2015,numeric__01/01/2015
,,,VND,VND,,
a) Ngắn hạn,a) Ngắn hạn,a) Ngắn hạn,121.922.958.205,24.894.639.396,121922958205.0,24894639396.0
- Kinh phí công đoàn,- Kinh phí công đoàn,- Kinh phí công đoàn,92.627.563,79.626.097,92627563.0,79626097.0
- Bảo hiểm xã hội,- Bảo hiểm xã hội,- Bảo hiểm xã hội,136.071.936,2.218.065,136071936.0,2218065.0
- Bảo hiểm y tế,- Bảo hiểm y tế,- Bảo hiểm y tế,23.550.912,185.490,23550912.0,185490.0
- Bảo hiểm thất nghiệp,- Bảo hiểm thất nghiệp,- Bảo hiểm thất nghiệp,10.467.072,82.410,10467072.0,82410.0
"- Các khoản phải trả, phải nộp khác (i)","- Các khoản phải trả, phải nộp khác (i)","- Các khoản phải trả, phải nộp khác (i)",121.660.240.722,24.812.527.334,121660240722.0,24812527334.0
Tổ chức,Tổ chức,Tổ chức,106.098.038.388,24.800.000.000,106098038388.0,24800000000.0
Cá nhân,Cá nhân,Cá nhân,15.562.202.334,12.527.334,15562202334.0,12527334.0
b) Dài hạn,b) Dài hạn,b) Dài hạn,135.132.000,119.472.000,135132000.0,119472000.0
"- Nhận ký quỹ, ký cược dài hạn","- Nhận ký quỹ, ký cược dài hạn","- Nhận ký quỹ, ký cược dài hạn",135.132.000,119.472.000,135132000.0,119472000.0
