row_label_raw,row_label_full,col_0,31/12/2015 > Giá gốc,31/12/2015 > Giá trị hợp lý,31/12/2015 > Dự phòng,01/01/2015 > Giá gốc,01/01/2015 > Giá trị hợp lý,01/01/2015 > Dự phòng,numeric__31/12/2015 > Giá gốc,numeric__31/12/2015 > Giá trị hợp lý,numeric__31/12/2015 > Dự phòng,numeric__01/01/2015 > Giá gốc,numeric__01/01/2015 > Giá trị hợp lý,numeric__01/01/2015 > Dự phòng
,,,VND,VND,VND,VND,VND,VND,,,,,,
Đầu tư tài chính dài hạn,Đầu tư tài chính dài hạn,Đầu tư tài chính dài hạn,1.502.784.426.797,1.502.784.426.797,-,261.109.346.750,258.762.104.799,(2.347.241.951),1502784426797.0,1502784426797.0,,261109346750.0,258762104799.0,-2347241951.0
- Đầu tư vào công ty con,- Đầu tư vào công ty con,- Đầu tư vào công ty con,1.502.484.426.797,1.502.484.426.797,-,231.724.346.750,231.724.346.750,-,1502484426797.0,1502484426797.0,,231724346750.0,231724346750.0,
Công ty Cổ phần Vật tư Kỹ thuật Nông nghiệp Cần Thơ,Công ty Cổ phần Vật tư Kỹ thuật Nông nghiệp Cần Thơ,Công ty Cổ phần Vật tư Kỹ thuật Nông nghiệp Cần Thơ,937.166.596.856,937.166.596.856,-,181.724.346.750,181.724.346.750,-,937166596856.0,937166596856.0,,181724346750.0,181724346750.0,
Công ty TNHH Xuất nhập khẩu và Thương mại F.I.T Việt Nam,Công ty TNHH Xuất nhập khẩu và Thương mại F.I.T Việt Nam,Công ty TNHH Xuất nhập khẩu và Thương mại F.I.T Việt Nam,100.000.000.000,100.000.000.000,-,50.000.000.000,50.000.000.000,-,100000000000.0,100000000000.0,,50000000000.0,50000000000.0,
Công ty Cổ phần Dược phẩm Cửu Long,Công ty Cổ phần Dược phẩm Cửu Long,Công ty Cổ phần Dược phẩm Cửu Long,465.317.829.941,465.317.829.941,-,-,-,-,465317829941.0,465317829941.0,,,,
"- Đầu tư vào công ty liên doanh, liên kết (i)","- Đầu tư vào công ty liên doanh, liên kết (i)","- Đầu tư vào công ty liên doanh, liên kết (i)",-,-,-,29.385.000.000,27.037.758.049,(2.347.241.951),,,,29385000000.0,27037758049.0,-2347241951.0
Công ty Cổ phần Thương mại sản xuất và Dịch vụ Sao Nam,Công ty Cổ phần Thương mại sản xuất và Dịch vụ Sao Nam,Công ty Cổ phần Thương mại sản xuất và Dịch vụ Sao Nam,-,-,-,12.235.000.000,12.235.000.000,-,,,,12235000000.0,12235000000.0,
Cổ phiếu công ty CP Today Cosmetics,Cổ phiếu công ty CP Today Cosmetics,Cổ phiếu công ty CP Today Cosmetics,-,-,-,17.150.000.000,14.802.758.049,(2.347.241.951),,,,17150000000.0,14802758049.0,-2347241951.0
- Đầu tư góp vốn vào đơn vị khác,- Đầu tư góp vốn vào đơn vị khác,- Đầu tư góp vốn vào đơn vị khác,300.000.000,300.000.000,-,-,-,-,300000000.0,300000000.0,,,,
Công ty Cổ phần FIT CONSUMER,Công ty Cổ phần FIT CONSUMER,Công ty Cổ phần FIT CONSUMER,300.000.000,300.000.000,-,-,-,-,300000000.0,300000000.0,,,,
