row_label_raw,row_label_full,col_0,Dưới 1 năm,Từ 1 - 5 năm,Tổng,numeric__Dưới 1 năm,numeric__Từ 1 - 5 năm,numeric__Tổng
,,,VND,VND,VND,,,
Tại 31/12/2015,Tại 31/12/2015,Tại 31/12/2015,Tại 31/12/2015,Tại 31/12/2015,Tại 31/12/2015,,,
Tiền và các khoản tương đương tiền,Tại 31/12/2015 > Tiền và các khoản tương đương tiền,Tiền và các khoản tương đương tiền,608.801.275.703,-,608.801.275.703,608801275703.0,,608801275703.0
Phải thu khách hàng và phải thu khác,Tại 31/12/2015 > Phải thu khách hàng và phải thu khác,Phải thu khách hàng và phải thu khác,10.955.938.924,-,10.955.938.924,10955938924.0,,10955938924.0
Đầu tư tài chính ngắn hạn,Tại 31/12/2015 > Đầu tư tài chính ngắn hạn,Đầu tư tài chính ngắn hạn,992.156.495.671,-,992.156.495.671,992156495671.0,,992156495671.0
Đầu tư tài chính dài hạn,Tại 31/12/2015 > Đầu tư tài chính dài hạn,Đầu tư tài chính dài hạn,-,1.502.784.426.797,1.502.784.426.797,,1502784426797.0,1502784426797.0
Các khoản ký quỹ,Tại 31/12/2015 > Các khoản ký quỹ,Các khoản ký quỹ,-,1.311.075.000,1.311.075.000,,1311075000.0,1311075000.0
Tổng cộng,Tại 31/12/2015 > Tổng cộng,Tổng cộng,1.611.913.710.298,1.504.095.501.797,3.116.009.212.095,1611913710298.0,1504095501797.0,3116009212095.0
Tại 31/12/2015,Tại 31/12/2015,Tại 31/12/2015,Tại 31/12/2015,Tại 31/12/2015,Tại 31/12/2015,,,
Các khoản vay,Tại 31/12/2015 > Các khoản vay,Các khoản vay,581.883.842.956,-,581.883.842.956,581883842956.0,,581883842956.0
Phải trả người bán và phải trả khác,Tại 31/12/2015 > Phải trả người bán và phải trả khác,Phải trả người bán và phải trả khác,283.516.576.971,135.132.000,283.651.708.971,283516576971.0,135132000.0,283651708971.0
Chỉ phí phải trả,Tại 31/12/2015 > Chỉ phí phải trả,Chỉ phí phải trả,2.055.165.086,-,2.055.165.086,2055165086.0,,2055165086.0
Tổng cộng,Tại 31/12/2015 > Tổng cộng,Tổng cộng,867.455.585.013,135.132.000,867.590.717.013,867455585013.0,135132000.0,867590717013.0
Chênh lệch thanh khoản thuần,Tại 31/12/2015 > Chênh lệch thanh khoản thuần,Chênh lệch thanh khoản thuần,744.458.125.285,1.503.960.369.797,2.248.418.495.082,744458125285.0,1503960369797.0,2248418495082.0
