row_label_raw,row_label_full,col_0,31/12/2015 > Giá trị,31/12/2015 > Dự phòng,01/01/2015 > Giá trị,01/01/2015 > Dự phòng,numeric__31/12/2015 > Giá trị,numeric__31/12/2015 > Dự phòng,numeric__01/01/2015 > Giá trị,numeric__01/01/2015 > Dự phòng
,,,VND,VND,VND,VND,,,,
a) Ngắn hạn,a) Ngắn hạn,a) Ngắn hạn,14.572.868.660,875.235.616,5.016.800.733,577.084.246,14572868660.0,875235616.0,5016800733.0,577084246.0
Phải thu về lãi dự thu từ các hợp đồng tiền gửi và cho vay,Phải thu về lãi dự thu từ các hợp đồng tiền gửi và cho vay,Phải thu về lãi dự thu từ các hợp đồng tiền gửi và cho vay,9.204.019.444,-,2.522.864.833,-,9204019444.0,,2522864833.0,
Ngân hàng TMCP Đầu tư và Phát triển Việt Nam - BIDV HBT,Ngân hàng TMCP Đầu tư và Phát triển Việt Nam - BIDV HBT,Ngân hàng TMCP Đầu tư và Phát triển Việt Nam - BIDV HBT,8.740.594.444,-,-,-,8740594444.0,,,
Ngân hàng TMCP Việt Nam Thịnh Vượng,Ngân hàng TMCP Việt Nam Thịnh Vượng,Ngân hàng TMCP Việt Nam Thịnh Vượng,434.777.778,-,2.444.392.611,-,434777778.0,,2444392611.0,
Các đối tượng khác,Các đối tượng khác,Các đối tượng khác,28.647.222,-,78.472.222,-,28647222.0,,78472222.0,
Phải thu từ các hợp đồng hợp tác đầu tư,Phải thu từ các hợp đồng hợp tác đầu tư,Phải thu từ các hợp đồng hợp tác đầu tư,5.248.349.216,875.235.616,2.359.630.004,577.084.246,5248349216.0,875235616.0,2359630004.0,577084246.0
Đào Anh Tuán,Đào Anh Tuán,Đào Anh Tuán,1.490.756.847,875.235.616,1.490.756.847,577.084.246,1490756847.0,875235616.0,1490756847.0,577084246.0
Các đối tượng khác,Các đối tượng khác,Các đối tượng khác,3.757.592.369,-,868.873.157,-,3757592369.0,,868873157.0,
Tạm ứng (i),Tạm ứng (i),Tạm ứng (i),120.500.000,-,16.000.000,-,120500000.0,,16000000.0,
Phải thu khác,Phải thu khác,Phải thu khác,-,-,118.305.896,-,,,118305896.0,
b) Dài hạn,b) Dài hạn,b) Dài hạn,1.311.075.000,-,311.075.000,-,1311075000.0,,311075000.0,
"Ký cược, ký quỹ (i)","Ký cược, ký quỹ (i)","Ký cược, ký quỹ (i)",1.311.075.000,-,311.075.000,-,1311075000.0,,311075000.0,
