row_label_raw,row_label_full,col_0,01/01/2015,Số phải nộp trong năm,Số đã thực nộp trong năm,31/12/2015,numeric__01/01/2015,numeric__Số phải nộp trong năm,numeric__Số đã thực nộp trong năm,numeric__31/12/2015
,,,VND,VND,VND,VND,,,,
Phải nộp,Phải nộp,Phải nộp,Phải nộp,Phải nộp,Phải nộp,Phải nộp,,,,
Thuế giá trị gia tăng,Phải nộp > Thuế giá trị gia tăng,Thuế giá trị gia tăng,-,624.770.905,624.770.905,-,,624770905.0,624770905.0,
Thuế TNDN,Phải nộp > Thuế TNDN,Thuế TNDN,31.711.016.587,40.571.579.523,47.710.850.353,24.571.745.757,31711016587.0,40571579523.0,47710850353.0,24571745757.0
Thuế TNCN,Phải nộp > Thuế TNCN,Thuế TNCN,5.871.741,670.066.409,521.430.754,154.507.396,5871741.0,670066409.0,521430754.0,154507396.0
Các loại thuế khác,Phải nộp > Các loại thuế khác,Các loại thuế khác,-,3.000.000,3.000.000,-,,3000000.0,3000000.0,
Cộng,Phải nộp > Cộng,Cộng,31.716.888.328,41.869.416.837,48.860.052.012,24.726.253.153,31716888328.0,41869416837.0,48860052012.0,24726253153.0
