row_label_raw,row_label_full,Bên liên quan,Lãi suất - Thời hạn,Số dư,Số dư_1,numeric__Lãi suất - Thời hạn,numeric__Số dư,numeric__Số dư_1
Bên liên quan,Bên liên quan,Bên liên quan,Lãi suất - Thời hạn,Số cuối năm,Số đầu năm,,,
Vay dài hạn đến hạn trả,Bên liên quan > Vay dài hạn đến hạn trả,Vay dài hạn đến hạn trả,,464.897.549.266,795.477.028.202,,464897549266.0,795477028202.0
Tập đoàn Công nghiệp,Bên liên quan > Tập đoàn Công nghiệp,Tập đoàn Công nghiệp,"3,5% -8,18%/năm - 13 - 15 năm",464.897.549.266,795.477.028.202,,464897549266.0,795477028202.0
Than - Khoáng Sản Việt Nam (*),Than - Khoáng Sản Việt Nam (*),Than - Khoáng Sản Việt Nam (*),,,,,,
Vay dài hạn,Than - Khoáng Sản Việt Nam (*) > Vay dài hạn,Vay dài hạn,,427.252.320.000,866.941.702.952,,427252320000.0,866941702952.0
Tập đoàn Công nghiệp,Than - Khoáng Sản Việt Nam (*) > Tập đoàn Công nghiệp,Tập đoàn Công nghiệp,"3,5% -8,18%/năm - 13 - 15 năm",427.252.320.000,866.941.702.952,,427252320000.0,866941702952.0
Than - Khoáng Sản Việt Nam (*),Than - Khoáng Sản Việt Nam (*),Than - Khoáng Sản Việt Nam (*),,,,,,
Cộng,Than - Khoáng Sản Việt Nam (*) > Cộng,Cộng,,892.149.869.266,1.662.418.731.154,,892149869266.0,1662418731154.0
