row_label_raw,row_label_full,col_0,Nhà cửa vật kiến trúc,Máy móc thiết bị,Phương tiện vận chuyển và thiết bị truyền dẫn,Thiết bị quản lý,TSCĐ khác,Tổng cộng,numeric__Nhà cửa vật kiến trúc,numeric__Máy móc thiết bị,numeric__Phương tiện vận chuyển và thiết bị truyền dẫn,numeric__Thiết bị quản lý,numeric__TSCĐ khác,numeric__Tổng cộng
Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,,,,,,
Số dư đầu năm,Nguyên giá > Số dư đầu năm,Số dư đầu năm,8.585.965.836.627,23.668.448.826.764,378.930.418.616,29.998.240.401,15.501.982.813,32.678.845.305.221,8585965836627.0,23668448826764.0,378930418616.0,29998240401.0,15501982813.0,32678845305221.0
Mua trong năm,Nguyên giá > Mua trong năm,Mua trong năm,-,917.945.454,-,-,-,917.945.454,,917945454.0,,,,917945454.0
Đầu tư XDCB hoàn thành,Nguyên giá > Đầu tư XDCB hoàn thành,Đầu tư XDCB hoàn thành,7.161.461.179,137.463.670.237,-,7.840.158.654,-,152.465.290.070,7161461179.0,137463670237.0,,7840158654.0,,152465290070.0
Phân loại lại,Nguyên giá > Phân loại lại,Phân loại lại,-,(800.299.731),800.299.731,-,-,-,,-800299731.0,800299731.0,,,
"Thanh lý, nhượng bán","Nguyên giá > Thanh lý, nhượng bán","Thanh lý, nhượng bán",(602.909.497),-,-,-,-,(602.909.497),-602909497.0,,,,,-602909497.0
Số dư cuối năm,Nguyên giá > Số dư cuối năm,Số dư cuối năm,8.592.524.388.309,23.806.030.142.724,379.730.718.347,37.838.399.055,15.501.982.813,32.831.625.631.248,8592524388309.0,23806030142724.0,379730718347.0,37838399055.0,15501982813.0,32831625631248.0
Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,,,,,,
Số dư đầu năm,Giá trị hao mòn lũy kế > Số dư đầu năm,Số dư đầu năm,3.821.028.736.026,18.260.512.021.645,376.346.199.879,26.556.889.081,13.807.526.263,22.498.251.372.894,3821028736026.0,18260512021645.0,376346199879.0,26556889081.0,13807526263.0,22498251372894.0
Khấu hao trong năm,Giá trị hao mòn lũy kế > Khấu hao trong năm,Khấu hao trong năm,326.893.093.589,1.114.039.170.807,1.088.445.559,3.296.565.823,350.474.405,1.445.667.750.183,326893093589.0,1114039170807.0,1088445559.0,3296565823.0,350474405.0,1445667750183.0
Hao mòn trong năm,Giá trị hao mòn lũy kế > Hao mòn trong năm,Hao mòn trong năm,1.913.531.188,-,-,-,-,1.913.531.188,1913531188.0,,,,,1913531188.0
Phân loại lại,Giá trị hao mòn lũy kế > Phân loại lại,Phân loại lại,7.891.852.364,(8.735.942.433),800.299.731,43.790.338,-,-,7891852364.0,-8735942433.0,800299731.0,43790338.0,,
"Thanh lý, nhượng bán","Giá trị hao mòn lũy kế > Thanh lý, nhượng bán","Thanh lý, nhượng bán",(602.909.497),-,-,-,-,(602.909.497),-602909497.0,,,,,-602909497.0
Số dư cuối năm,Giá trị hao mòn lũy kế > Số dư cuối năm,Số dư cuối năm,4.157.124.303.670,19.365.815.250.019,378.234.945.169,29.897.245.242,14.158.000.668,23.945.229.744.768,4157124303670.0,19365815250019.0,378234945169.0,29897245242.0,14158000668.0,23945229744768.0
Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,,,,,,
Số dư đầu năm,Giá trị còn lại > Số dư đầu năm,Số dư đầu năm,4.764.937.100.601,5.407.936.805.119,2.584.218.737,3.441.351.320,1.694.456.550,10.180.593.932.327,4764937100601.0,5407936805119.0,2584218737.0,3441351320.0,1694456550.0,10180593932327.0
Số dư cuối năm,Giá trị còn lại > Số dư cuối năm,Số dư cuối năm,4.435.400.084.639,4.440.214.892.705,1.495.773.178,7.941.153.813,1.343.982.145,8.886.395.886.480,4435400084639.0,4440214892705.0,1495773178.0,7941153813.0,1343982145.0,8886395886480.0
