row_label_raw,row_label_full,NGUỒN VỐN,NGUỒN VỐN_1,Mã số,Thuyết minh,Số cuối năm,Số đầu năm,numeric__NGUỒN VỐN_1,numeric__Mã số,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
C - NỘ PHẢI TRẢ,C - NỘ PHẢI TRẢ,C - NỘ PHẢI TRẢ,C - NỘ PHẢI TRẢ,300,,8.083.707.530.162,8.374.382.378.410,,300.0,,8083707530162.0,8374382378410.0
I.,I.,I.,Nợ ngắn hạn,310,,6.089.105.072.749,5.124.491.883.595,,310.0,,6089105072749.0,5124491883595.0
1.,1.,1.,Phải trả người bán ngắn hạn,311,V.11,2.752.429.454.212,1.486.235.997.537,,311.0,,2752429454212.0,1486235997537.0
2.,2.,2.,Người mua trả tiền trước ngắn hạn,312,,1.000.000.000,1.010.478.000,,312.0,,1000000000.0,1010478000.0
3.,3.,3.,Thuế và các khoản phải nộp Nhà nước,313,V.12.1,52.435.218.352,66.890.185.552,,313.0,,52435218352.0,66890185552.0
4.,4.,4.,Phải trả người lao động,314,,91.743.163.613,42.522.076.801,,314.0,,91743163613.0,42522076801.0
5.,5.,5.,Chi phí phải trả ngắn hạn,315,V.13,66.355.536.030,78.543.935.207,,315.0,,66355536030.0,78543935207.0
6.,6.,6.,Phải trả nội bộ ngắn hạn,316,,-,-,,316.0,,,
7.,7.,7.,Phải trả theo tiến độ kế hoạch hợp đồng xây dựng,317,,-,-,,317.0,,,
8.,8.,8.,Doanh thu chưa thực hiện ngắn hạn,318,,-,-,,318.0,,,
9.,9.,9.,Phải trả ngắn hạn khác,319,V.14,158.005.661.047,163.449.008.500,,319.0,,158005661047.0,163449008500.0
10.,10.,10.,Vay và nợ thuê tài chính ngắn hạn,320,V.15,2.935.279.026.810,3.257.829.643.120,,320.0,,2935279026810.0,3257829643120.0
11.,11.,11.,Dự phòng phải trả ngắn hạn,321,,-,-,,321.0,,,
12.,12.,12.,"Quỹ khen thưởng, phúc lợi",322,,31.857.012.685,28.010.558.878,,322.0,,31857012685.0,28010558878.0
13.,13.,13.,Quỹ bình ổn giá,323,,-,-,,323.0,,,
14.,14.,14.,Giao dịch mua bán lại trái phiếu Chính phủ,324,,-,-,,324.0,,,
II.,II.,II.,Nợ dài hạn,330,,1.994.602.457.413,3.249.890.494.815,,330.0,,1994602457413.0,3249890494815.0
1.,1.,1.,Phải trả người bán dài hạn,331,V.11,394.445.237.545,383.299.978.990,,331.0,,394445237545.0,383299978990.0
2.,2.,2.,Người mua trả tiền trước dài hạn,332,,-,-,,332.0,,,
3.,3.,3.,Chi phí phải trả dài hạn,333,,-,-,,333.0,,,
4.,4.,4.,Phải trả nội bộ về vốn kinh doanh,334,,-,-,,334.0,,,
5.,5.,5.,Phải trả nội bộ dài hạn,335,,-,-,,335.0,,,
6.,6.,6.,Doanh thu chưa thực hiện dài hạn,336,,-,-,,336.0,,,
7.,7.,7.,Phải trả dài hạn khác,337,,-,-,,337.0,,,
8.,8.,8.,Vay và nợ thuê tài chính dài hạn,338,V.15,1.582.104.364.779,2.848.469.498.754,,338.0,,1582104364779.0,2848469498754.0
9.,9.,9.,Trái phiếu chuyển đổi,339,,-,-,,339.0,,,
10.,10.,10.,Cổ phiếu ưu đãi,340,,-,-,,340.0,,,
11.,11.,11.,Thuế thu nhập hoãn lại phải trả,341,,-,-,,341.0,,,
12.,12.,12.,Dự phòng phải trả dài hạn,342,,-,-,,342.0,,,
13.,13.,13.,Quỹ phát triển khoa học và công nghệ,343,,18.052.855.089,18.121.017.071,,343.0,,18052855089.0,18121017071.0
