row_label_raw,row_label_full,col_0,Số năm nay,Số năm trước,numeric__Số năm nay,numeric__Số năm trước
Doanh thu bán điện,Doanh thu bán điện,Doanh thu bán điện,11.252.668.471.235,10.093.348.827.436,11252668471235.0,10093348827436.0
Doanh thu bán than,Doanh thu bán than,Doanh thu bán than,344.894.026.030,337.313.200.877,344894026030.0,337313200877.0
Doanh thu khác,Doanh thu khác,Doanh thu khác,116.937.303.746,112.641.844.739,116937303746.0,112641844739.0
Cộng,Cộng,Cộng,11.714.499.801.011,10.543.303.873.052,11714499801011.0,10543303873052.0
Trong đó,Trong đó,Trong đó,Trong đó,Trong đó,,
Doanh thu bán cho bên thứ ba,Trong đó > Doanh thu bán cho bên thứ ba,Doanh thu bán cho bên thứ ba,11.364.665.726.101,10.203.558.890.290,11364665726101.0,10203558890290.0
Doanh thu bán cho bên liên quan(Chi tiết tại Thuyết minh số VII.4),Trong đó > Doanh thu bán cho bên liên quan(Chi tiết tại Thuyết minh số VII.4),Doanh thu bán cho bên liên quan(Chi tiết tại Thuyết minh số VII.4),349.834.074.910,339.744.982.762,349834074910.0,339744982762.0
Cộng,Trong đó > Cộng,Cộng,11.714.499.801.011,10.543.303.873.052,11714499801011.0,10543303873052.0
