row_label_raw,row_label_full,col_0,Số cuối nămVND,Số đầu nămVND,numeric__Số cuối nămVND,numeric__Số đầu nămVND
Giai đoạn 2 - Dự án đầu tư xây dựng hệ thống cấp nước chuỗi đô thị Sơn Tây - Hòa Lạc - Xuân Mai - Miếu Môn - Hà Nội - Hà Đông,Giai đoạn 2 - Dự án đầu tư xây dựng hệ thống cấp nước chuỗi đô thị Sơn Tây - Hòa Lạc - Xuân Mai - Miếu Môn - Hà Nội - Hà Đông,Giai đoạn 2 - Dự án đầu tư xây dựng hệ thống cấp nước chuỗi đô thị Sơn Tây - Hòa Lạc - Xuân Mai - Miếu Môn - Hà Nội - Hà Đông,1.515.568.837.872,559.224.380.745,1515568837872.0,559224380745.0
Khu công nghiệp Yên Mỹ,Khu công nghiệp Yên Mỹ,Khu công nghiệp Yên Mỹ,1.149.719.328.914,913.776.440.065,1149719328914.0,913776440065.0
Dự án Khu công nghiệp Yên Phong II-C,Dự án Khu công nghiệp Yên Phong II-C,Dự án Khu công nghiệp Yên Phong II-C,861.454.241.489,929.595.928.553,861454241489.0,929595928553.0
Dự án Khu công nghiệp Thuận Thành giai đoạn I,Dự án Khu công nghiệp Thuận Thành giai đoạn I,Dự án Khu công nghiệp Thuận Thành giai đoạn I,735.112.262.520,289.145.505.973,735112262520.0,289145505973.0
Dự án xây dựng văn phòng khách sạn tại số 10 Trần Nguyên Hãn,Dự án xây dựng văn phòng khách sạn tại số 10 Trần Nguyên Hãn,Dự án xây dựng văn phòng khách sạn tại số 10 Trần Nguyên Hãn,616.431.481.490,306.464.567.287,616431481490.0,306464567287.0
Dự án Khu công nghiệp Phú Hà - Giai đoạn 1,Dự án Khu công nghiệp Phú Hà - Giai đoạn 1,Dự án Khu công nghiệp Phú Hà - Giai đoạn 1,614.866.707.975,399.619.644.653,614866707975.0,399619644653.0
Dự án Angsana Vân Hải - RESORT & VILLAS,Dự án Angsana Vân Hải - RESORT & VILLAS,Dự án Angsana Vân Hải - RESORT & VILLAS,402.142.050.310,-,402142050310.0,
Dự án Khu Công nghiệp Tiền Hải Thái Bình,Dự án Khu Công nghiệp Tiền Hải Thái Bình,Dự án Khu Công nghiệp Tiền Hải Thái Bình,347.594.187.627,-,347594187627.0,
Dự án Khu công nghiệp Phong Điền - Viglacera,Dự án Khu công nghiệp Phong Điền - Viglacera,Dự án Khu công nghiệp Phong Điền - Viglacera,236.137.311.515,-,236137311515.0,
Dự án Nhà máy Kính nối Siêu trắng Phú Mỹ giai đoạn 2,Dự án Nhà máy Kính nối Siêu trắng Phú Mỹ giai đoạn 2,Dự án Nhà máy Kính nối Siêu trắng Phú Mỹ giai đoạn 2,194.892.401.053,-,194892401053.0,
Dự án trung tâm thương mại và văn phòng cao cấp tại 799 Kinh Dương Vương (i),Dự án trung tâm thương mại và văn phòng cao cấp tại 799 Kinh Dương Vương (i),Dự án trung tâm thương mại và văn phòng cao cấp tại 799 Kinh Dương Vương (i),127.443.482.364,127.443.482.364,127443482364.0,127443482364.0
Dự án Khu công nghiệp Yên Phong mở rộng,Dự án Khu công nghiệp Yên Phong mở rộng,Dự án Khu công nghiệp Yên Phong mở rộng,30.428.067.594,476.296.805.332,30428067594.0,476296805332.0
Dự án nâng cấp Dây chuyển 1 Nhà máy Viglacera Tiên Sơn,Dự án nâng cấp Dây chuyển 1 Nhà máy Viglacera Tiên Sơn,Dự án nâng cấp Dây chuyển 1 Nhà máy Viglacera Tiên Sơn,,644.300.426.930,,644300426930.0
Xây dựng cơ bản dở dang khác,Xây dựng cơ bản dở dang khác,Xây dựng cơ bản dở dang khác,1.240.189.407.202,1.900.497.725.445,1240189407202.0,1900497725445.0
,,,8.071.979.767.925,6.546.364.907.347,8071979767925.0,6546364907347.0
