row_label_raw,row_label_full,col_0,TÀI SẢN,Mã số,Thuyết minh,Số cuối năm,Số đầu năm,numeric__TÀI SẢN,numeric__Mã số,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
B.,B.,B.,TÀI SẢN DÀI HẠN,200,,32.584.545.398.482,31.386.013.641.604,,200.0,,32584545398482.0,31386013641604.0
I.,I.,I.,Các khoản phải thu dài hạn,210,,335.175.420.670,304.375.286.415,,210.0,,335175420670.0,304375286415.0
1.,1.,1.,Phải thu về cho vay dài hạn,215,,15.000.000.000,-,,215.0,,15000000000.0,
2.,2.,2.,Phải thu dài hạn khác,216,7,320.175.420.670,304.375.286.415,,216.0,7.0,320175420670.0,304375286415.0
II.,II.,II.,Tài sản cố định,220,,16.954.106.471.212,17.270.356.761.877,,220.0,,16954106471212.0,17270356761877.0
1.,1.,1.,Tài sản cố định hữu hình,221,11,16.030.941.066.784,16.284.235.391.976,,221.0,11.0,16030941066784.0,16284235391976.0
1.,1.,1.,- Nguyễn giá,222,,26.272.945.175.646,25.405.419.796.511,,222.0,,26272945175646.0,25405419796511.0
1.,1.,1.,- Giá trị hao mòn lũy kế,223,,(10.242.004.108.862),(9.121.184.404.535),,223.0,,-10242004108862.0,-9121184404535.0
2.,2.,2.,Tài sản cố định thuê tài chính,224,12,262.667.350.125,276.291.656.613,,224.0,12.0,262667350125.0,276291656613.0
2.,2.,2.,- Nguyễn giá,225,,290.192.577.450,330.719.265.460,,225.0,,290192577450.0,330719265460.0
2.,2.,2.,- Giá trị hao mòn lũy kế,226,,(27.525.227.325),(54.427.608.847),,226.0,,-27525227325.0,-54427608847.0
3.,3.,3.,Tài sản cố định vô hình,227,13,660.498.054.303,709.829.713.288,,227.0,13.0,660498054303.0,709829713288.0
3.,3.,3.,- Nguyễn giá,228,,810.336.715.889,840.468.721.535,,228.0,,810336715889.0,840468721535.0
3.,3.,3.,- Giá trị hao mòn lũy kế,229,,(149.838.661.586),(130.639.008.247),,229.0,,-149838661586.0,-130639008247.0
III.,III.,III.,Bất động sản đầu tư,230,14,2.626.694.521.493,2.527.944.095.419,,230.0,14.0,2626694521493.0,2527944095419.0
III.,III.,III.,- Nguyên giá,231,,10.416.616.475.325,8.391.776.659.108,,231.0,,10416616475325.0,8391776659108.0
III.,III.,III.,- Giá trị hao mòn lũy kế,232,,(7.789.921.953.832),(5.863.832.563.689),,232.0,,-7789921953832.0,-5863832563689.0
IV.,IV.,IV.,Tài sản dở dang dài hạn,240,,8.071.979.767.925,6.546.364.907.347,,240.0,,8071979767925.0,6546364907347.0
1.,1.,1.,Chi phí xây dựng cơ bản dở dang,242,15,8.071.979.767.925,6.546.364.907.347,,242.0,15.0,8071979767925.0,6546364907347.0
V.,V.,V.,Đầu tư tài chính dài hạn,250,,1.818.203.005.731,1.783.048.405.915,,250.0,,1818203005731.0,1783048405915.0
1.,1.,1.,"Đầu tư vào công ty liên doanh, liên kết",252,16,1.685.887.706.529,1.650.702.135.253,,252.0,16.0,1685887706529.0,1650702135253.0
2.,2.,2.,Đầu tư góp vốn vào đơn vị khác,253,16,133.427.689.404,133.427.689.404,,253.0,16.0,133427689404.0,133427689404.0
3.,3.,3.,Dự phòng đầu tư tài chính dài hạn,254,,(1.214.690.202),(1.183.718.742),,254.0,,-1214690202.0,-1183718742.0
4.,4.,4.,Đầu tư nằm giữ đến ngày đáo hạn,255,,102.300.000,102.300.000,,255.0,,102300000.0,102300000.0
VI.,VI.,VI.,Tài sản dài hạn khác,260,,2.778.386.211.451,2.953.924.184.631,,260.0,,2778386211451.0,2953924184631.0
1.,1.,1.,Chi phí trả trước dài hạn,261,10,1.268.062.516.354,1.234.131.098.626,,261.0,10.0,1268062516354.0,1234131098626.0
2.,2.,2.,Tài sản thuế thu nhập hoãn lại,262,26,30.994.667.211,32.269.365.935,,262.0,26.0,30994667211.0,32269365935.0
3.,3.,3.,"Thiết bị, vật tư, phụ tùng thay thế dài hạn",263,,5.822.205.154,6.250.053.754,,263.0,,5822205154.0,6250053754.0
4.,4.,4.,Lợi thế thương mại,269,17,1.473.506.822.732,1.681.273.666.316,,269.0,17.0,1473506822732.0,1681273666316.0
,,,TỔNG CỘNG TÀI SẢN (270=100+200),270,,52.384.834.524.135,61.189.346.991.646,,270.0,,52384834524135.0,61189346991646.0
