row_label_raw,row_label_full,col_0,Số đầu năm > Giá trị,Số đầu năm > VND Số có khả năng trả nợ,Số đầu năm > Tăng,Trong năm > VND Giảm,Trong năm > Giá trị,Số cuối năm > VND Số có khả năng trả nợ,numeric__Số đầu năm > Giá trị,numeric__Số đầu năm > VND Số có khả năng trả nợ,numeric__Số đầu năm > Tăng,numeric__Trong năm > VND Giảm,numeric__Trong năm > Giá trị,numeric__Số cuối năm > VND Số có khả năng trả nợ
Vay ngắn hạn (i),Vay ngắn hạn (i),Vay ngắn hạn (i),6.733.363.356.169,6.733.363.356.169,16.805.304.245.945,18.982.581.392.945,4.556.086.209.169,4.556.086.209.169,6733363356169.0,6733363356169.0,16805304245945.0,18982581392945.0,4556086209169.0,4556086209169.0
Vay ngân hàng,Vay ngân hàng,Vay ngân hàng,6.693.655.895.319,6.693.655.895.319,16.677.333.768.210,18.842.393.054.323,4.528.596.609.206,4.528.596.609.206,6693655895319.0,6693655895319.0,16677333768210.0,18842393054323.0,4528596609206.0,4528596609206.0
Vay đổi tượng khác,Vay đổi tượng khác,Vay đổi tượng khác,39.707.460.850,39.707.460.850,127.970.477.735,140.188.338.622,27.489.599.963,27.489.599.963,39707460850.0,39707460850.0,127970477735.0,140188338622.0,27489599963.0,27489599963.0
Nợ dài hạn đến hạn trả,Nợ dài hạn đến hạn trả,Nợ dài hạn đến hạn trả,1.639.046.834.855,1.639.046.834.855,2.719.221.156.394,1.718.438.754.060,2.639.829.237.189,2.639.829.237.189,1639046834855.0,1639046834855.0,2719221156394.0,1718438754060.0,2639829237189.0,2639829237189.0
Vay dài hạn và nợ thuê tài chính dài hạn đến hạn trả,Vay dài hạn và nợ thuê tài chính dài hạn đến hạn trả,Vay dài hạn và nợ thuê tài chính dài hạn đến hạn trả,1.121.434.576.945,1.121.434.576.945,1.391.659.055.769,1.109.889.580.536,1.403.204.052.178,1.403.204.052.178,1121434576945.0,1121434576945.0,1391659055769.0,1109889580536.0,1403204052178.0,1403204052178.0
Trái phiếu đến hạn thanh toán,Trái phiếu đến hạn thanh toán,Trái phiếu đến hạn thanh toán,517.612.257.910,517.612.257.910,1.327.562.100.625,608.549.173.524,1.236.625.185.011,1.236.625.185.011,517612257910.0,517612257910.0,1327562100625.0,608549173524.0,1236625185011.0,1236625185011.0
,,,8.372.410.191.024,8.372.410.191.024,19.524.525.402.339,20.701.020.147.005,7.195.915.446.358,7.195.915.446.358,8372410191024.0,8372410191024.0,19524525402339.0,20701020147005.0,7195915446358.0,7195915446358.0
