row_label_raw,row_label_full,col_0,TÀI SẢN,Mã số,Thuyết minh,Số cuối năm,Số đầu năm,numeric__TÀI SẢN,numeric__Mã số,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
A.,A.,A.,TÀI SẢN NGẮN HẠN,100,,19.800.289.125.653,29.803.333.350.042,,100.0,,19800289125653.0,29803333350042.0
I.,I.,I.,Tiền và các khoản tương đương tiền,110,4,3.156.250.619.707,4.906.107.815.875,,110.0,4.0,3156250619707.0,4906107815875.0
1.,1.,1.,Tiền,111,,1.928.295.436.172,3.447.691.649.096,,111.0,,1928295436172.0,3447691649096.0
2.,2.,2.,Các khoản tương đương tiền,112,,1.227.955.183.535,1.458.416.166.779,,112.0,,1227955183535.0,1458416166779.0
II.,II.,II.,Đầu tư tài chính ngắn hạn,120,,2.520.704.273.989,7.373.702.346.881,,120.0,,2520704273989.0,7373702346881.0
1.,1.,1.,Chứng khoán kinh doanh,121,5,2.171.365.550.185,7.053.593.032.908,,121.0,5.0,2171365550185.0,7053593032908.0
2.,2.,2.,Dự phòng giảm giá chứng khoán kinh doanh,122,5,(2.525.400.000),(17.500.698.920),,122.0,5.0,-2525400000.0,-17500698920.0
3.,3.,3.,Đầu tư nằm giữ đến ngày đáo hạn,123,5,351.864.123.804,337.610.012.893,,123.0,5.0,351864123804.0,337610012893.0
III.,III.,III.,Các khoản phải thu ngắn hạn,130,,4.184.462.443.098,5.067.886.998.302,,130.0,,4184462443098.0,5067886998302.0
1.,1.,1.,Phải thu ngắn hạn của khách hàng,131,6,2.745.412.846.750,3.856.064.637.120,,131.0,6.0,2745412846750.0,3856064637120.0
2.,2.,2.,Trả trước cho người bán ngắn hạn,132,,1.147.704.122.949,758.150.098.602,,132.0,,1147704122949.0,758150098602.0
3.,3.,3.,Phải thu về cho vay ngắn hạn,135,,14.800.000.000,15.448.756.747,,135.0,,14800000000.0,15448756747.0
4.,4.,4.,Phải thu ngắn hạn khác,136,7,836.624.433.161,974.897.495.986,,136.0,7.0,836624433161.0,974897495986.0
5.,5.,5.,Dự phòng phải thu ngắn hạn khó đòi,137,8,(560.078.959.762),(536.673.990.153),,137.0,8.0,-560078959762.0,-536673990153.0
IV.,IV.,IV.,Hàng tồn kho,140,,9.110.749.017.578,11.533.262.402.556,,140.0,,9110749017578.0,11533262402556.0
1.,1.,1.,Hàng tồn kho,141,9,9.281.313.978.372,11.665.393.002.869,,141.0,9.0,9281313978372.0,11665393002869.0
2.,2.,2.,Dự phòng giảm giá hàng tồn kho,149,9,(170.564.960.794),(132.130.600.313),,149.0,9.0,-170564960794.0,-132130600313.0
V.,V.,V.,Tài sản ngắn hạn khác,150,,828.122.771.281,922.373.786.428,,150.0,,828122771281.0,922373786428.0
1.,1.,1.,Chi phí trả trước ngắn hạn,151,10,87.192.524.594,136.244.196.844,,151.0,10.0,87192524594.0,136244196844.0
2.,2.,2.,Thuế giá trị gia tăng được khấu trừ,152,,698.795.564.929,758.621.288.317,,152.0,,698795564929.0,758621288317.0
3.,3.,3.,Thuế và các khoản khác phải thu Nhà nước,153,20,42.134.681.758,27.508.301.267,,153.0,20.0,42134681758.0,27508301267.0
