row_label_raw,row_label_full,col_0,Sản xuất và kinh doanh thiết bị điện,Sản xuất và kinh doanh năng lượng,"Bán và cho thuê bất động sản, hạ tầng khu công nghiệp",Sản xuất và kinh doanh vật liệu xây dựng,Khác,Tổng cộng,numeric__Sản xuất và kinh doanh thiết bị điện,numeric__Sản xuất và kinh doanh năng lượng,"numeric__Bán và cho thuê bất động sản, hạ tầng khu công nghiệp",numeric__Sản xuất và kinh doanh vật liệu xây dựng,numeric__Khác,numeric__Tổng cộng
,,,VND,VND,VND,VND,VND,VND,,,,,,
Doanh thu thuần,Doanh thu thuần,Doanh thu thuần,18.539.491.749.887,1.133.143.478.877,2.936.556.033.708,5.805.595.071.446,163.612.300.531,28.578.398.634.449,18539491749887.0,1133143478877.0,2936556033708.0,5805595071446.0,163612300531.0,28578398634449.0
Kết quả,Kết quả,Kết quả,,,,,,,,,,,,
Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,Kết quả > Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,1.810.770.608.918,539.491.192.473,784.105.409.075,1.199.700.642.952,38.953.441.981,4.373.021.295.399,1810770608918.0,539491192473.0,784105409075.0,1199700642952.0,38953441981.0,4373021295399.0
(Chi phí) không phân bổ,Kết quả > (Chi phí) không phân bổ,(Chi phí) không phân bổ,,,,,,(2.316.028.478.963),,,,,,-2316028478963.0
Lợi nhuận thuần trước thuế,Kết quả > Lợi nhuận thuần trước thuế,Lợi nhuận thuần trước thuế,,,,,,2.056.992.816.436,,,,,,2056992816436.0
Chi phí thuế thu nhập doanh nghiệp,Kết quả > Chi phí thuế thu nhập doanh nghiệp,Chi phí thuế thu nhập doanh nghiệp,,,,,,390.633.514.372,,,,,,390633514372.0
Lợi nhuận thuần sau thuế,Kết quả > Lợi nhuận thuần sau thuế,Lợi nhuận thuần sau thuế,,,,,,1.666.359.302.064,,,,,,1666359302064.0
