row_label_raw,row_label_full,STT,Tên công ty con,Trụ sở chính,Tỷ lệ phần sở hữu (%),Tỷ lệ quyền biểu quyết (%),Hoạt động chính,numeric__Tên công ty con,numeric__Trụ sở chính,numeric__Tỷ lệ phần sở hữu (%),numeric__Tỷ lệ quyền biểu quyết (%),numeric__Hoạt động chính
17.,17.,17.,Công ty TNHH CHAO - Viglacera,Hà Nội,"100,00%","100,00%","Dịch vụ, du lịch, nhà hàng",,,1.0,1.0,
18.,18.,18.,Công ty Cổ phần Phát triển Khu công nghiệp Viglacera Yên Mỹ (Trước đây là Công ty Cổ phần Phát triển Khu công nghiệp Viglacera Yên Mỹ - Hưng Yên),Hưng Yên,"60,00%","60,00%",Đầu tư xây dựng và kinh doanh hạ tầng khu công nghiệp,,,0.6,0.6,
18.1,18.1,18.1,Công ty TNHH Thi công Hạ tàng Viglacera Yên Mỹ (*),Hưng Yên,"60,00%","100,00%",Đầu tư xây dựng,,,0.6,1.0,
19.,19.,19.,Công ty ViMariel - CTCP,Cuba,"99,13%","99,95%",Kinh doanh hạ tầng khu công nghiệp,,,0.9913,0.9995,
20.,20.,20.,Công ty TNHH Kính nổi siêu trắng Phú Mỹ,Bà Rịa - Vũng Tàu,"65,00%","65,00%",Sản xuất các sản phẩm kính,,,0.65,0.65,
21.,21.,21.,Công ty Cổ phần kinh doanh Gạch ốp lát Viglacera (*) (a),Hà Nội,"51,02%",100%,Kinh doanh các sản phẩm gạch ốp lát,,,0.5102,1.0,
