row_label_raw,row_label_full,col_0,Số cuối năm > Giá gốc,Số cuối năm > Giá trị ghi sổ,Số đầu năm > Giá gốc,Số đầu năm > Giá trị ghi sổ,numeric__Số cuối năm > Giá gốc,numeric__Số cuối năm > Giá trị ghi sổ,numeric__Số đầu năm > Giá gốc,numeric__Số đầu năm > Giá trị ghi sổ
Dải hạn,Dải hạn,Dải hạn,,,,,,,,
- Trái phiếu dài hạn,Dải hạn > - Trái phiếu dài hạn,- Trái phiếu dài hạn,20.000.000.000,20.000.000.000,20.000.000.000,20.000.000.000,20000000000.0,20000000000.0,20000000000.0,20000000000.0
TỔNG CỘNG,Dải hạn > TỔNG CỘNG,TỔNG CỘNG,20.000.000.000,20.000.000.000,20.000.000.000,20.000.000.000,20000000000.0,20000000000.0,20000000000.0,20000000000.0
