row_label_raw,row_label_full,Mã số,TÀI SẢN,Thuyết minh,Số cuối năm,Số đầu năm,numeric__TÀI SẢN,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
100,100,100,A. TÀI SẢN NGẮN HẠN,,39.509.657.456.319,27.199.433.210.089,,,39509657456319.0,27199433210089.0
110,110,110,I. Tiền và các khoản tương đương tiền,4,1.561.582.285.455,1.360.177.826.566,,4.0,1561582285455.0,1360177826566.0
111,111,111,1. Tiền,,1.561.582.285.455,1.360.177.826.566,,,1561582285455.0,1360177826566.0
120,120,120,II. Đầu tư tài chính ngắn hạn,5,12.863.880.000,13.372.452.000,,5.0,12863880000.0,13372452000.0
121,121,121,1. Chứng khoán kinh doanh,,32.369.112.000,32.369.112.000,,,32369112000.0,32369112000.0
122,122,122,2. Dự phòng giảm giá chứng khoán kinh doanh,,(19.505.232.000),(18.996.660.000),,,-19505232000.0,-18996660000.0
130,130,130,III. Các khoản phải thu ngắn hạn,,27.462.056.235.478,15.541.218.687.080,,,27462056235478.0,15541218687080.0
131,131,131,1. Phải thu ngắn hạn của khách hàng,6.1,1.242.294.182.291,883.517.847.090,,61.0,1242294182291.0,883517847090.0
132,132,132,2. Trả trước cho người bán ngắn hạn,6.2,1.847.597.336.664,515.334.735.744,,62.0,1847597336664.0,515334735744.0
135,135,135,3. Phải thu về cho vay ngắn hạn,7,19.925.791.073.049,9.916.131.797.015,,7.0,19925791073049.0,9916131797015.0
136,136,136,4. Phải thu ngắn hạn khác,8,4.685.406.506.064,4.257.348.097.402,,8.0,4685406506064.0,4257348097402.0
137,137,137,5. Dự phòng phải thu ngắn hạn khó đòi,"6.1, 7, 8",(239.032.862.590),(31.113.790.171),,,-239032862590.0,-31113790171.0
140,140,140,IV. Hàng tồn kho,,9.766.013.441.059,5.290.511.327.802,,,9766013441059.0,5290511327802.0
141,141,141,1. Hàng tồn kho,10,9.766.013.441.059,5.290.511.327.802,,10.0,9766013441059.0,5290511327802.0
150,150,150,V. Tài sản ngắn hạn khác,,707.141.614.327,4.994.152.916.641,,,707141614327.0,4994152916641.0
151,151,151,1. Chi phí trả trước ngắn hạn,11,622.732.735.681,114.644.228.063,,11.0,622732735681.0,114644228063.0
152,152,152,2. Thuế GTGT được khấu trừ,,454.273.896,155.554.083.828,,,454273896.0,155554083828.0
155,155,155,3. Tài sản ngắn hạn khác,12,83.954.604.750,4.723.954.604.750,,12.0,83954604750.0,4723954604750.0
