row_label_raw,row_label_full,col_0,Đơn vị tính: VND > Giá trị đồng thời là số có khả năng trả nợ > Số cuối năm,Đơn vị tính: VND > Giá trị đồng thời là số có khả năng trả nợ > Số đầu năm,numeric__Đơn vị tính: VND > Giá trị đồng thời là số có khả năng trả nợ > Số cuối năm,numeric__Đơn vị tính: VND > Giá trị đồng thời là số có khả năng trả nợ > Số đầu năm
Trả trước theo các hợp đồng chuyển nhượng bắt động sản,Trả trước theo các hợp đồng chuyển nhượng bắt động sản,Trả trước theo các hợp đồng chuyển nhượng bắt động sản,8.128.617.234.858,1.401.829.924.191,8128617234858.0,1401829924191.0
Trả trước theo hợp đồng xây dựng,Trả trước theo hợp đồng xây dựng,Trả trước theo hợp đồng xây dựng,124.567.504.500,-,124567504500.0,
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,8.253.184.739.358,1.401.829.924.191,8253184739358.0,1401829924191.0
