row_label_raw,row_label_full,col_0,Thuyết minh,Số cuối năm > Giá gốc,Số cuối năm > Dự phòng,Số đầu năm > Giá gốc,Số đầu năm > Dự phòng,numeric__Thuyết minh,numeric__Số cuối năm > Giá gốc,numeric__Số cuối năm > Dự phòng,numeric__Số đầu năm > Giá gốc,numeric__Số đầu năm > Dự phòng
Đầu tư vào công ty con,Đầu tư vào công ty con,Đầu tư vào công ty con,17.1,56.274.105.299.937,(218.624.976.759),46.106.922.943.969,(88.913.079.699),171.0,56274105299937.0,-218624976759.0,46106922943969.0,-88913079699.0
Đầu tư góp vốn vào đơn vị khác,Đầu tư góp vốn vào đơn vị khác,Đầu tư góp vốn vào đơn vị khác,17.2,1.853.577.500.000,-,1.584.777.500.000,(56.192.900.196),172.0,1853577500000.0,,1584777500000.0,-56192900196.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,,58.127.682.799.937,(218.624.976.759),47.691.700.443.969,(145.105.979.895),,58127682799937.0,-218624976759.0,47691700443969.0,-145105979895.0
