row_label_raw,row_label_full,col_0,Số cuối năm,Đơn vị tính: VND > Số đầu năm,numeric__Số cuối năm,numeric__Đơn vị tính: VND > Số đầu năm
Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,,
Tiền đặt cọc theo các thỏa thuận và hợp đồng hợp tác đầu tư các dự án bất động sản (i),Ngắn hạn > Tiền đặt cọc theo các thỏa thuận và hợp đồng hợp tác đầu tư các dự án bất động sản (i),Tiền đặt cọc theo các thỏa thuận và hợp đồng hợp tác đầu tư các dự án bất động sản (i),5.591.201.384.032,950.481.728.811,5591201384032.0,950481728811.0
"Tiền thu từ các hợp đồng vay vốn, đặt cọc liên quan đến các dự án bất động sản","Ngắn hạn > Tiền thu từ các hợp đồng vay vốn, đặt cọc liên quan đến các dự án bất động sản","Tiền thu từ các hợp đồng vay vốn, đặt cọc liên quan đến các dự án bất động sản",4.869.573.866.053,691.065.242.917,4869573866053.0,691065242917.0
Tiền quản lý tập trung phải trả các công ty con (Thuyết minh số 31.2),Ngắn hạn > Tiền quản lý tập trung phải trả các công ty con (Thuyết minh số 31.2),Tiền quản lý tập trung phải trả các công ty con (Thuyết minh số 31.2),1.322.645.641.921,1.021.623.900.009,1322645641921.0,1021623900009.0
Phải trả từ chương trình quản lý thể VinID,Ngắn hạn > Phải trả từ chương trình quản lý thể VinID,Phải trả từ chương trình quản lý thể VinID,933.789.282.819,159.973.084.235,933789282819.0,159973084235.0
Đặt cọc để mua các khoản đầu tư (ii),Ngắn hạn > Đặt cọc để mua các khoản đầu tư (ii),Đặt cọc để mua các khoản đầu tư (ii),581.062.000.000,275.000.000.000,581062000000.0,275000000000.0
Phải trả ngắn hạn khác (iii),Ngắn hạn > Phải trả ngắn hạn khác (iii),Phải trả ngắn hạn khác (iii),258.551.972.848,131.912.102.874,258551972848.0,131912102874.0
TỔNG CỘNG,Ngắn hạn > TỔNG CỘNG,TỔNG CỘNG,13.556.824.147.673,3.230.056.058.846,13556824147673.0,3230056058846.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Phải trả khác,Trong đó: > Phải trả khác,Phải trả khác,6.351.267.766.848,1.160.344.031.712,6351267766848.0,1160344031712.0
Phải trả các bên liên quan(Thuyết minh số 31.2),Trong đó: > Phải trả các bên liên quan(Thuyết minh số 31.2),Phải trả các bên liên quan(Thuyết minh số 31.2),7.205.556.380.825,2.069.712.027.134,7205556380825.0,2069712027134.0
Dài hạn,Dài hạn,Dài hạn,Dài hạn,Dài hạn,,
Tiền đặt cọc cho bên liên quan theo hợp đồng hợp tác đầu tư các dự án bất động sản(Thuyết minh số 31.2),Dài hạn > Tiền đặt cọc cho bên liên quan theo hợp đồng hợp tác đầu tư các dự án bất động sản(Thuyết minh số 31.2),Tiền đặt cọc cho bên liên quan theo hợp đồng hợp tác đầu tư các dự án bất động sản(Thuyết minh số 31.2),226.000.000.000,-,226000000000.0,
TỔNG CỘNG,Dài hạn > TỔNG CỘNG,TỔNG CỘNG,226.000.000.000,-,226000000000.0,
