row_label_raw,row_label_full,col_0,Năm nay,Đơn vị tính: VND,numeric__Năm nay,numeric__Đơn vị tính: VND
Tổng lợi nhuận kế toán trước thuế,Tổng lợi nhuận kế toán trước thuế,Tổng lợi nhuận kế toán trước thuế,2.646.513.736.247,1.430.636.137.802,2646513736247.0,1430636137802.0
Thuế TNDN theo thuế suất áp dụng cho Công ty,Thuế TNDN theo thuế suất áp dụng cho Công ty,Thuế TNDN theo thuế suất áp dụng cho Công ty,529.302.747.249,286.127.227.560,529302747249.0,286127227560.0
Các khoản điều chỉnh chi phí thuế TNDN hiện hành:,Các khoản điều chỉnh chi phí thuế TNDN hiện hành:,Các khoản điều chỉnh chi phí thuế TNDN hiện hành:,Các khoản điều chỉnh chi phí thuế TNDN hiện hành:,Các khoản điều chỉnh chi phí thuế TNDN hiện hành:,,
Chi phí từ thiện và hỗ trợ,Các khoản điều chỉnh chi phí thuế TNDN hiện hành: > Chi phí từ thiện và hỗ trợ,Chi phí từ thiện và hỗ trợ,106.365.580.181,22.808.816.914,106365580181.0,22808816914.0
Điều chỉnh chi phí thuế TNDN do ghi nhận thiếu kỳ trước,Các khoản điều chỉnh chi phí thuế TNDN hiện hành: > Điều chỉnh chi phí thuế TNDN do ghi nhận thiếu kỳ trước,Điều chỉnh chi phí thuế TNDN do ghi nhận thiếu kỳ trước,15.439.411.001,-,15439411001.0,
Chi phí marketing cho các căn hộ chưa bàn giao,Các khoản điều chỉnh chi phí thuế TNDN hiện hành: > Chi phí marketing cho các căn hộ chưa bàn giao,Chi phí marketing cho các căn hộ chưa bàn giao,2.702.278.621,778.234.893,2702278621.0,778234893.0
Chi phí khấu hao ngoài mức quy định của thuế,Các khoản điều chỉnh chi phí thuế TNDN hiện hành: > Chi phí khấu hao ngoài mức quy định của thuế,Chi phí khấu hao ngoài mức quy định của thuế,2.419.788.099,2.191.553.757,2419788099.0,2191553757.0
Lợi nhuận sau thuế chia sẻ cho công ty con theo hợp đồng hợp tác đầu tư,Các khoản điều chỉnh chi phí thuế TNDN hiện hành: > Lợi nhuận sau thuế chia sẻ cho công ty con theo hợp đồng hợp tác đầu tư,Lợi nhuận sau thuế chia sẻ cho công ty con theo hợp đồng hợp tác đầu tư,2.400.000.000,5.560.000.000,2400000000.0,5560000000.0
Cổ tức được chia,Các khoản điều chỉnh chi phí thuế TNDN hiện hành: > Cổ tức được chia,Cổ tức được chia,(394.303.430.345),(261.906.728.728),-394303430345.0,-261906728728.0
Lỗ năm trước chuyển sang,Các khoản điều chỉnh chi phí thuế TNDN hiện hành: > Lỗ năm trước chuyển sang,Lỗ năm trước chuyển sang,-,(9.838.179.465),,-9838179465.0
Các khoản điều chỉnh khác,Các khoản điều chỉnh chi phí thuế TNDN hiện hành: > Các khoản điều chỉnh khác,Các khoản điều chỉnh khác,21.922.768.776,(138.548.323),21922768776.0,-138548323.0
Chi phí thuế TNDN,Các khoản điều chỉnh chi phí thuế TNDN hiện hành: > Chi phí thuế TNDN,Chi phí thuế TNDN,286.249.143.582,45.582.376.608,286249143582.0,45582376608.0
