row_label_raw,row_label_full,STT,Tên công ty,Tên viết tắt,Tỷ lệ biểu quyết (%),Tỷ lệ lợi ích (%),Trụ sở chính,Hoạt động chính,numeric__Tên công ty,numeric__Tên viết tắt,numeric__Tỷ lệ biểu quyết (%),numeric__Tỷ lệ lợi ích (%),numeric__Trụ sở chính,numeric__Hoạt động chính
23,23,23,Công ty TNHH Kinh doanh Bất động sản Phú Gia,Công ty Phú Gia,"98,00","96,85","63 phố Hàng Gà, phường Hàng Bồ, quận Hoàn Kiểm, TP Hà Nội","Đầu tư, xây dựng và kinh doanh bất động sản",,,98.0,96.85,,
24,24,24,Công ty Cổ phần Tư vấn Đầu tư và Đầu tư Việt Nam,Công ty Đầu tư Việt Nam,"50,00","49,41","Số 191, phố Bà Triệu, phường Lê Đai Hành, quận Hai Bà Trưng, TP Hà Nội","Đầu tư, xây dựng và kinh doanh bất động sản",,,50.0,49.41,,
25,25,25,Công ty Cổ phần Đầu tư Kinh doanh Bất động sản Thăng Long,Công ty BĐS Thăng Long,"63,00","63,00","Số 13 Hai Bà Trưng, phường Tràng Tiền, quận Hoàn Kiểm, TP Hà Nội","Đầu tư, xây dựng và kinh doanh bất động sản",,,63.0,63.0,,
26,26,26,Công ty Cổ phần Phát triển Nhà Phúc Đồng,Công ty Nhà Phúc Đồng,"98,00","98,00","Tầng 1, Sảnh A tòa E3, Khu nhà ở xã hội Ecohome1, phường Đồng Ngọc, quận Bắc Từ Liêm, TP Hà Nội","Đầu tư, xây dựng và kinh doanh bất động sản",,,98.0,98.0,,
27,27,27,Công ty Cổ phần Đầu tư Bất động sản Prime Land,Công ty Prime Land,"100,00","98,45","Thôn Yên Nhân, xã Tiền Phong, Huyện Mê Linh, Hà Nội","Đầu tư, xây dựng và kinh doanh bất động sản",,,100.0,98.45,,
28,28,28,Công ty Cổ phần Vinpearl,Công ty Vinpearl,"100,00","99,64","Đảo Hòn Tre, phường Vĩnh Nguyên, TP Nha Trang, tỉnh Khánh Hòa","Đầu tư, xây dựng và kinh doanh dịch vụ nhà hàng, khách sạn",,,100.0,99.64,,
29,29,29,Công ty TNHH Bất động sản Tây Tăng Long,Công ty Tây Tăng Long,"90,00","89,46","Số 72 Lê Thánh Tôn, phường Bến Nghé, quận 1, TP Hồ Chí Minh","Đầu tư, xây dựng và kinh doanh bất động sản",,,90.0,89.46,,
30,30,30,Công ty TNHH Đầu tư Cam Ranh,Công ty Cam Ranh,"90,00","89,68","16 Mạc Đĩnh Chi, phường Phước Tiến, TP Nha Trang, tỉnh Khánh Hòa","Đầu tư, xây dựng và kinh doanh dịch vụ nhà hàng, khách sạn",,,90.0,89.68,,
31,31,31,Công ty Cổ phần Du lịch Hòn Một,Công ty Hòn Một,"83,63","83,33","Đảo Hòn Tre, phường Vĩnh Nguyên, TP Nha Trang, tỉnh Khánh Hòa","Đầu tư, xây dựng và kinh doanh dịch vụ nhà hàng, khách sạn",,,83.63,83.33,,
32,32,32,Công ty TNHH Đầu tư và Phát triển Hòn Tre,Công ty Hòn Tre,"90,00","89,68","Số 42/2 Đồng Nai, phường Phước Hải, TP Nha Trang, tỉnh Khánh Hòa","Đầu tư, xây dựng và kinh doanh dịch vụ nhà hàng, khách sạn",,,90.0,89.68,,
