row_label_raw,row_label_full,Bên liên quan,Mối quan hệ,Nội dung nghiệp vụ,numeric__Mối quan hệ,numeric__Nội dung nghiệp vụ
Công ty Vincommerce,Công ty Vincommerce,Công ty Vincommerce,Công ty con,Trả trước cho hoạt động xây dựng,,
Công ty Xây dựng Vincom 1,Công ty Xây dựng Vincom 1,Công ty Xây dựng Vincom 1,Công ty con,Trả trước cho hoạt động xây dựng,,
Các công ty khác,Các công ty khác,Các công ty khác,Công ty con,Trả trước cho người bán,,
