row_label_raw,row_label_full,col_0,Số cuối năm,Đơn vị tính: VND > Số đầu năm,numeric__Số cuối năm,numeric__Đơn vị tính: VND > Số đầu năm
Dự án Vinhomes Cầu Rào 2,Dự án Vinhomes Cầu Rào 2,Dự án Vinhomes Cầu Rào 2,700.172.268.056,-,700172268056.0,
Dự án Vincom Thanh Hóa,Dự án Vincom Thanh Hóa,Dự án Vincom Thanh Hóa,586.292.767.938,123.873.377.402,586292767938.0,123873377402.0
Dự án Vincom Hùng Vương,Dự án Vincom Hùng Vương,Dự án Vincom Hùng Vương,477.338.918.308,188.799.600.965,477338918308.0,188799600965.0
Dự án Vinhomes Imperia Hải Phòng,Dự án Vinhomes Imperia Hải Phòng,Dự án Vinhomes Imperia Hải Phòng,378.159.192.398,892.195.922.170,378159192398.0,892195922170.0
Dự án Vincom Quảng Bình,Dự án Vincom Quảng Bình,Dự án Vincom Quảng Bình,295.232.966.763,79.991.233.757,295232966763.0,79991233757.0
Dự án Khu đô thị sinh thái đảo Vũ Yên,Dự án Khu đô thị sinh thái đảo Vũ Yên,Dự án Khu đô thị sinh thái đảo Vũ Yên,272.629.669.185,913.257.317.858,272629669185.0,913257317858.0
Dự án Vincom Tây Ninh,Dự án Vincom Tây Ninh,Dự án Vincom Tây Ninh,255.261.897.829,-,255261897829.0,
Dự án Vinhomes Riverside - The Harmony,Dự án Vinhomes Riverside - The Harmony,Dự án Vinhomes Riverside - The Harmony,247.632.049.160,-,247632049160.0,
Dự án Vincom Hà Nam,Dự án Vincom Hà Nam,Dự án Vincom Hà Nam,217.685.076.583,80.771.814.675,217685076583.0,80771814675.0
Dự án Vincom Sơn La,Dự án Vincom Sơn La,Dự án Vincom Sơn La,172.796.852.936,-,172796852936.0,
Dự án Vincom Lạng Sơn,Dự án Vincom Lạng Sơn,Dự án Vincom Lạng Sơn,171.152.826.356,46.830.447.487,171152826356.0,46830447487.0
Dự án Công viên Hoa Hạ Long,Dự án Công viên Hoa Hạ Long,Dự án Công viên Hoa Hạ Long,143.865.288.978,42.171.335.715,143865288978.0,42171335715.0
Dự án Vinpearl Cửa Hội,Dự án Vinpearl Cửa Hội,Dự án Vinpearl Cửa Hội,90.792.873.500,141.245.544.549,90792873500.0,141245544549.0
Dự án Vincom Hà Tĩnh,Dự án Vincom Hà Tĩnh,Dự án Vincom Hà Tĩnh,-,335.014.136.105,,335014136105.0
Dự án Vincom Yên Bái,Dự án Vincom Yên Bái,Dự án Vincom Yên Bái,-,124.400.721.734,,124400721734.0
Dự án Vincom Rạch Giá – Kiên Giang,Dự án Vincom Rạch Giá – Kiên Giang,Dự án Vincom Rạch Giá – Kiên Giang,-,79.334.580.316,,79334580316.0
Dự án Vincom Tuyên Quang,Dự án Vincom Tuyên Quang,Dự án Vincom Tuyên Quang,-,51.024.427.860,,51024427860.0
Dự án Vinhomes Dragon Bay,Dự án Vinhomes Dragon Bay,Dự án Vinhomes Dragon Bay,-,48.488.548.433,,48488548433.0
Các dự án khác,Các dự án khác,Các dự án khác,401.498.097.175,124.647.057.373,401498097175.0,124647057373.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,4.410.510.745.165,3.272.046.066.399,4410510745165.0,3272046066399.0
