row_label_raw,row_label_full,STT,Tên công ty,Tên viết tắt,Tỷ lệ biểu quyết (%),Tỷ lệ lợi ích (%),Trụ sở chính,Hoạt động chính,numeric__Tên công ty,numeric__Tên viết tắt,numeric__Tỷ lệ biểu quyết (%),numeric__Tỷ lệ lợi ích (%),numeric__Trụ sở chính,numeric__Hoạt động chính
33,33,33,Công ty Cổ phần Căng Nha Trang,Công ty Căng Nha Trang,"85,55","85,24","Số 5 Trần Phú, phường Vĩnh Nguyên, TP Nha Trang, tỉnh Khánh Hòa","Bốc xếp hàng hóa, cho thuê kho bãi",,,85.55,85.24,,
34,34,34,Công ty TNHH Làng Hoa Thụy Khuê,Công ty Làng Hoa Thụy Khuê,"69,99","69,74","Số 14 Thụy Khuê, phường Thụy Khuê, quận Tây Hồ, Hà Nội","Đầu tư, xây dựng và kinh doanh bất động sản",,,69.99,69.74,,
35,35,35,Công ty Cổ phần Dịch Vụ Thương Maji Tổng Hợp Vincommerce,Công ty Vincommerce,"61,12","59,86","Số 72 Lê Thánh Tôn, phường Bến Nghé, quận 1, TP Hồ Chí Minh",Bán lẻ trong các cửa hàng chuyên doanh,,,61.12,59.86,,
36,36,36,Công ty TNHH Kinh doanh Thương mại và Dịch vụ VinDS,Công ty VinDS,"100,00","98,91",Khu Đô thị Sinh thái Vinhomes Riverside (1),Bán lẻ tại các trung tâm thương mại hoặc cửa hàng tiện ích,,,100.0,98.91,,
37,37,37,Công ty Cổ phần Bệnh viện Đa khoa Quốc tế Vinmec,Công ty Vinmec,"100,00","100,00","Số 458, phố Minh Khai, phường Vĩnh Tuy, quận Hai Bà Trung, TP Hà Nội",Cung cấp các dịch vụ bệnh viện,,,100.0,100.0,,
38,38,38,Công ty TNHH MTV Vinschool,Công ty Vinschool,"100,00","100,00",Khu Đô thị Sinh thái Vinhomes Riverside (1),Cung cấp dịch vụ giáo dục,,,100.0,100.0,,
39,39,39,Công ty TNHH Giáo dục và Đào tạo VinAcademy,Công ty VinAcademy,"100,00","99,93",Khu Đô thị Sinh thái Vinhomes Riverside (1),Cung cấp dịch vụ giáo dục,,,100.0,99.93,,
40,40,40,Công ty TNHH Dịch vụ Bảo vệ Vincom,Công ty Bảo vệ Vincom,"100,00","100,00",Khu Đô thị Sinh thái Vinhomes Riverside (1),Kinh doanh dịch vụ bảo vệ,,,100.0,100.0,,
41,41,41,Công ty TNHH Đầu tư Sản xuất Phát triển Nông nghiệp VinEco,Công ty VinEco,"100,00","95,80",Khu Đô thị Sinh thái Vinhomes Riverside (1),Sản xuất và kinh doanh các sản phẩm nông nghiệp,,,100.0,95.8,,
42,42,42,Công ty TNHH Đầu tư Sản xuất Phát triển Nông nghiệp VinEco-Tam Đảo,Công ty VinEco Tam Đảo,"89,02","85,29","Thôn Cơ Quan, TT Gia Khánh, huyện Bình Xuyên, tỉnh Vĩnh Phúc",Sản xuất và kinh doanh các sản phẩm nông nghiệp,,,89.02,85.29,,
43,43,43,Công ty TNHH Nông nghiệp Đồng Nai-VinEco,Công ty VinEco Đồng Nai,"77,50","74,25","Km13, Quốc Lộ 51, ấp Long Khánh 3, xã Tam Phước, TP Biên Hòa, tỉnh Đồng Nai",Sản xuất và kinh doanh các sản phẩm nông nghiệp,,,77.5,74.25,,
44,44,44,Công ty TNHH Nông Nghiệp VINECO SAGRI,Công ty VinEco Sagri,"64,00","61,31","Số 38 Phạm Văn Cội, xã Phạm Văn Cội, Huyện Củ Chi, TP Hồ Chí Minh",Sản xuất và kinh doanh các sản phẩm nông nghiệp,,,64.0,61.31,,
