row_label_raw,row_label_full,col_0,Năm nay,Đơn vị tính: VND > Năm trước,numeric__Năm nay,numeric__Đơn vị tính: VND > Năm trước
Chi phí bán hàng,Chi phí bán hàng,Chi phí bán hàng,Chi phí bán hàng,Chi phí bán hàng,,
Chi phí tư vấn bán hàng,Chi phí bán hàng > Chi phí tư vấn bán hàng,Chi phí tư vấn bán hàng,271.444.284.536,77.100.355.854,271444284536.0,77100355854.0
Chi phí hoa hồng môi giới,Chi phí bán hàng > Chi phí hoa hồng môi giới,Chi phí hoa hồng môi giới,191.781.972.300,48.736.833.938,191781972300.0,48736833938.0
Chi phí quảng cáo,Chi phí bán hàng > Chi phí quảng cáo,Chi phí quảng cáo,153.297.793.197,49.135.788.389,153297793197.0,49135788389.0
Chi phí bán hàng khác,Chi phí bán hàng > Chi phí bán hàng khác,Chi phí bán hàng khác,17.090.119.570,7.445.662.909,17090119570.0,7445662909.0
,,,633.614.169.603,182.418.641.090,633614169603.0,182418641090.0
Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,,
Chi phí từ thiện,Chi phí quản lý doanh nghiệp > Chi phí từ thiện,Chi phí từ thiện,540.270.537.959,136.932.795.443,540270537959.0,136932795443.0
Chi phí phân bổ lợi thế thương mại,Chi phí quản lý doanh nghiệp > Chi phí phân bổ lợi thế thương mại,Chi phí phân bổ lợi thế thương mại,-,34.461.802.024,,34461802024.0
Trích lập/(hoàn nhập) các khoản dự phòng,Chi phí quản lý doanh nghiệp > Trích lập/(hoàn nhập) các khoản dự phòng,Trích lập/(hoàn nhập) các khoản dự phòng,387.428.093.556,(52.651.016.031),387428093556.0,-52651016031.0
,,,927.698.631.515,118.743.581.436,927698631515.0,118743581436.0
TỔNG CỘNG,Chi phí quản lý doanh nghiệp > TỔNG CỘNG,TỔNG CỘNG,1.561.312.801.118,301.162.222.526,1561312801118.0,301162222526.0
