row_label_raw,row_label_full,Tại ngày 31 tháng 12 năm 2015,Cho vay khách hàng – gộp Triệu VND,Tiền gửi của khách hàng Triệu VND,Nợ tiềm tàng và các cam kết tín dụng Triệu VND,Kinh doanh và đầu tư chứng khoán – gộp Triệu VND,Tiền gửi và cho vay các TCTD khác – gộp Triệu VND,Tiền gửi và vay các TCTD khác Triệu VND,Công cụ tài chính phải sinh Triệu VND,numeric__Cho vay khách hàng – gộp Triệu VND,numeric__Tiền gửi của khách hàng Triệu VND,numeric__Nợ tiềm tàng và các cam kết tín dụng Triệu VND,numeric__Kinh doanh và đầu tư chứng khoán – gộp Triệu VND,numeric__Tiền gửi và cho vay các TCTD khác – gộp Triệu VND,numeric__Tiền gửi và vay các TCTD khác Triệu VND,numeric__Công cụ tài chính phải sinh Triệu VND
Trong nước,Trong nước,Trong nước,133.115.328,175.395.002,4.528.893,40.492.528,8.711.657,2.360.161,2.630.636,133115328.0,175395002.0,4528893.0,40492528.0,8711657.0,2360161.0,2630636.0
Nước ngoài,Nước ngoài,Nước ngoài,-,-,4.068.585,-,2.066.546,254,2.027.699,,,4068585.0,,2066546.0,254.0,2027699.0
,,,133.115.328,175.395.002,8.597.478,40.492.528,10.778.203,2.360.415,4.658.335,133115328.0,175395002.0,8597478.0,40492528.0,10778203.0,2360415.0,4658335.0
Tại ngày 31 tháng 12 năm 2014,Tại ngày 31 tháng 12 năm 2014,Tại ngày 31 tháng 12 năm 2014,Cho vay khách hàng – gộp Triệu VND,Tiền gửi của khách hàng Triệu VND,Nợ tiềm tàng và các cam kết tín dụng Triệu VND,Kinh doanh và đầu tư chứng khoán – gộp Triệu VND,Tiền gửi và cho vay các TCTD khác – gộp Triệu VND,Tiền gửi và vay các TCTD khác Triệu VND,Công cụ tài chính phải sinh Triệu VND,,,,,,,
Trong nước,Tại ngày 31 tháng 12 năm 2014 > Trong nước,Trong nước,115.353.743,155.515.111,3.686.544,41.085.263,4.293.212,5.997.137,2.585.596,115353743.0,155515111.0,3686544.0,41085263.0,4293212.0,5997137.0,2585596.0
Nước ngoài,Tại ngày 31 tháng 12 năm 2014 > Nước ngoài,Nước ngoài,-,-,5.861.696,-,1.285.541,253,2.272.798,,,5861696.0,,1285541.0,253.0,2272798.0
,,,115.353.743,155.515.111,9.548.240,41.085.263,5.578.753,5.997.390,4.858.394,115353743.0,155515111.0,9548240.0,41085263.0,5578753.0,5997390.0,4858394.0
