row_label_raw,row_label_full,col_0,col_1,Thuyết minh,31/12/2015 Triệu VND,31/12/2014 Triệu VND,numeric__col_1,numeric__Thuyết minh,numeric__31/12/2015 Triệu VND,numeric__31/12/2014 Triệu VND
B,B,B,NỘ PHẢI TRẢ VÀ VỐN CHỦ SỞ HỮU NỘ PHẢI TRẢ,,,,,,,
I,B > I,I,Các khoản nợ Chính phủ và Ngân hàng Nhà nước Việt Nam,17,5.178.981,-,,17.0,5178981.0,
II,B > II,II,Tiền gửi và vay các tổ chức tín dụng khác,18,2.360.415,5.997.390,,18.0,2360415.0,5997390.0
1,B > 1,1,Tiền gửi của các tổ chức tín dụng khác,,2.124.874,3.246.295,,,2124874.0,3246295.0
2,B > 2,2,Vay các tổ chức tín dụng khác,,235.541,2.751.095,,,235541.0,2751095.0
III,B > III,III,Tiền gửi của khách hàng,19,175.395.002,155.515.111,,19.0,175395002.0,155515111.0
V,B > V,V,"Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tín dụng chịu rủi ro",20,161.678,188.155,,20.0,161678.0,188155.0
VI,B > VI,VI,Phát hành giấy tờ có giá,21,3.000.000,3.000.000,,21.0,3000000.0,3000000.0
VII,B > VII,VII,Các khoản nợ khác,22,2.783.038,3.068.094,,22.0,2783038.0,3068094.0
1,B > 1,1,"Các khoản lãi, phí phải trả",,1.742.279,1.737.261,,,1742279.0,1737261.0
3,B > 3,3,Các khoản phải trả và công nợ khác,,1.040.759,1.330.833,,,1040759.0,1330833.0
,,,TỔNG NỘ PHẢI TRẢ,,188.879.114,167.768.750,,,188879114.0,167768750.0
,,,VỐN CHỦ SỞ HỮU,,,,,,,
VIII,B > VIII,VIII,Vốn chủ sở hữu,24,12.502.699,12.128.606,,24.0,12502699.0,12128606.0
1,B > 1,1,Vốn của tổ chức tín dụng,,8.711.240,8.711.841,,,8711240.0,8711841.0
a,B > a,a,Vốn điều lệ,,9.376.965,9.376.965,,,9376965.0,9376965.0
d,B > d,d,Cổ phiếu quỹ,,(665.725),(665.124),,,-665725.0,-665124.0
2,B > 2,2,Quỹ của tổ chức tín dụng,,2.091.190,1.939.377,,,2091190.0,1939377.0
5,B > 5,5,Lợi nhuận chưa phân phối,,1.700.269,1.477.388,,,1700269.0,1477388.0
,,,TỔNG VỐN CHỦ SỞ HỮU,,12.502.699,12.128.606,,,12502699.0,12128606.0
,,,TỔNG NỘ PHẢI TRẢ VÀ VỐN CHỦ SỞ HỮU,,201.381.813,179.897.356,,,201381813.0,179897356.0
