row_label_raw,row_label_full,Giao dịch phát sinh trong năm,2015Triệu VND,2014Triệu VND,numeric__2015Triệu VND,numeric__2014Triệu VND
Thu nhập lãi từ tiền gửi tại công ty con,Thu nhập lãi từ tiền gửi tại công ty con,Thu nhập lãi từ tiền gửi tại công ty con,1.421,6.991,1421.0,6991.0
Thu nhập lãi từ cho vay công ty con,Thu nhập lãi từ cho vay công ty con,Thu nhập lãi từ cho vay công ty con,24.578,17.938,24578.0,17938.0
Thu nhập lãi từ cho vay các bên liên quan khác (*),Thu nhập lãi từ cho vay các bên liên quan khác (*),Thu nhập lãi từ cho vay các bên liên quan khác (*),33.188,50.145,33188.0,50145.0
Chi phí lãi trả cho tiền gửi của các công ty con,Chi phí lãi trả cho tiền gửi của các công ty con,Chi phí lãi trả cho tiền gửi của các công ty con,39.213,48.712,39213.0,48712.0
Chi phí lãi trả cho tiền gửi của công ty liên doanh và liên kết,Chi phí lãi trả cho tiền gửi của công ty liên doanh và liên kết,Chi phí lãi trả cho tiền gửi của công ty liên doanh và liên kết,654,816,654.0,816.0
Chi phí lãi trả cho tiền gửi của các bên liên quan khác (*),Chi phí lãi trả cho tiền gửi của các bên liên quan khác (*),Chi phí lãi trả cho tiền gửi của các bên liên quan khác (*),22.277,46.715,22277.0,46715.0
Thu nhập từ lợi nhuận được chia từ các công ty con,Thu nhập từ lợi nhuận được chia từ các công ty con,Thu nhập từ lợi nhuận được chia từ các công ty con,113.474,258.608,113474.0,258608.0
Thu nhập cổ tức từ các bên liên quan khác (*),Thu nhập cổ tức từ các bên liên quan khác (*),Thu nhập cổ tức từ các bên liên quan khác (*),19.955,-,19955.0,
Phí thanh toán cho các công ty con,Phí thanh toán cho các công ty con,Phí thanh toán cho các công ty con,7.038,4.929,7038.0,4929.0
Phí thanh toán cho công ty liên kết,Phí thanh toán cho công ty liên kết,Phí thanh toán cho công ty liên kết,138.632,139.888,138632.0,139888.0
Thu nhập phí từ công ty con,Thu nhập phí từ công ty con,Thu nhập phí từ công ty con,154,129,154.0,129.0
"Góp vốn, đầu tư vào công ty con","Góp vốn, đầu tư vào công ty con","Góp vốn, đầu tư vào công ty con",100.000,-,100000.0,
Tài sản cố định bán cho công ty con,Tài sản cố định bán cho công ty con,Tài sản cố định bán cho công ty con,38.788,-,38788.0,
Thu nhập của Ban Tổng Giám đốc,Thu nhập của Ban Tổng Giám đốc,Thu nhập của Ban Tổng Giám đốc,17.940,13.813,17940.0,13813.0
Thù lao trả cho các thành viên Hội đồng Quản trị,Thù lao trả cho các thành viên Hội đồng Quản trị,Thù lao trả cho các thành viên Hội đồng Quản trị,5.995,4.960,5995.0,4960.0
Thù lao trả cho Ban Kiểm soát,Thù lao trả cho Ban Kiểm soát,Thù lao trả cho Ban Kiểm soát,3.113,2.950,3113.0,2950.0
